gen,min_PCE,max_PCE,med_PCE
1,15.308733391041025,12.196675106684511,13.02652627962031
2,15.308733391041025,12.45566949247148,13.415924894550022
3,15.308733391041025,13.04421737671214,14.095834466235143
4,15.682136585535165,12.424093232425758,14.439034440272286
5,15.682136585535165,12.198295263566804,14.749102254628172
6,16.096770700101896,12.288390969794763,14.939397801203393
7,16.096770700101896,12.629893483784615,15.249108965772802
8,16.096770700101896,12.565196746224464,15.41562139205699
9,16.352097377888466,13.000253489876489,15.447679380074637
10,16.352097377888466,12.322137588202562,15.513629001896204
11,16.352097377888466,12.695094182992031,15.682136585535165
12,16.352097377888466,12.348050713240717,15.728609425918707
13,16.352097377888466,12.425446060784008,15.728609425918707
14,16.352097377888466,12.727032071004327,15.728609425918707
15,16.352097377888466,12.58927381467056,15.749982439866153
16,16.352097377888466,12.542264818278605,15.749982439866153
17,16.352097377888466,12.43274880418223,15.814374756338944
18,16.352097377888466,12.656800365729314,15.820620106926576
19,16.352097377888466,12.393773989955525,15.834367315198783
20,16.352097377888466,12.59366776452882,15.834367315198783
21,16.352097377888466,12.727032071004327,15.85411557879857
22,16.352097377888466,12.763905432914632,15.859643280389845
23,16.352097377888466,13.177147494269779,15.963937413310013
24,16.352097377888466,13.007319444502645,15.973629610834049
25,16.352097377888466,12.686126824650236,15.98431543370049
26,16.352097377888466,12.71471051339527,15.98431543370049
27,16.352097377888466,12.696720212019839,15.989155811146583
28,16.352097377888466,12.801898290804683,15.989155811146583
29,16.352097377888466,12.741659442342467,15.989155811146583
30,16.352097377888466,12.727032071004327,15.989155811146583
31,16.352097377888466,12.801898290804683,15.99450278684613
32,16.352097377888466,12.806935423796139,15.99450278684613
33,16.352097377888466,12.947335656499167,15.99450278684613
34,16.352097377888466,12.740452536655726,15.99450278684613
35,16.352097377888466,14.105715893399626,15.99450278684613
36,16.352097377888466,12.833491986200674,15.99450278684613
37,16.352097377888466,12.720366398705988,15.99450278684613
38,16.352097377888466,12.833491986200674,15.99450278684613
39,16.352097377888466,12.818694512789229,15.99450278684613
40,16.352097377888466,12.801898290804683,15.99450278684613
41,16.352097377888466,12.578716072549252,15.99450278684613
42,16.352097377888466,12.833491986200674,16.038354174420892
43,16.352097377888466,12.756202646723311,16.038354174420892
44,16.352097377888466,12.688299901468996,16.038354174420892
45,16.352097377888466,12.664711856969506,16.043081881528284
46,16.352097377888466,14.344498735626894,16.043081881528284
47,16.352097377888466,12.947335656499167,16.04371014675632
48,16.352097377888466,12.909041893284197,16.04371014675632
49,16.352097377888466,12.806935423796139,16.067534136773563
50,16.352097377888466,12.325088897526967,16.067534136773563
51,16.352097377888466,12.56713132174549,16.067534136773563
52,16.352097377888466,12.763079385357093,16.067534136773563
53,16.352097377888466,12.71041016061913,16.09387068938248
54,16.352097377888466,12.721388300536896,16.096770700101896
55,16.352097377888466,12.695094182992031,16.096770700101896
56,16.352097377888466,12.859065594075997,16.096770700101896
57,16.352097377888466,12.806935423796139,16.097447760960524
58,16.352097377888466,12.721388300536896,16.099401435740937
59,16.352097377888466,12.73641907114631,16.099401435740937
60,16.405963072465745,12.806935423796139,16.103362575922098
61,16.405963072465745,12.895258391902694,16.103362575922098
62,16.405963072465745,12.859065594075997,16.103362575922098
63,16.405963072465745,12.629555499901938,16.103362575922098
64,16.405963072465745,12.895258391902694,16.1108119116338
65,16.405963072465745,12.569816365963563,16.1108119116338
66,16.405963072465745,13.05161204766709,16.1108119116338
67,16.405963072465745,12.891799270724801,16.1108119116338
68,16.405963072465745,12.95795774358146,16.1108119116338
69,16.405963072465745,12.675239014995137,16.1108119116338
70,16.405963072465745,12.947335656499167,16.11360791510266
71,16.405963072465745,12.414490904556192,16.11360791510266
72,16.405963072465745,12.79760906625377,16.11360791510266
73,16.405963072465745,12.806935423796139,16.11360791510266
74,16.405963072465745,12.824683208924748,16.11360791510266
75,16.421010794199432,12.304273019429315,16.115836468911485
76,16.421010794199432,12.824683208924748,16.115836468911485
77,16.421010794199432,12.328887781647644,16.115836468911485
78,16.421010794199432,12.925206067674488,16.119020405033353
79,16.421010794199432,12.947335656499167,16.119020405033353
80,16.421010794199432,12.798177677645038,16.119020405033353
81,16.421010794199432,12.806935423796139,16.119020405033353
82,16.421010794199432,12.405614860740574,16.119020405033353
83,16.421010794199432,12.596091276368188,16.119020405033353
84,16.421010794199432,12.478620695972788,16.119020405033353
85,16.421010794199432,12.405614860740574,16.119020405033353
86,16.421010794199432,12.895258391902694,16.119020405033353
87,16.421010794199432,12.679317462175923,16.128191920987245
88,16.421010794199432,13.201788470876666,16.128191920987245
89,16.421010794199432,12.637183204031581,16.128191920987245
90,16.421010794199432,14.05468262342133,16.128191920987245
91,16.421010794199432,12.405614860740574,16.128191920987245
92,16.421010794199432,12.477432394422802,16.128191920987245
93,16.421010794199432,12.727011628883886,16.128191920987245
94,16.421010794199432,12.629848178071335,16.128191920987245
95,16.421010794199432,12.405614860740574,16.135433752907186
96,16.421010794199432,13.383666154234772,16.135433752907186
97,16.421010794199432,12.904826606721553,16.135433752907186
98,16.421010794199432,13.833665245806742,16.135433752907186
99,16.421010794199432,12.402727780306188,16.135433752907186
100,16.421010794199432,12.94811813361321,16.135433752907186
