gen,max_abs,min_abs,med_abs,min_overlap,max_overlap,med_overlap,min_score,med_score,max_score
1,702.3170890375118,989.6060546905002,824.5363905531755,914.7745961032181,447.52420329312775,651.2121410141165,74.8314585872821,173.324249539059,254.79288574438402
2,424.2499229513597,883.888341709921,726.5628253549288,793.3162202261351,154.27339766685677,525.4687756487274,90.57212148378585,201.09404970620142,269.97652528450294
3,784.6895685099759,843.7664993014288,696.4207344194377,701.9007010517973,483.33352853260914,475.2824681229572,141.86579824963144,221.13826629648054,301.3560399773667
4,784.6895685099759,742.5484545849908,699.5970013966489,623.1953535962405,483.33352853260914,460.24280285814535,119.35310098875038,239.35419853850357,301.3560399773667
5,784.6895685099759,708.573341661179,833.755693951411,502.7424011314368,483.33352853260914,581.4145592112811,205.83094052974224,252.34113474012986,301.3560399773667
6,784.6895685099759,875.670543854112,752.6217652014941,721.3566565408697,483.33352853260914,493.76596039194163,154.31388731324228,258.85580480955247,301.3560399773667
7,784.6895685099759,920.5876911369736,699.8074485982992,714.3667417994077,483.33352853260914,436.4452535742753,206.2209493375659,263.3621950240239,301.3560399773667
8,784.6895685099759,761.6445978481394,646.5383164036353,610.9945221988553,483.33352853260914,374.55943545443694,150.65007564928408,271.9788809491984,301.3560399773667
9,827.7423296951738,689.6670955508453,721.8825098642649,495.07101610231894,502.1567692860161,447.8877693033098,194.59607944852632,273.99474056095505,325.5855604091577
10,827.7423296951738,927.1336977192567,605.5376355965583,722.1976430345621,502.1567692860161,328.3510120890638,204.93605468469457,277.1866235074945,325.5855604091577
11,612.5507104842876,802.0554891891284,658.7791871738432,678.1330103317553,285.5131563916526,377.8202462742123,123.92247885737311,280.9589408996309,327.037554092635
12,612.5507104842876,773.5011583240794,594.7745068793794,627.8483277575386,285.5131563916526,312.0429195105039,145.65283056654073,282.73158736887547,327.037554092635
13,612.5507104842876,709.9206677673566,695.5208990751265,521.5640518656023,285.5131563916526,405.75624400617994,188.35661590175425,289.7646550689466,327.037554092635
14,823.3716175728591,699.1235563025181,704.3831544891037,447.3842077156303,492.18334578819986,405.22695877992567,251.7393485868878,299.15619570917806,331.18827178465926
15,823.3716175728591,675.9405148605201,689.5199035137238,493.34207856511483,492.18334578819986,383.7787556400084,182.5984362954053,305.74114787371536,331.18827178465926
16,823.3716175728591,801.1447339336831,704.7057826041835,655.233604380289,492.18334578819986,394.23234459478454,145.91112955339418,310.47343800939893,331.18827178465926
17,823.3716175728591,880.2982106995248,728.201952576607,755.7495943264307,492.18334578819986,416.038511983197,124.54861637309409,312.16344059341003,331.18827178465926
18,803.417105866118,759.8042688918678,747.4359156743017,626.4875078294475,464.8279617530256,433.75148624176984,133.31676106242026,313.68442943253183,338.58914411309246
19,784.7919386209816,837.2877156685332,785.0121966250556,628.3266578901836,443.6589784638302,468.488338362513,208.96105777834964,316.5238582625426,341.1329601571514
20,784.7919386209816,832.455975885299,785.0121966250556,628.4025675060565,443.6589784638302,468.488338362513,204.05340837924257,316.5238582625426,341.1329601571514
21,784.7919386209816,821.0365786547734,679.9101805014157,650.1432729646658,443.6589784638302,360.0698924770711,170.89330569010758,319.84028802434455,341.1329601571514
22,784.7919386209816,676.8316068571496,679.9101805014157,499.74655025278025,443.6589784638302,360.0698924770711,177.08505660436936,319.84028802434455,341.1329601571514
23,784.7919386209816,830.8989481973583,732.5726646989218,622.6951120145267,443.6589784638302,411.7759898704825,208.20383618283165,320.79667482843934,341.1329601571514
24,823.9861947057723,836.45790523434,612.0657525053513,686.6551832165488,466.00850929850617,288.895884850205,149.8027220177912,323.1698676551463,357.9776854072661
25,814.034034748641,792.6468553901951,800.2892180216876,583.2156593314508,455.13652437402084,476.2105728049073,209.43119605874438,324.0786452167803,358.8975103746202
26,814.034034748641,915.4990583285282,800.2892180216876,821.2830811380819,455.13652437402084,476.2105728049073,94.21597719044632,324.0786452167803,358.8975103746202
27,814.034034748641,687.7040330608737,800.2892180216876,510.21639349359054,455.13652437402084,476.2105728049073,177.48763956728317,324.0786452167803,358.8975103746202
28,814.034034748641,908.5236353222227,799.0463937438034,763.1642796984406,455.13652437402084,474.33341187322327,145.3593556237821,324.7129818705801,358.8975103746202
29,814.034034748641,883.3860666621428,799.0463937438034,777.4653594826908,455.13652437402084,474.33341187322327,105.92070717945194,324.7129818705801,358.8975103746202
30,814.034034748641,834.8468866970447,799.0463937438034,649.3077543261949,455.13652437402084,474.33341187322327,185.53913237084987,324.7129818705801,358.8975103746202
31,814.034034748641,687.6125215346093,799.0463937438034,512.1942750107597,455.13652437402084,474.33341187322327,175.41824652384958,324.7129818705801,358.8975103746202
32,814.034034748641,822.0950883490913,799.0463937438034,644.7372186040155,455.13652437402084,474.33341187322327,177.35786974507573,324.7129818705801,358.8975103746202
33,814.034034748641,878.560186962531,799.0463937438034,686.3966953273108,455.13652437402084,474.33341187322327,192.16349163522023,324.7129818705801,358.8975103746202
34,814.034034748641,900.5815385156448,738.4079353675451,687.0515024003793,455.13652437402084,413.43481280178446,213.5300361152655,324.9731225657606,358.8975103746202
35,814.034034748641,906.8657660747566,738.4079353675451,750.3735903569827,455.13652437402084,413.43481280178446,156.49217571777388,324.9731225657606,358.8975103746202
36,814.034034748641,925.912379440806,804.6599301440025,738.4984915268467,455.13652437402084,477.172135726078,187.41388791395934,327.4877944179245,358.8975103746202
37,814.034034748641,794.6472690710165,804.6599301440025,549.5907654244318,455.13652437402084,477.172135726078,245.0565036465847,327.4877944179245,358.8975103746202
38,814.034034748641,781.3217438506982,804.6599301440025,555.2273700108196,455.13652437402084,477.172135726078,226.09437383987859,327.4877944179245,358.8975103746202
39,814.034034748641,805.9023803392121,718.7056687373038,560.9369105831441,455.13652437402084,389.8537298985277,244.96546975606793,328.85193883877605,358.8975103746202
40,814.034034748641,908.0820752663952,718.7056687373038,681.4248660295141,455.13652437402084,389.8537298985277,226.65720923688116,328.85193883877605,358.8975103746202
41,814.034034748641,817.388293238681,744.105955878663,567.8544607072446,455.13652437402084,415.1211074383466,249.53383253143636,328.98484844031645,358.8975103746202
42,814.034034748641,801.8556710518752,761.2700769146425,610.2201136910255,455.13652437402084,431.6776964235333,191.6355573608497,329.59238049110917,358.8975103746202
43,814.034034748641,835.6301190800754,761.2700769146425,645.0201725473979,455.13652437402084,431.6776964235333,190.60994653267744,329.59238049110917,358.8975103746202
44,814.034034748641,814.983990898051,761.2700769146425,546.5418277310139,455.13652437402084,431.6776964235333,268.44216316703717,329.59238049110917,358.8975103746202
45,814.034034748641,653.1424512744402,761.2700769146425,440.42402283829404,455.13652437402084,431.6776964235333,212.71842843614616,329.59238049110917,358.8975103746202
46,814.034034748641,756.6709759858039,761.2700769146425,580.0594692618496,455.13652437402084,431.6776964235333,176.61150672395434,329.59238049110917,358.8975103746202
47,814.034034748641,825.2476118909033,761.2700769146425,579.6271174494236,455.13652437402084,431.6776964235333,245.62049444147965,329.59238049110917,358.8975103746202
48,728.6448933248846,792.060097875664,823.3716175728591,560.9702759817748,361.4652225185965,492.18334578819986,231.08982189388928,331.18827178465926,367.17967080628813
49,728.6448933248846,780.8845597096806,823.3716175728591,595.5302479810354,361.4652225185965,492.18334578819986,185.35431172864526,331.18827178465926,367.17967080628813
50,728.6448933248846,807.9354121498419,858.8481149344307,579.2552412182927,361.4652225185965,527.5994270971037,228.68017093154924,331.248687837327,367.17967080628813
51,728.6448933248846,759.4256666822994,737.2328185695324,506.4084121055536,361.4652225185965,405.28342326776215,253.01725457674576,331.9493953017702,367.17967080628813
52,728.6448933248846,839.5119269448875,856.7641678187593,683.9487652635189,361.4652225185965,524.6289200593628,155.56316168136857,332.1352477593965,367.17967080628813
53,728.6448933248846,830.9896320440505,856.7641678187593,599.9811226064073,361.4652225185965,524.6289200593628,231.00850943764317,332.1352477593965,367.17967080628813
54,728.6448933248846,847.5305743977975,856.7641678187593,791.6167276506816,361.4652225185965,524.6289200593628,55.91384674711594,332.1352477593965,367.17967080628813
55,728.6448933248846,734.2915544753664,856.7641678187593,520.3753639367648,361.4652225185965,524.6289200593628,213.91619053860165,332.1352477593965,367.17967080628813
56,728.6448933248846,724.3882266137408,856.7641678187593,477.591292495053,361.4652225185965,524.6289200593628,246.79693411868783,332.1352477593965,367.17967080628813
57,728.6448933248846,666.457738268036,856.7641678187593,430.11432354343066,361.4652225185965,524.6289200593628,236.34341472460534,332.1352477593965,367.17967080628813
58,728.6448933248846,766.3397224740602,856.7641678187593,602.2967401549813,361.4652225185965,524.6289200593628,164.04298231907887,332.1352477593965,367.17967080628813
59,728.6448933248846,793.7201910978216,856.7641678187593,557.0723569399952,361.4652225185965,524.6289200593628,236.64783415782642,332.1352477593965,367.17967080628813
60,728.6448933248846,781.3217438506982,760.6869727959998,555.2273700108196,361.4652225185965,425.0590019462793,226.09437383987859,335.62797084972055,367.17967080628813
61,824.5259047184888,743.3837809664261,592.1977609823304,572.6314487043788,450.41025415238516,256.56115574275964,170.75233226204728,335.6366052395707,374.1156505661037
62,824.5259047184888,793.7970441440699,592.1977609823304,562.3619351120161,450.41025415238516,256.56115574275964,231.4351090320538,335.6366052395707,374.1156505661037
63,824.5259047184888,787.0840150406455,628.9815355986784,548.6956956914835,450.41025415238516,293.24437832948155,238.38831934916197,335.73715726919687,374.1156505661037
64,824.5259047184888,828.790303453787,852.3934556964447,574.3871161329596,450.41025415238516,514.8785643507209,254.40318732082744,337.51489134572375,374.1156505661037
65,824.5259047184888,1109.6461827857293,852.3934556964447,937.9883326549863,450.41025415238516,514.8785643507209,171.657850130743,337.51489134572375,374.1156505661037
66,824.5259047184888,794.8270847349966,852.3934556964447,584.2844705866912,450.41025415238516,514.8785643507209,210.54261414830535,337.51489134572375,374.1156505661037
67,824.5259047184888,814.1501348056355,735.0995525628706,561.898012605319,450.41025415238516,397.3843515370999,252.25212220031653,337.7152010257707,374.1156505661037
68,824.5259047184888,892.9364313910563,803.417105866118,719.1084345720119,450.41025415238516,464.8279617530256,173.82799681904442,338.58914411309246,374.1156505661037
69,824.5259047184888,635.5610915602522,748.4766680009777,402.63283913956764,450.41025415238516,408.2915348122579,232.92825242068454,340.1851331887198,374.1156505661037
70,790.6558960816185,662.1579459911845,914.4044584531784,421.6481542746553,400.09918458183057,571.8589153750816,240.5097917165292,342.5455430780969,390.5567114997879
71,790.6558960816185,1050.558397592864,914.4044584531784,810.0563226899596,400.09918458183057,571.8589153750816,240.50207490290427,342.5455430780969,390.5567114997879
72,790.6558960816185,888.9440647471622,728.6086764779568,661.858001885656,400.09918458183057,384.9038539193698,227.0860628615062,343.704822558587,390.5567114997879
73,790.6558960816185,776.1950908049217,728.6086764779568,573.8950634398975,400.09918458183057,384.9038539193698,202.30002736502422,343.704822558587,390.5567114997879
74,790.6558960816185,689.2910232937902,699.8923463804773,463.4902865233164,400.09918458183057,355.87406703981856,225.8007367704738,344.01827934065875,390.5567114997879
75,790.6558960816185,670.918193573824,699.8923463804773,412.7762828016466,400.09918458183057,355.87406703981856,258.1419107721775,344.01827934065875,390.5567114997879
76,790.6558960816185,535.7544443192556,699.8923463804773,265.201158545853,400.09918458183057,355.87406703981856,270.55328577340265,344.01827934065875,390.5567114997879
77,790.6558960816185,800.4019437884987,699.8923463804773,588.4177602577419,400.09918458183057,355.87406703981856,211.9841835307568,344.01827934065875,390.5567114997879
78,790.6558960816185,645.0775563642616,699.8923463804773,410.3686774910978,400.09918458183057,355.87406703981856,234.70887887316377,344.01827934065875,390.5567114997879
79,790.6558960816185,708.2806841717663,743.0626219863053,471.39931048814987,400.09918458183057,394.2861392242266,236.88137368361646,348.77648276207873,390.5567114997879
80,790.6558960816185,558.2593826893382,696.406630224614,316.5243344802164,400.09918458183057,342.81728382479037,241.73504820912177,353.5893463998236,390.5567114997879
81,790.6558960816185,729.7366498950038,696.406630224614,482.75226267073106,400.09918458183057,342.81728382479037,246.98438722427272,353.5893463998236,390.5567114997879
82,790.6558960816185,710.7053274104736,696.406630224614,475.4393701426544,400.09918458183057,342.81728382479037,235.2659572678192,353.5893463998236,390.5567114997879
83,790.6558960816185,691.5867887067338,740.3244998112373,457.03975484078614,400.09918458183057,386.64261718633065,234.5470338659477,353.6818826249066,390.5567114997879
84,790.6558960816185,650.1168057492393,740.3244998112373,411.7123842947615,400.09918458183057,386.64261718633065,238.40442145447787,353.6818826249066,390.5567114997879
85,790.6558960816185,813.4683852764309,740.3244998112373,579.2312181559686,400.09918458183057,386.64261718633065,234.23716712046235,353.6818826249066,390.5567114997879
86,790.6558960816185,762.3387433494486,740.3244998112373,506.16431327772176,400.09918458183057,386.64261718633065,256.1744300717268,353.6818826249066,390.5567114997879
87,790.6558960816185,888.2446771702321,740.3244998112373,653.9708805426961,400.09918458183057,386.64261718633065,234.27379662753594,353.6818826249066,390.5567114997879
88,790.6558960816185,808.5734008782961,740.3244998112373,564.5124288640102,400.09918458183057,386.64261718633065,244.06097201428588,353.6818826249066,390.5567114997879
89,790.6558960816185,713.1137300297272,740.3244998112373,483.62765100174727,400.09918458183057,386.64261718633065,229.48607902797994,353.6818826249066,390.5567114997879
90,790.6558960816185,844.710444207992,740.3244998112373,605.7638707994023,400.09918458183057,386.64261718633065,238.94657340858976,353.6818826249066,390.5567114997879
91,790.6558960816185,662.9768914018251,740.3244998112373,427.04594586881365,400.09918458183057,386.64261718633065,235.93094553301148,353.6818826249066,390.5567114997879
92,790.6558960816185,678.3453392133218,717.2234355074754,401.44788816321943,400.09918458183057,363.0869871618296,276.8974510501024,354.1364483456458,390.5567114997879
93,790.6558960816185,902.043158429401,775.3008850865759,673.4281899420221,400.09918458183057,420.15790792563195,228.61496848737897,355.142977160944,390.5567114997879
94,790.6558960816185,745.7186789679056,856.5749685997233,541.0663843980057,400.09918458183057,501.0539418671309,204.65229456989994,355.5210267325924,390.5567114997879
95,790.6558960816185,944.8404132252709,856.5749685997233,711.375978779474,400.09918458183057,501.0539418671309,233.46443444579688,355.5210267325924,390.5567114997879
96,790.6558960816185,818.0028703715941,856.5749685997233,591.7480063425736,400.09918458183057,501.0539418671309,226.2548640290205,355.5210267325924,390.5567114997879
97,790.6558960816185,640.3464310356745,856.5749685997233,435.571698246735,400.09918458183057,501.0539418671309,204.7747327889395,355.5210267325924,390.5567114997879
98,790.6558960816185,797.9178698525425,856.5749685997233,512.5022361686547,400.09918458183057,501.0539418671309,285.4156336838878,355.5210267325924,390.5567114997879
99,790.6558960816185,709.3099209948172,856.5749685997233,453.29626944061084,400.09918458183057,501.0539418671309,256.0136515542063,355.5210267325924,390.5567114997879
