gen,pair,combined_abs,overlap,score
1,"[475, 920]",702.3170890375118,447.52420329312775,254.79288574438402
1,"[243, 906]",659.2201798742568,416.25776991540044,242.96240995885637
1,"[473, 769]",631.9301759777903,390.1582907090536,241.77188526873675
1,"[846, 310]",712.8865760481712,480.5532839650453,232.33329208312585
1,"[663, 46]",839.1679769251962,621.1129058573891,218.05507106780703
1,"[644, 202]",844.7664039744823,629.6127378740423,215.15366610043998
1,"[179, 491]",829.9926811884916,628.1972742183502,201.79540697014136
1,"[673, 255]",726.5628253549288,525.4687756487274,201.09404970620142
1,"[416, 381]",736.3568582403193,536.4355618689508,199.9212963713685
1,"[58, 198]",787.749659776318,590.8401965707271,196.9094632055909
1,"[604, 408]",773.2082113855781,578.2058513388271,195.00236004675105
1,"[906, 487]",879.3981793540338,685.3704280035647,194.0277513504691
1,"[77, 96]",837.9505636553034,652.2883769459384,185.66218670936507
1,"[332, 434]",874.2778652320668,694.8277798680176,179.4500853640492
1,"[285, 782]",806.0371599405183,628.1590568426891,177.87810309782924
1,"[949, 705]",824.5363905531755,651.2121410141165,173.324249539059
1,"[378, 624]",766.2354377341464,597.0571572752648,169.17828045888166
1,"[644, 410]",679.3446414282868,514.3858191132852,164.9588223150016
1,"[288, 562]",766.6487807000937,603.718648635426,162.93013206466765
1,"[956, 99]",748.2562136299807,585.3551915723688,162.90102205761195
1,"[73, 596]",730.2668614325183,572.328884535299,157.9379768972193
1,"[761, 16]",790.8988234691858,633.8838065115513,157.01501695763454
1,"[803, 512]",787.5927557186894,635.9631294423993,151.62962627629008
1,"[399, 581]",810.183166952023,659.338343319117,150.844823632906
1,"[103, 533]",734.6490540664742,584.5874050889452,150.061648977529
1,"[817, 770]",832.534374228101,682.7325613145204,149.80181291358065
1,"[997, 606]",761.617509736231,616.8507258035264,144.76678393270458
1,"[301, 149]",789.6943336086974,648.2926159913093,141.40171761738816
1,"[15, 397]",764.5533044615155,638.6588372473215,125.89446721419404
1,"[736, 542]",816.9399248832744,697.1009449336137,119.83897994966071
1,"[252, 442]",721.42205458534,610.1140892535632,111.30796533177681
1,"[709, 222]",989.6060546905002,914.7745961032181,74.8314585872821
2,"[604, 202]",424.2499229513597,154.27339766685677,269.97652528450294
2,"[949, 46]",812.1473550275247,555.3421592232389,256.80519580428574
2,"[475, 920]",702.3170890375118,447.52420329312775,254.79288574438402
2,"[243, 906]",659.2201798742568,416.25776991540044,242.96240995885637
2,"[473, 769]",631.9301759777903,390.1582907090536,241.77188526873675
2,"[846, 310]",712.8865760481712,480.5532839650453,232.33329208312585
2,"[58, 465]",626.0442347700387,399.7124842629498,226.33175050708888
2,"[482, 920]",723.00849847502,496.69586517948534,226.31263329553468
2,"[644, 381]",713.5966275429212,491.0773553111444,222.51927223177677
2,"[332, 381]",778.829057963799,558.5189931261724,220.31006483762656
2,"[506, 491]",855.919094096502,635.8375621856965,220.08153191080555
2,"[663, 46]",839.1679769251962,621.1129058573891,218.05507106780703
2,"[644, 202]",844.7664039744823,629.6127378740423,215.15366610043998
2,"[115, 920]",763.2073142783516,557.2047264082976,206.00258787005407
2,"[179, 491]",829.9926811884916,628.1972742183502,201.79540697014136
2,"[673, 255]",726.5628253549288,525.4687756487274,201.09404970620142
2,"[416, 381]",736.3568582403193,536.4355618689508,199.9212963713685
2,"[58, 198]",787.749659776318,590.8401965707271,196.9094632055909
2,"[604, 408]",773.2082113855781,578.2058513388271,195.00236004675105
2,"[906, 487]",879.3981793540338,685.3704280035647,194.0277513504691
2,"[846, 491]",731.1471622959464,537.9379312043087,193.20923109163766
2,"[77, 96]",837.9505636553034,652.2883769459384,185.66218670936507
2,"[416, 310]",809.0305501932872,625.492453154322,183.53809703896525
2,"[285, 46]",913.8487069459337,730.907575703355,182.94113124257876
2,"[152, 705]",805.1072798236338,625.296484116315,179.8107957073188
2,"[332, 434]",874.2778652320668,694.8277798680176,179.4500853640492
2,"[285, 782]",806.0371599405183,628.1590568426891,177.87810309782924
2,"[949, 705]",824.5363905531755,651.2121410141165,173.324249539059
2,"[77, 255]",734.4305015521675,563.0577623770535,171.37273917511402
2,"[285, 198]",946.0507318747906,827.6818985450853,118.36883332970524
2,"[906, 491]",900.5064856114125,795.2546057413882,105.25187987002425
2,"[77, 198]",883.888341709921,793.3162202261351,90.57212148378585
3,"[384, 906]",784.6895685099759,483.33352853260914,301.3560399773667
3,"[604, 906]",703.9164321470242,425.2469689350851,278.66946321193916
3,"[604, 202]",424.2499229513597,154.27339766685677,269.97652528450294
3,"[473, 906]",673.430450750015,414.0291223339525,259.4013284160625
3,"[949, 46]",812.1473550275247,555.3421592232389,256.80519580428574
3,"[475, 920]",702.3170890375118,447.52420329312775,254.79288574438402
3,"[846, 843]",602.388705412064,348.58294487341715,253.8057605386469
3,"[846, 202]",376.67332220564685,124.45843247350571,252.21488973214116
3,"[243, 906]",659.2201798742568,416.25776991540044,242.96240995885637
3,"[473, 769]",631.9301759777903,390.1582907090536,241.77188526873675
3,"[846, 310]",712.8865760481712,480.5532839650453,232.33329208312585
3,"[179, 310]",811.7320949407164,581.9384438241149,229.7936511166015
3,"[58, 465]",626.0442347700387,399.7124842629498,226.33175050708888
3,"[482, 920]",723.00849847502,496.69586517948534,226.31263329553468
3,"[644, 381]",713.5966275429212,491.0773553111444,222.51927223177677
3,"[644, 920]",696.4207344194377,475.2824681229572,221.13826629648054
3,"[673, 202]",879.8244037096446,658.9189503290925,220.9054533805521
3,"[332, 381]",778.829057963799,558.5189931261724,220.31006483762656
3,"[506, 491]",855.919094096502,635.8375621856965,220.08153191080555
3,"[663, 46]",839.1679769251962,621.1129058573891,218.05507106780703
3,"[644, 202]",844.7664039744823,629.6127378740423,215.15366610043998
3,"[254, 46]",856.5202395949628,641.445114568902,215.07512502606085
3,"[473, 465]",673.7663124769795,463.5927061287875,210.17360634819198
3,"[115, 920]",763.2073142783516,557.2047264082976,206.00258787005407
3,"[179, 491]",829.9926811884916,628.1972742183502,201.79540697014136
3,"[846, 878]",599.0752888461961,397.64690572302436,201.42838312317178
3,"[673, 255]",726.5628253549288,525.4687756487274,201.09404970620142
3,"[332, 202]",909.9988343953601,712.816023024076,197.18281137128406
3,"[115, 381]",780.3832074018351,593.0862986034692,187.29690879836585
3,"[115, 202]",911.5529838333962,757.4966071846327,154.0563766487635
3,"[115, 255]",758.2914054786805,614.4187441775622,143.87266130111834
3,"[663, 197]",843.7664993014288,701.9007010517973,141.86579824963144
4,"[384, 906]",784.6895685099759,483.33352853260914,301.3560399773667
4,"[604, 906]",703.9164321470242,425.2469689350851,278.66946321193916
4,"[179, 843]",701.2342243046094,429.13469639290236,272.099527911707
4,"[604, 202]",424.2499229513597,154.27339766685677,269.97652528450294
4,"[473, 906]",673.430450750015,414.0291223339525,259.4013284160625
4,"[949, 46]",812.1473550275247,555.3421592232389,256.80519580428574
4,"[846, 46]",735.3768974009449,479.15228499515354,256.2246124057914
4,"[475, 920]",702.3170890375118,447.52420329312775,254.79288574438402
4,"[846, 843]",602.388705412064,348.58294487341715,253.8057605386469
4,"[846, 202]",376.67332220564685,124.45843247350571,252.21488973214116
4,"[861, 843]",706.1552107232484,458.38784364982,247.76736707342837
4,"[846, 381]",640.2128840952031,393.00698283748386,247.20590125771923
4,"[243, 906]",659.2201798742568,416.25776991540044,242.96240995885637
4,"[604, 310]",811.2653725986369,568.6582084059685,242.6071641926684
4,"[473, 769]",631.9301759777903,390.1582907090536,241.77188526873675
4,"[172, 920]",699.5970013966489,460.24280285814535,239.35419853850357
4,"[396, 310]",740.8165353328825,505.89728403594205,234.91925129694044
4,"[846, 310]",712.8865760481712,480.5532839650453,232.33329208312585
4,"[179, 310]",811.7320949407164,581.9384438241149,229.7936511166015
4,"[58, 465]",626.0442347700387,399.7124842629498,226.33175050708888
4,"[482, 920]",723.00849847502,496.69586517948534,226.31263329553468
4,"[644, 381]",713.5966275429212,491.0773553111444,222.51927223177677
4,"[644, 920]",696.4207344194377,475.2824681229572,221.13826629648054
4,"[243, 843]",656.0712496897626,435.0539135734658,221.01733611629675
4,"[846, 465]",605.8734973235228,384.97952445798205,220.89397286554072
4,"[949, 812]",711.1102273874797,494.71870985690987,216.39151753056979
4,"[644, 434]",809.045434811189,612.5644969447134,196.48093786647564
4,"[604, 119]",799.2001266875789,606.7692273099168,192.43089937766206
