gen,filename,PCE,donor
3,55_25_143_35_60,14.183512,D18,
3,55_35_143_25_60,14.148108,D18,
3,25_141_32_35_34,13.759422,PBB-F,
4,64_15_130_15_65,16.139713,PBCT-2F,
4,0_56_130_133_29,15.822913,PBCT-2F,
4,64_161_130_161_65,15.524441,PBB-F,
4,64_56_130_56_64,15.503715,PBB-F,
4,64_161_130_161_64,15.490101,PBB-F,
4,27_15_127_15_27,15.465149,D18,
4,66_133_127_56_29,15.159932,PBCT-2F,
4,12_15_127_15_12,15.091514,PBCT-2F,
4,27_15_127_15_50,15.055098,D18,
4,65_15_152_15_65,15.029360,D18,
4,65_133_152_133_64,14.957928,D18,
4,29_93_127_91_29,14.944224,P2,
4,34_0_130_164_34,14.850181,PBB-F,
4,66_56_71_15_66,14.777301,PBCT-2F,
4,0_133_11_56_29,14.772072,PBCT-2F,
4,66_133_71_56_29,14.770216,PBCT-2F,
4,67_15_127_15_67,14.752624,PBB-F,
4,66_133_11_56_29,14.635176,PBCT-2F,
4,25_15_74_4_25,14.618278,PBCT-2F,
4,25_141_71_19_29,14.596456,PBCT-2F,
4,0_56_11_133_29,14.588874,PBCT-2F,
4,29_133_5_133_29,14.583745,PBCT-2F,
4,29_133_5_133_21,14.573905,PBCT-2F,
4,29_129_71_129_29,14.572126,D18,
4,0_164_99_0_0,14.533948,PBCT-2F,
4,46_56_152_133_29,14.521188,PBCT-2F,
4,0_164_99_0_29,14.499306,PBCT-2F,
4,66_19_71_141_29,14.456877,PBCT-2F,
4,25_141_71_141_25,14.397077,D18,
4,12_15_5_15_12,14.181407,PBB-F,
4,29_129_11_67_29,13.998471,PBCT-2F,
4,50_141_71_141_50,13.496248,PBB-F,
5,64_15_130_15_65,16.139713,PBCT-2F,
5,0_56_130_133_29,15.822913,PBCT-2F,
5,29_133_130_56_0,15.795682,PBCT-2F,
5,12_15_130_133_29,15.785047,PBCT-2F,
5,66_15_127_15_66,15.693819,PBCT-2F,
5,29_56_130_133_66,15.654878,PBCT-2F,
5,65_161_130_161_64,15.585448,PBB-F,
5,64_161_130_161_65,15.524441,PBB-F,
5,64_56_130_56_64,15.503715,PBB-F,
5,64_161_130_161_64,15.490101,PBB-F,
5,27_15_127_15_27,15.465149,D18,
5,12_15_127_15_6,15.455297,D18,
5,64_133_127_133_44,15.382445,PBCT-2F,
5,66_133_127_56_29,15.159932,PBCT-2F,
5,64_124_130_124_64,15.120557,PBB-F,
5,12_15_127_15_12,15.091514,PBCT-2F,
5,27_15_127_15_50,15.055098,D18,
5,65_15_152_15_65,15.029360,D18,
5,65_133_152_133_64,14.957928,D18,
5,29_93_127_91_29,14.944224,P2,
5,34_0_130_164_34,14.850181,PBB-F,
5,0_133_152_133_0,14.781437,D18,
5,66_56_71_15_66,14.777301,PBCT-2F,
5,0_133_11_56_29,14.772072,PBCT-2F,
5,66_133_71_56_29,14.770216,PBCT-2F,
5,50_15_152_15_27,14.497600,PBB-F,
5,64_161_152_161_64,14.490172,D18,
5,64_161_127_128_15,14.372274,PBB-F,
5,0_15_11_15_47,14.237222,PBB-F,
5,66_15_71_95_43,14.154175,PBCT-2F,
5,34_133_152_164_34,13.700151,PBCT-2F,
5,65_161_152_51_18,13.690998,PBB-F,
6,64_15_130_15_64,16.285743,PBCT-2F,
6,65_15_130_15_64,16.194496,PBCT-2F,
6,64_15_130_15_65,16.139713,PBCT-2F,
6,65_70_130_133_64,15.983217,PBCT-2F,
6,64_133_130_56_66,15.824747,PBCT-2F,
6,0_56_130_133_29,15.822913,PBCT-2F,
6,29_133_130_56_0,15.795682,PBCT-2F,
6,12_15_130_133_29,15.785047,PBCT-2F,
6,29_15_130_133_12,15.766241,PBCT-2F,
6,56_15_130_15_56,15.745053,PBB-F,
6,29_133_130_56_66,15.716726,PBCT-2F,
6,66_15_127_15_66,15.693819,PBCT-2F,
6,64_133_127_133_65,15.692050,D18,
6,65_15_127_15_64,15.656591,D18,
6,29_56_130_133_66,15.654878,PBCT-2F,
6,64_15_127_15_64,15.590721,PBCT-2F,
6,65_161_130_161_64,15.585448,PBB-F,
6,64_133_127_133_64,15.559879,PBCT-2F,
6,64_161_130_161_65,15.524441,PBB-F,
6,64_56_130_56_64,15.503715,PBB-F,
6,29_56_130_56_66,15.501485,PBB-F,
6,64_161_130_161_64,15.490101,PBB-F,
6,27_15_127_15_27,15.465149,D18,
6,12_15_127_15_6,15.455297,D18,
6,64_133_127_133_44,15.382445,PBCT-2F,
6,29_161_130_56_38,15.269100,PBB-F,
6,66_56_127_133_29,15.266726,PBCT-2F,
6,66_133_127_56_29,15.159932,PBCT-2F,
6,64_124_130_124_64,15.120557,PBB-F,
6,12_15_127_15_12,15.091514,PBCT-2F,
6,12_39_127_39_6,14.540574,D18,
6,64_161_163_161_64,14.298044,PBB-F,
7,64_15_130_15_64,16.285743,PBCT-2F,
7,65_15_130_15_64,16.194496,PBCT-2F,
7,64_15_130_15_65,16.139713,PBCT-2F,
7,64_15_130_15_1,16.071455,PBCT-2F,
7,64_133_130_15_66,16.065540,PBCT-2F,
7,29_15_130_133_66,15.983987,PBCT-2F,
7,65_70_130_133_64,15.983217,PBCT-2F,
7,29_133_130_15_12,15.830989,PBCT-2F,
7,64_133_130_56_66,15.824747,PBCT-2F,
7,0_56_130_133_29,15.822913,PBCT-2F,
7,64_133_130_56_65,15.807126,PBCT-2F,
7,29_133_130_56_0,15.795682,PBCT-2F,
7,12_15_130_133_29,15.785047,PBCT-2F,
7,29_15_130_133_12,15.766241,PBCT-2F,
7,56_15_130_15_56,15.745053,PBB-F,
7,28_15_130_15_28,15.723380,PBCT-2F,
7,29_133_130_56_66,15.716726,PBCT-2F,
7,66_15_127_15_66,15.693819,PBCT-2F,
7,64_133_127_133_65,15.692050,D18,
7,65_15_127_15_64,15.656591,D18,
7,29_56_130_133_66,15.654878,PBCT-2F,
7,65_133_127_133_64,15.629532,D18,
7,64_15_127_15_64,15.590721,PBCT-2F,
7,29_115_130_56_0,15.584834,PBB-F,
7,64_15_127_15_0,15.577468,PBCT-2F,
7,66_56_130_56_66,15.540319,PBB-F,
7,29_15_130_39_29,15.509835,D18,
7,12_15_130_95_12,15.477805,PBB-F,
7,56_15_130_144_56,15.386312,PBB-F,
7,64_15_130_8_26,15.357760,D18,
7,0_29_127_29_0,15.070209,D18,
7,56_51_130_51_65,14.728082,PBB-F,
8,64_15_130_15_64,16.285743,PBCT-2F,
8,65_15_130_15_65,16.235429,PBCT-2F,
8,65_15_130_15_64,16.194496,PBCT-2F,
8,9_15_130_15_9,16.159676,D18,
8,29_133_130_15_0,16.145276,PBCT-2F,
8,64_15_130_15_65,16.139713,PBCT-2F,
8,64_133_130_133_64,16.111922,PBCT-2F,
8,64_15_130_15_1,16.071455,PBCT-2F,
8,64_133_130_15_66,16.065540,PBCT-2F,
8,29_15_130_133_66,15.983987,PBCT-2F,
8,65_70_130_133_64,15.983217,PBCT-2F,
8,64_15_130_133_1,15.966781,PBCT-2F,
8,65_15_130_95_65,15.910380,PBCT-2F,
8,29_133_130_15_12,15.830989,PBCT-2F,
8,64_133_130_56_66,15.824747,PBCT-2F,
8,0_56_130_133_29,15.822913,PBCT-2F,
8,64_133_130_56_65,15.807126,PBCT-2F,
8,64_56_130_133_66,15.797383,PBCT-2F,
8,29_133_130_56_0,15.795682,PBCT-2F,
8,12_15_130_133_29,15.785047,PBCT-2F,
8,58_133_130_133_65,15.771876,PBCT-2F,
8,29_15_130_133_12,15.766241,PBCT-2F,
8,56_15_130_15_56,15.745053,PBB-F,
8,28_15_130_15_28,15.723380,PBCT-2F,
8,29_56_130_133_0,15.699172,PBCT-2F,
8,56_56_130_133_66,15.589788,PBCT-2F,
8,1_56_130_56_64,15.544129,PBB-F,
8,12_15_130_15_42,15.530787,PBB-F,
8,64_15_130_68_66,15.518338,PBB-F,
8,65_56_130_13_64,15.497856,PBB-F,
8,64_38_130_38_1,15.260338,PBCT-2F,
8,12_54_130_54_12,14.707661,PBB-F,
9,64_15_130_15_64,16.285743,PBCT-2F,
9,65_15_130_15_65,16.235429,PBCT-2F,
9,64_133_130_15_65,16.211553,PBCT-2F,
9,65_15_130_15_64,16.194496,PBCT-2F,
9,9_15_130_15_9,16.159676,D18,
9,29_133_130_15_0,16.145276,PBCT-2F,
9,64_15_130_15_65,16.139713,PBCT-2F,
9,65_133_130_70_64,16.126319,PBCT-2F,
9,64_133_130_133_64,16.111922,PBCT-2F,
9,66_15_130_15_29,16.095213,D18,
9,29_15_130_133_0,16.076745,PBCT-2F,
9,64_15_130_15_1,16.071455,PBCT-2F,
9,64_133_130_15_66,16.065540,PBCT-2F,
9,64_15_130_15_15,16.048530,PBCT-2F,
9,66_133_130_15_29,16.001760,PBCT-2F,
9,29_15_130_133_66,15.983987,PBCT-2F,
9,65_70_130_133_64,15.983217,PBCT-2F,
9,64_15_130_133_1,15.966781,PBCT-2F,
9,65_15_130_34_45,15.911597,PBB-F,
9,65_15_130_95_65,15.910380,PBCT-2F,
9,64_70_130_70_64,15.858678,PBB-F,
9,64_133_130_32_64,15.843438,PBCT-2F,
9,29_133_130_15_12,15.830989,PBCT-2F,
9,9_15_130_133_12,15.828402,PBCT-2F,
9,64_133_130_56_66,15.824747,PBCT-2F,
9,0_56_130_133_29,15.822913,PBCT-2F,
9,29_133_130_56_0,15.795682,PBCT-2F,
9,65_133_130_111_65,15.611373,PBCT-2F,
9,41_15_130_133_12,15.598626,PBCT-2F,
9,29_35_130_15_0,15.436976,PBB-F,
9,29_133_130_133_24,15.343419,PBCT-2F,
9,65_15_94_15_65,15.047855,PBB-F,
10,64_15_130_15_64,16.285743,PBCT-2F,
10,65_15_130_15_65,16.235429,PBCT-2F,
10,65_133_130_133_65,16.228232,PBCT-2F,
10,64_133_130_15_65,16.211553,PBCT-2F,
10,65_15_130_15_64,16.194496,PBCT-2F,
10,9_15_130_15_9,16.159676,D18,
10,65_15_130_15_1,16.146836,PBCT-2F,
10,29_133_130_15_0,16.145276,PBCT-2F,
10,65_133_130_15_64,16.142661,PBCT-2F,
10,64_15_130_15_65,16.139713,PBCT-2F,
10,65_133_130_70_64,16.126319,PBCT-2F,
10,0_15_130_133_29,16.125144,PBCT-2F,
10,64_133_130_133_64,16.111922,PBCT-2F,
10,66_15_130_15_29,16.095213,D18,
10,29_15_130_133_0,16.076745,PBCT-2F,
10,64_15_130_15_1,16.071455,PBCT-2F,
10,64_133_130_15_66,16.065540,PBCT-2F,
10,29_133_130_15_66,16.052187,PBCT-2F,
10,64_15_130_15_15,16.048530,PBCT-2F,
10,64_70_130_133_65,16.026179,PBCT-2F,
10,9_15_130_15_1,16.023693,PBCT-2F,
10,66_133_130_15_29,16.001760,PBCT-2F,
10,29_15_130_133_66,15.983987,PBCT-2F,
10,64_133_130_133_15,15.913480,PBCT-2F,
10,38_133_130_15_64,15.871576,PBCT-2F,
10,64_133_130_133_48,15.709989,PBCT-2F,
10,0_133_130_133_19,15.563620,PBCT-2F,
10,29_15_130_136_0,15.483397,PBCT-2F,
10,65_133_140_70_64,15.192590,PBCT-2F,
10,15_46_130_46_64,15.121742,PBB-F,
10,66_15_130_15_22,15.079898,PBB-F,
10,64_15_138_15_66,14.854512,PBCT-2F,
11,64_15_130_15_64,16.285743,PBCT-2F,
11,64_15_130_133_65,16.279130,PBCT-2F,
11,65_15_130_133_64,16.239806,PBCT-2F,
11,65_15_130_15_65,16.235429,PBCT-2F,
11,65_133_130_133_65,16.228232,PBCT-2F,
11,64_133_130_15_65,16.211553,PBCT-2F,
11,65_15_130_15_64,16.194496,PBCT-2F,
11,9_15_130_15_9,16.159676,D18,
11,65_15_130_15_1,16.146836,PBCT-2F,
11,29_133_130_15_0,16.145276,PBCT-2F,
11,65_133_130_15_64,16.142661,PBCT-2F,
11,64_15_130_15_65,16.139713,PBCT-2F,
11,65_133_130_70_64,16.126319,PBCT-2F,
11,0_15_130_133_29,16.125144,PBCT-2F,
11,0_133_130_133_0,16.116100,PBCT-2F,
11,64_133_130_133_64,16.111922,PBCT-2F,
11,66_15_130_15_29,16.095213,D18,
11,9_70_130_133_64,16.081045,PBCT-2F,
11,29_15_130_133_0,16.076745,PBCT-2F,
11,64_15_130_15_1,16.071455,PBCT-2F,
11,0_133_130_15_33,16.052664,PBCT-2F,
11,65_133_130_34_65,16.003741,PBB-F,
11,29_15_130_15_29,15.973832,PBCT-2F,
11,64_133_130_133_1,15.955692,PBCT-2F,
11,10_15_130_15_10,15.739744,PBB-F,
11,65_158_130_158_65,15.707177,PBB-F,
11,29_163_130_133_0,15.697553,PBCT-2F,
11,64_15_130_65_64,15.468760,PBCT-2F,
11,64_133_130_133_51,15.447302,PBCT-2F,
11,1_15_130_55_7,15.349479,PBB-F,
11,64_133_130_84_64,15.210371,PBCT-2F,
11,29_133_76_15_0,14.971012,PBCT-2F,
12,64_15_130_15_64,16.285743,PBCT-2F,
12,64_15_130_133_65,16.279130,PBCT-2F,
12,65_15_130_133_64,16.239806,PBCT-2F,
12,65_15_130_15_65,16.235429,PBCT-2F,
12,65_133_130_133_64,16.233104,PBCT-2F,
12,65_133_130_133_65,16.228232,PBCT-2F,
12,64_133_130_15_65,16.211553,PBCT-2F,
12,65_15_130_15_64,16.194496,PBCT-2F,
12,9_15_130_15_9,16.159676,D18,
12,65_15_130_15_1,16.146836,PBCT-2F,
12,65_15_130_133_1,16.146810,PBCT-2F,
12,29_133_130_15_0,16.145276,PBCT-2F,
12,65_133_130_15_64,16.142661,PBCT-2F,
12,64_15_130_15_65,16.139713,PBCT-2F,
12,0_15_130_15_64,16.130382,D18,
12,0_133_130_15_29,16.128965,PBCT-2F,
12,65_133_130_70_64,16.126319,PBCT-2F,
12,0_15_130_133_29,16.125144,PBCT-2F,
12,0_133_130_133_0,16.116100,PBCT-2F,
12,64_133_130_133_64,16.111922,PBCT-2F,
12,61_133_130_15_65,16.105743,PBCT-2F,
12,0_15_130_133_49,16.083301,PBCT-2F,
12,64_4_130_133_65,15.988277,PBCT-2F,
12,0_15_130_15_1,15.976543,PBCT-2F,
12,29_133_130_15_33,15.963172,PBCT-2F,
12,9_15_130_15_10,15.937720,PBB-F,
12,64_133_130_133_4,15.920681,PBCT-2F,
12,29_15_130_15_60,15.916503,PBCT-2F,
12,64_15_130_56_64,15.782894,PBCT-2F,
12,64_70_130_70_10,15.625214,PBB-F,
12,65_133_130_133_8,15.572151,PBCT-2F,
12,65_133_36_15_64,14.498803,PBCT-2F,
13,64_15_130_15_64,16.285743,PBCT-2F,
13,64_15_130_133_65,16.279130,PBCT-2F,
13,65_15_130_133_64,16.239806,PBCT-2F,
13,65_15_130_15_65,16.235429,PBCT-2F,
13,65_133_130_133_64,16.233104,PBCT-2F,
13,65_133_130_133_65,16.228232,PBCT-2F,
13,64_133_130_15_65,16.211553,PBCT-2F,
13,65_15_130_15_64,16.194496,PBCT-2F,
13,64_50_130_15_0,16.171737,PBCT-2F,
13,9_15_130_15_9,16.159676,D18,
13,65_15_130_15_1,16.146836,PBCT-2F,
13,65_15_130_133_1,16.146810,PBCT-2F,
13,29_133_130_15_0,16.145276,PBCT-2F,
13,65_133_130_15_64,16.142661,PBCT-2F,
13,64_15_130_15_65,16.139713,PBCT-2F,
13,0_15_130_133_64,16.137340,PBCT-2F,
13,1_15_130_133_65,16.134332,PBCT-2F,
13,0_15_130_15_64,16.130382,D18,
13,0_133_130_15_29,16.128965,PBCT-2F,
13,0_15_130_133_29,16.125144,PBCT-2F,
13,65_15_130_139_65,16.062973,PBCT-2F,
13,65_15_130_78_65,15.967698,PBB-F,
13,64_15_130_133_1,15.966781,PBCT-2F,
13,65_15_130_105_64,15.907465,PBB-F,
13,7_133_130_15_64,15.759395,PBCT-2F,
13,64_133_130_42_65,15.755891,PBB-F,
13,65_15_130_37_65,15.740651,PBB-F,
13,0_139_130_139_0,15.674045,PBCT-2F,
13,65_15_130_15_24,15.611048,PBCT-2F,
13,65_15_130_69_50,15.458698,PBB-F,
13,65_133_95_15_1,14.845243,D18,
13,29_133_41_15_0,14.509385,PBCT-2F,
14,65_15_130_28_65,16.784481,PBB-F,
14,64_15_130_15_64,16.285743,PBCT-2F,
14,64_15_130_133_65,16.279130,PBCT-2F,
14,65_15_130_133_64,16.239806,PBCT-2F,
14,65_15_130_15_65,16.235429,PBCT-2F,
14,65_133_130_133_64,16.233104,PBCT-2F,
14,65_133_130_133_65,16.228232,PBCT-2F,
14,9_15_130_15_55,16.213933,D18,
14,64_133_130_15_65,16.211553,PBCT-2F,
14,65_15_130_15_64,16.194496,PBCT-2F,
14,64_133_130_133_65,16.176309,PBCT-2F,
14,64_50_130_15_0,16.171737,PBCT-2F,
14,9_15_130_15_9,16.159676,D18,
14,65_15_130_15_1,16.146836,PBCT-2F,
14,65_15_130_133_1,16.146810,PBCT-2F,
14,29_133_130_15_0,16.145276,PBCT-2F,
14,65_133_130_15_64,16.142661,PBCT-2F,
14,64_15_130_15_65,16.139713,PBCT-2F,
14,0_15_130_133_64,16.137340,PBCT-2F,
14,0_133_130_15_29,16.128965,PBCT-2F,
14,1_15_130_15_65,16.117131,PBCT-2F,
14,64_133_130_19_64,16.024527,PBCT-2F,
14,65_133_130_47_9,15.860119,PBB-F,
14,64_133_130_39_0,15.786174,PBCT-2F,
14,64_15_130_10_64,15.762070,PBCT-2F,
14,9_15_130_122_46,15.748881,PBB-F,
14,64_15_130_15_31,15.410438,PBB-F,
14,65_16_130_16_65,15.385797,PBB-F,
14,64_136_130_136_65,15.248935,PBB-F,
14,5_15_130_15_5,15.186448,PBB-F,
14,65_15_5_15_65,14.756567,PBCT-2F,
14,65_133_98_15_64,14.542126,PBCT-2F,
15,1_28_130_28_65,17.335173,PBB-F,
15,65_15_130_28_65,16.784481,PBB-F,
15,29_28_130_15_29,16.507001,PBB-F,
15,64_15_130_15_64,16.285743,PBCT-2F,
15,64_15_130_133_65,16.279130,PBCT-2F,
15,65_15_130_133_64,16.239806,PBCT-2F,
15,65_15_130_15_65,16.235429,PBCT-2F,
15,65_133_130_133_64,16.233104,PBCT-2F,
15,65_133_130_133_65,16.228232,PBCT-2F,
15,9_15_130_15_55,16.213933,D18,
15,64_133_130_15_65,16.211553,PBCT-2F,
15,65_15_130_15_64,16.194496,PBCT-2F,
15,64_133_130_133_65,16.176309,PBCT-2F,
15,64_50_130_15_0,16.171737,PBCT-2F,
15,9_15_130_15_9,16.159676,D18,
15,65_15_130_15_1,16.146836,PBCT-2F,
15,65_15_130_133_1,16.146810,PBCT-2F,
15,29_133_130_15_0,16.145276,PBCT-2F,
15,65_133_130_15_64,16.142661,PBCT-2F,
15,1_15_130_133_65,16.134332,PBCT-2F,
15,1_15_130_15_65,16.117131,PBCT-2F,
15,64_133_130_133_64,16.111922,PBCT-2F,
15,9_133_130_133_55,16.104245,PBCT-2F,
15,1_15_130_15_1,16.014938,PBCT-2F,
15,9_133_130_133_4,15.965252,PBCT-2F,
15,54_133_130_15_1,15.845082,PBCT-2F,
15,26_50_130_15_1,15.828292,PBCT-2F,
15,65_152_130_152_65,15.677921,PBCT-2F,
15,9_15_130_23_9,15.573286,PBB-F,
15,65_133_130_159_67,15.341085,PBCT-2F,
15,65_15_72_15_1,14.844988,PBCT-2F,
15,65_133_116_133_65,14.611374,PBCT-2F,
16,64_28_130_28_65,17.423918,PBB-F,
16,1_28_130_28_65,17.335173,PBB-F,
16,65_15_130_28_65,16.784481,PBB-F,
16,64_28_130_15_0,16.759090,PBB-F,
16,29_28_130_15_29,16.507001,PBB-F,
16,64_15_130_15_64,16.285743,PBCT-2F,
16,64_15_130_133_65,16.279130,PBCT-2F,
16,65_15_130_133_64,16.239806,PBCT-2F,
16,65_15_130_15_65,16.235429,PBCT-2F,
16,65_133_130_133_64,16.233104,PBCT-2F,
16,65_133_130_133_65,16.228232,PBCT-2F,
16,9_15_130_15_55,16.213933,D18,
16,9_15_130_133_65,16.211559,PBCT-2F,
16,64_133_130_15_65,16.211553,PBCT-2F,
16,65_15_130_15_64,16.194496,PBCT-2F,
16,65_133_130_133_1,16.177481,PBCT-2F,
16,64_133_130_133_65,16.176309,PBCT-2F,
16,64_50_130_15_0,16.171737,PBCT-2F,
16,9_15_130_15_9,16.159676,D18,
16,65_15_130_15_1,16.146836,PBCT-2F,
16,1_15_130_15_65,16.117131,PBCT-2F,
16,64_133_130_133_64,16.111922,PBCT-2F,
16,65_15_130_15_33,16.071647,PBB-F,
16,64_15_130_50_65,16.070125,PBCT-2F,
16,1_15_130_15_29,16.033783,PBCT-2F,
16,32_15_130_15_64,16.021545,D18,
16,29_15_130_15_29,15.973832,PBCT-2F,
16,1_15_130_50_65,15.879921,PBB-F,
16,64_15_130_15_10,15.866200,PBCT-2F,
16,29_15_130_50_29,15.829609,PBCT-2F,
16,64_137_130_137_64,15.280814,D18,
16,64_15_67_133_0,14.713933,PBCT-2F,
17,64_28_130_28_65,17.423918,PBB-F,
17,65_28_130_28_64,17.398126,PBB-F,
17,65_28_130_28_1,17.357457,PBB-F,
17,1_28_130_28_65,17.335173,PBB-F,
17,0_28_130_28_64,17.315271,PBB-F,
17,65_15_130_28_65,16.784481,PBB-F,
17,64_28_130_15_0,16.759090,PBB-F,
17,29_28_130_15_29,16.507001,PBB-F,
17,64_15_130_15_64,16.285743,PBCT-2F,
17,64_15_130_133_65,16.279130,PBCT-2F,
17,9_133_130_15_65,16.259813,PBCT-2F,
17,65_15_130_133_64,16.239806,PBCT-2F,
17,65_15_130_15_65,16.235429,PBCT-2F,
17,65_133_130_133_64,16.233104,PBCT-2F,
17,65_133_130_133_65,16.228232,PBCT-2F,
17,65_133_130_15_29,16.221747,PBCT-2F,
17,9_15_130_15_55,16.213933,D18,
17,9_15_130_133_65,16.211559,PBCT-2F,
17,64_133_130_15_65,16.211553,PBCT-2F,
17,65_15_130_15_64,16.194496,PBCT-2F,
17,65_133_130_133_55,16.186214,PBCT-2F,
17,65_133_130_133_1,16.177481,PBCT-2F,
17,64_15_130_133_64,16.159071,PBCT-2F,
17,65_15_130_15_1,16.146836,PBCT-2F,
17,64_15_130_15_65,16.139713,PBCT-2F,
17,55_15_130_15_9,16.086779,D18,
17,65_117_130_15_65,16.013676,PBB-F,
17,22_133_130_15_0,15.919661,PBCT-2F,
17,65_15_130_15_36,15.888853,PBB-F,
17,57_15_130_133_64,15.477282,PBCT-2F,
17,18_133_130_133_18,15.249042,PBCT-2F,
17,65_133_130_145_37,15.128258,PBB-F,
18,65_28_130_28_65,17.482143,PBB-F,
18,9_28_130_28_65,17.435170,PBB-F,
18,64_28_130_28_65,17.423918,PBB-F,
18,65_28_130_28_64,17.398126,PBB-F,
18,65_28_130_28_1,17.357457,PBB-F,
18,1_28_130_28_65,17.335173,PBB-F,
18,0_28_130_28_64,17.315271,PBB-F,
18,64_28_130_28_64,17.250256,PBB-F,
18,9_28_130_15_65,16.801346,PBB-F,
18,65_15_130_28_65,16.784481,PBB-F,
18,64_28_130_15_0,16.759090,PBB-F,
18,29_3_130_28_64,16.721776,PBB-F,
18,64_15_130_28_0,16.715477,PBB-F,
18,33_28_130_15_33,16.610840,PBB-F,
18,29_28_130_15_29,16.507001,PBB-F,
18,64_15_130_15_64,16.285743,PBCT-2F,
18,64_15_130_133_65,16.279130,PBCT-2F,
18,9_133_130_15_65,16.259813,PBCT-2F,
