gen,max_PCE,min_PCE,med_PCE
1,15.52444060139756,12.689727652205443,13.809762342353276
2,15.52444060139756,13.363185017572029,14.183511562279152
3,15.52444060139756,13.75942165819366,14.49930553913529
4,16.139713130762345,13.496247876788754,14.770215629508677
5,16.139713130762345,13.690997818225298,15.09151364503354
6,16.285742954925226,14.298044315793401,15.590721136794418
7,16.285742954925226,14.728081606481993,15.723379899675184
8,16.285742954925226,14.707660818673443,15.82291309756981
9,16.285742954925226,15.047855456974478,15.98398716519656
10,16.285742954925226,14.85451186072384,16.071455206955513
11,16.285742954925226,14.971012171411271,16.111922242880645
12,16.285742954925226,14.498803160260046,16.12896495252796
13,16.285742954925226,14.509385436536883,16.13734034418102
14,16.784480619929248,14.54212628766236,16.145276445376815
15,17.335172669663656,14.611374124521534,16.14683583421874
16,17.423918125905352,14.713933253990124,16.17748124184058
17,17.423918125905352,15.128258381193236,16.221747006960502
18,17.482143396727587,15.236774885791075,16.285742954925226
19,17.482143396727587,15.579517217075184,16.794811600799896
20,17.499812362650292,15.138148391085384,17.112723182410036
21,17.519514920505028,15.968484983921453,17.2502555004802
22,17.519514920505028,14.508326317327295,17.315270782820754
23,17.519514920505028,14.752482647125245,17.318863662541773
24,18.35307518587824,14.88648986307647,17.337935942010954
25,18.35307518587824,15.59084428789356,17.343390374533897
26,19.451727619056456,15.358591451912803,17.357456798125103
27,19.566554499227067,15.051376736146022,17.457222058824748
28,19.768211518073585,15.205983705322032,17.58268913821298
29,19.768211518073585,16.020652020471843,18.28496477574088
30,19.768211518073585,15.111559196979105,18.519996712748146
31,19.768211518073585,15.93184764361877,18.597946290692917
32,19.768211518073585,16.327279664762443,18.638917131403588
33,19.768211518073585,16.51560988482924,18.810162416893995
34,19.768211518073585,15.99575958308256,18.833066530556376
35,19.768211518073585,15.802349372165631,18.885272050658124
36,19.768211518073585,16.296831122171533,18.925073139934828
37,19.768211518073585,15.284753746776303,18.938320825791195
38,19.768211518073585,16.056283651802616,18.938320825791195
39,19.768211518073585,15.52357764614978,18.938320825791195
40,19.768211518073585,15.46042067805255,18.964844842546466
41,19.768211518073585,16.115846293772584,19.00556803788435
42,19.768211518073585,15.75221779154006,19.025904661080222
43,19.768211518073585,16.464611404012103,19.026283284439895
44,19.768211518073585,16.254501612933776,19.026283284439895
45,19.768211518073585,16.037968042216864,19.078973742110684
46,19.768211518073585,15.532164959657102,19.097409515147746
47,19.768211518073585,15.227285422281472,19.10799073379449
48,19.768211518073585,15.53845988703706,19.10799073379449
49,19.768211518073585,15.600343500682534,19.124880178783616
50,19.768211518073585,15.002458562883357,19.154195167844527
51,19.768211518073585,16.49270240080746,19.154195167844527
52,19.768211518073585,16.476529111963735,19.154195167844527
53,19.768211518073585,16.982262090592165,19.161264731345494
54,19.768211518073585,15.49471749149431,19.161264731345494
55,19.768211518073585,15.93713249929689,19.182282764055707
56,19.768211518073585,15.773484910416489,19.182282764055707
57,19.768211518073585,16.369189826245396,19.182282764055707
58,19.768211518073585,14.360789518381763,19.185867980256102
59,19.768211518073585,16.724024053319496,19.185867980256102
60,19.768211518073585,15.375471238139905,19.209893161713385
61,19.768211518073585,16.372884551510307,19.22060919033096
62,19.768211518073585,15.886713626934228,19.268932147825332
63,19.768211518073585,15.640447507641802,19.268932147825332
64,19.768211518073585,16.364716546057224,19.291401891548894
65,19.768211518073585,15.549435743999597,19.291401891548894
66,19.768211518073585,16.84356223976049,19.291401891548894
67,19.768211518073585,15.196575903915782,19.31177741404175
68,19.768211518073585,16.50626130001782,19.31177741404175
69,19.768211518073585,16.292216320918612,19.31177741404175
70,19.768211518073585,15.273567112648443,19.31177741404175
71,19.768211518073585,17.13003679823985,19.31177741404175
72,19.768211518073585,16.104729896651982,19.31177741404175
73,19.768211518073585,14.887074212679968,19.31177741404175
74,19.768211518073585,15.832067361523034,19.31177741404175
75,19.768211518073585,15.72204522110544,19.31177741404175
76,19.768211518073585,16.512841073705317,19.31177741404175
77,19.768211518073585,15.778082079561422,19.31177741404175
78,19.768211518073585,16.311330734765342,19.31177741404175
79,19.768211518073585,16.56977062097921,19.32034294893885
80,19.768211518073585,17.68499494582862,19.32034294893885
81,19.768211518073585,16.298762138765007,19.32034294893885
82,19.768211518073585,16.158936555454975,19.32034294893885
83,19.768211518073585,16.26106829551743,19.32034294893885
84,19.768211518073585,16.45967891344447,19.32034294893885
85,19.768211518073585,15.625401238867232,19.32034294893885
86,19.768211518073585,16.36713703575915,19.32034294893885
87,19.768211518073585,16.27569968428566,19.32034294893885
88,19.768211518073585,15.912094131818089,19.32034294893885
89,19.768211518073585,16.754704689148532,19.32034294893885
90,19.768211518073585,16.56515526103179,19.32034294893885
91,19.768211518073585,16.13566713609787,19.32034294893885
92,19.768211518073585,17.07478415384461,19.32034294893885
93,19.768211518073585,15.865913816577894,19.32034294893885
94,19.768211518073585,15.952740508467464,19.32034294893885
95,19.768211518073585,15.837647219077294,19.321439674856876
96,19.768211518073585,16.29423707134154,19.339658099410137
97,19.768211518073585,15.879685570854495,19.340946979031372
98,19.768211518073585,16.510280538509583,19.340946979031372
99,19.768211518073585,15.991223783809255,19.340946979031372
100,19.768211518073585,16.838185198222877,19.340946979031372
