gen,filename,PCE,donor
97,27_126_39,19.038296,PBCT-2F
33,39_158_130_130_39,19.037116,PBCT-2F
88,39_130_127_153_39,19.030699,PBCT-2F
32,39_130_130_21_39,19.026283,PBCT-2F
36,39_39_130_130_39,19.025905,PBCT-2F
36,39_126_64,19.025765,PBCT-2F
50,39_126_60,19.020468,PBCT-2F
50,39_99_86_108_39,19.019724,PBCT-2F
38,39_64_86_56_39,19.018962,PBCT-2F
47,39_126_63,19.018305,PBCT-2F
47,39_28_130_6_39,19.017734,PBCT-2F
48,39_61_130_130_39,19.015844,PBCT-2F
62,39_3_130_3_39,19.014274,PBCT-2F
54,39_130_130_115_39,19.01349,PBCT-2F
28,39_28_86_28_10,19.009821,PBCT-2F
52,39_117_130_28_39,19.008148,PBCT-2F
57,39_6_127_130_39,19.004621,PBCT-2F
100,39_130_130_122_39,19.003437,PBCT-2F
63,39_127_130_3_39,18.998771,PBCT-2F
78,39_6_130_28_39,18.99823,PBCT-2F
62,39_28_86_28_20,18.990085,PBCT-2F
83,39_130_130_25_39,18.989921,PBCT-2F
54,39_3_86_18_39,18.986258,PBCT-2F
58,39_28_86_28_34,18.981441,PBCT-2F
19,39_110_86_71_39,18.977178,PBCT-2F
70,39_60_130_130_39,18.971811,PBCT-2F
40,39_14_86_23_39,18.969806,PBCT-2F
86,39_130_130_67_39,18.968563,PBCT-2F
31,39_130_130_120_39,18.964845,PBCT-2F
49,39_130_127_132_39,18.963573,PBCT-2F
60,39_100_86_84_39,18.962721,PBCT-2F
87,39_130_130_161_39,18.959031,PBCT-2F
24,39_15_86_15_65,18.956787,PBCT-2F
96,39_130_27_130_39,18.945085,PBCT-2F
55,39_28_86_28_14,18.944997,PBCT-2F
97,39_130_130_102_39,18.944413,PBCT-2F
47,39_28_86_28_35,18.941427,PBCT-2F
65,39_130_22_28_39,18.940888,PBCT-2F
76,39_130_130_46_39,18.940287,PBCT-2F
49,39_99_86_104_39,18.940087,PBCT-2F
30,39_28_130_167_39,18.938321,PBCT-2F
35,39_28_86_70_63,18.938073,PBCT-2F
45,39_126_4,18.935747,PBCT-2F
46,39_24_127_130_39,18.9353,PBCT-2F
93,39_130_130_73_39,18.934905,PBCT-2F
52,39_130_119_130_39,18.930419,PBCT-2F
61,39_126_56,18.92626,PBCT-2F
31,39_130_130_158_39,18.925073,PBCT-2F
66,39_127_39,18.923983,PBCT-2F
97,39_127_130_126_39,18.923123,PBCT-2F
40,39_130_130_143_39,18.922952,PBCT-2F
51,39_44_86_99_39,18.920393,PBCT-2F
57,60_126_39,18.920142,PBCT-2F
31,39_90_86_76_39,18.903259,PBCT-2F
89,39_130_130_164_39,18.901594,PBCT-2F
51,39_130_97_130_39,18.900784,PBCT-2F
31,39_28_86_28_67,18.900078,PBCT-2F
34,39_28_86_28_48,18.89897,PBCT-2F
50,39_38_130_130_39,18.897315,PBCT-2F
57,39_3_106_28_39,18.895185,PBCT-2F
66,39_126_15,18.894172,PBCT-2F
46,39_28_86_28_24,18.892194,PBCT-2F
51,39_116_130_130_39,18.890035,PBCT-2F
75,39_126_46,18.889295,PBCT-2F
37,39_97_130_130_39,18.887504,PBCT-2F
72,39_28_117_130_39,18.886358,PBCT-2F
32,39_132_130_28_39,18.885272,PBCT-2F
41,39_126_28,18.88506,PBCT-2F
66,39_130_132_28_39,18.884352,PBCT-2F
81,39_109_130_130_39,18.882133,PBCT-2F
50,39_130_33_28_39,18.878879,PBCT-2F
56,39_130_130_62_39,18.87613,PBCT-2F
25,39_50_86_146_39,18.874382,PBCT-2F
97,39_130_130_86_39,18.872833,PBCT-2F
43,39_28_86_28_50,18.870689,PBCT-2F
41,39_68_130_130_39,18.870544,PBCT-2F
38,39_137_130_130_39,18.862686,PBCT-2F
89,39_130_127_115_39,18.862324,PBCT-2F
36,39_28_86_28_2,18.860802,PBCT-2F
16,39_49_86_18_39,18.859325,PBCT-2F
72,39_130_78_28_39,18.858663,PBCT-2F
48,39_62_130_130_39,18.857907,PBCT-2F
91,39_28_130_159_39,18.853979,PBCT-2F
60,39_130_166_28_39,18.853242,PBCT-2F
66,39_130_130_17_39,18.849251,PBCT-2F
37,39_126_54,18.845999,PBCT-2F
62,39_153_114_28_39,18.845488,PBCT-2F
96,39_130_5_130_39,18.844573,PBCT-2F
42,39_28_71_130_39,18.844197,PBCT-2F
45,39_133_130_133_39,18.843891,PBCT-2F
69,39_83_62,18.840562,PBCT-2F
32,39_28_86_28_3,18.840168,PBCT-2F
55,39_28_86_28_7,18.833601,PBCT-2F
45,39_106_130_130_39,18.831413,PBCT-2F
60,39_41_130_130_39,18.831225,PBCT-2F
71,39_28_33_130_39,18.831125,PBCT-2F
97,39_53_130_28_39,18.830156,PBCT-2F
66,39_3_127_3_39,18.823722,PBCT-2F
77,39_126_26,18.823226,PBCT-2F
29,39_83_65,18.82053,PBCT-2F
17,39_47_86_47_39,18.820363,PBCT-2F
30,39_15_86_15_64,18.818778,PBCT-2F
62,39_130_127_109_39,18.818249,PBCT-2F
16,39_153_86_18_39,18.816666,PBCT-2F
41,39_28_31_29_39,18.813114,PBCT-2F
98,39_17_130_130_39,18.812817,PBCT-2F
29,39_28_130_120_39,18.810162,PBCT-2F
85,39_130_127_116_39,18.810141,PBCT-2F
90,47_126_39,18.808014,PBCT-2F
78,39_80_130_130_39,18.805284,PBCT-2F
48,39_43_127_130_39,18.80452,PBCT-2F
46,39_159_130_28_39,18.804191,PBCT-2F
19,39_111_86_111_39,18.803287,PBCT-2F
99,39_168_130_28_39,18.799797,PBCT-2F
88,10_126_39,18.799134,PBCT-2F
73,39_130_62_130_39,18.795978,PBCT-2F
66,39_126_29,18.792625,PBCT-2F
51,39_28_86_20_6,18.79227,PBCT-2F
49,39_126_32,18.792224,PBCT-2F
64,39_126_47,18.790674,PBCT-2F
75,39_136_130_130_39,18.788344,PBCT-2F
64,39_130_62,18.787469,PBCT-2F
31,39_76_86_58_39,18.786285,PBCT-2F
44,39_28_86_28_8,18.783989,PBCT-2F
36,39_130_30_28_39,18.783785,PBCT-2F
32,39_98_86_50_39,18.782112,PBCT-2F
95,39_79_130_130_39,18.781276,PBCT-2F
35,39_130_130_77_39,18.778274,PBCT-2F
61,39_130_129_6_39,18.777944,PBCT-2F
32,39_15_86_15_60,18.777578,PBCT-2F
70,39_28_130_38_39,18.774464,PBCT-2F
46,39_28_86_28_52,18.769065,PBCT-2F
51,39_86_0,18.767961,PBCT-2F
28,39_158_130_28_39,18.767091,PBCT-2F
62,39_29_130_3_39,18.765735,PBCT-2F
38,39_126_10,18.764376,PBCT-2F
44,39_130_130_76_39,18.763412,PBCT-2F
74,39_130_130_144_39,18.762274,PBCT-2F
73,39_3_162_130_39,18.760954,PBCT-2F
75,39_28_39_130_39,18.756181,PBCT-2F
11,39_108_39,18.755653,PBCT-2F
23,39_26_86_148_39,18.75531,PBCT-2F
61,39_15_86_15_46,18.752185,PBCT-2F
38,39_28_86_28_23,18.750278,PBCT-2F
42,39_28_106_153_39,18.749046,PBCT-2F
70,39_67_127_130_39,18.748811,PBCT-2F
73,39_133_78_130_39,18.745639,PBCT-2F
87,39_130_75_130_39,18.743453,PBCT-2F
32,39_28_86_0_28,18.74334,PBCT-2F
42,39_112_39,18.741617,PBCT-2F
65,39_28_86_143_65,18.739569,PBCT-2F
72,39_126_43,18.735021,PBCT-2F
36,39_50_86_50_62,18.733539,PBCT-2F
90,39_130_50_3_39,18.732835,PBCT-2F
33,39_167_130_28_39,18.731812,PBCT-2F
26,39_83_64,18.730967,PBCT-2F
63,39_28_86_161_25,18.727176,PBCT-2F
23,39_37_39,18.726188,PBCT-2F
70,39_126_41,18.725922,PBCT-2F
91,39_9_130_28_39,18.725464,PBCT-2F
48,39_43_130_130_39,18.72502,PBCT-2F
81,39_130_127_76_39,18.718798,PBCT-2F
95,39_28_130_21_39,18.717605,PBCT-2F
100,55_83_39,18.716502,PBCT-2F
66,39_126_45,18.714637,PBCT-2F
66,39_130_25_28_39,18.713247,PBCT-2F
64,39_126_17,18.709947,PBCT-2F
91,39_130_126_50_39,18.709245,PBCT-2F
97,39_28_95_28_39,18.705515,PBCT-2F
43,39_26_86_125_39,18.704451,PBCT-2F
61,39_3_130_148_39,18.70196,PBCT-2F
13,39_134_39,18.695887,PBCT-2F
36,39_83_6,18.695254,PBCT-2F
56,39_126_38,18.694547,PBCT-2F
17,39_18_86_153_39,18.688976,PBCT-2F
38,39_153_86_134_39,18.683086,PBCT-2F
55,39_28_86_28_40,18.682457,PBCT-2F
24,39_15_86_15_4,18.681358,PBCT-2F
78,36_126_39,18.679807,PBCT-2F
51,39_126_36,18.679759,PBCT-2F
92,39_66_130_130_39,18.678935,PBCT-2F
71,39_28_130_143_39,18.678465,PBCT-2F
49,39_126_44,18.676509,PBCT-2F
72,34_126_39,18.675823,PBCT-2F
43,39_126_34,18.669882,PBCT-2F
86,39_145_130_130_39,18.669349,PBCT-2F
55,39_28_86_28_57,18.667985,PBCT-2F
88,39_126_58,18.666109,PBCT-2F
40,39_15_86_15_15,18.661129,PBCT-2F
59,60_83_39,18.661079,PBCT-2F
71,39_92_127_130_39,18.657443,PBCT-2F
99,39_130_7_3_39,18.656892,PBCT-2F
35,39_165_130_28_39,18.655063,PBCT-2F
48,39_28_86_28_22,18.654454,PBCT-2F
46,39_135_0,18.653729,PBCT-2F
43,39_28_130_102_39,18.653693,PBCT-2F
37,39_83_63,18.653516,PBCT-2F
82,39_34_65,18.652128,PBCT-2F
36,39_15_86_15_1,18.651136,PBCT-2F
36,39_132_130_133_39,18.649956,PBCT-2F
62,39_28_86_78_13,18.645267,PBCT-2F
51,39_83_27,18.645245,PBCT-2F
11,39_50_86_50_9,18.642794,PBCT-2F
8,39_100_65,18.640794,PBCT-2F
26,39_71_86_130_14,18.640085,PBCT-2F
80,39_28_7_28_39,18.639441,PBCT-2F
29,39_28_130_158_39,18.638917,PBCT-2F
42,39_3_86_3_1,18.637618,PBCT-2F
70,39_133_130_167_39,18.637103,PBCT-2F
80,39_50_130_50_39,18.6358,PBCT-2F
70,39_54_130_130_39,18.631688,PBCT-2F
17,39_130_64,18.629697,PBCT-2F
57,39_28_130_62_39,18.629087,PBCT-2F
77,39_34_6,18.625855,PBCT-2F
97,39_130_149_130_39,18.625507,PBCT-2F
16,39_50_86_50_66,18.624125,PBCT-2F
10,9_50_86_50_39,18.622402,PBCT-2F
44,9_83_39,18.619866,PBCT-2F
22,39_50_86_50_64,18.618081,PBCT-2F
39,39_83_60,18.617177,PBCT-2F
26,39_15_86_15_32,18.616477,PBCT-2F
33,39_120_130_28_39,18.613289,PBCT-2F
31,39_28_130_132_39,18.610613,PBCT-2F
34,39_83_0,18.609155,PBCT-2F
17,39_135_65,18.606898,PBCT-2F
57,39_28_86_25_9,18.604921,PBCT-2F
49,39_130_33_133_39,18.603653,PBCT-2F
24,39_83_9,18.602879,PBCT-2F
40,39_130_55,18.602045,PBCT-2F
67,39_130_160_43_39,18.601692,PBCT-2F
45,39_87_130_130_39,18.60164,PBCT-2F
64,39_29_86_29_9,18.599785,PBCT-2F
18,39_130_65,18.599376,PBCT-2F
95,39_112_130_130_39,18.59876,PBCT-2F
52,39_100_86_100_65,18.597841,PBCT-2F
56,39_28_86_126_11,18.595761,PBCT-2F
75,39_130_108_130_39,18.59425,PBCT-2F
88,49_34_39,18.59105,PBCT-2F
89,39_130_10_28_39,18.590312,PBCT-2F
78,39_80_130_28_39,18.587575,PBCT-2F
41,39_21_39,18.587224,PBCT-2F
50,39_28_86_75_63,18.578777,PBCT-2F
64,39_83_29,18.575696,PBCT-2F
26,39_115_65,18.574221,PBCT-2F
46,39_146_86_16_39,18.572675,PBCT-2F
41,39_100_0,18.570223,PBCT-2F
100,63_133_39,18.568761,PBCT-2F
64,39_28_86_100_53,18.567337,PBCT-2F
89,39_130_7_133_39,18.566767,PBCT-2F
24,39_153_86_153_6,18.565892,PBCT-2F
44,39_126_67,18.559435,PBCT-2F
38,39_28_86_28_16,18.559343,PBCT-2F
41,0_135_39,18.55528,PBCT-2F
64,39_126_23,18.554197,PBCT-2F
59,39_125_39,18.550033,PBCT-2F
55,39_130_88_28_39,18.547244,PBCT-2F
50,39_83_33,18.545678,PBCT-2F
24,39_50_86_19_0,18.545514,PBCT-2F
47,39_135_6,18.542554,PBCT-2F
79,39_126_35,18.542416,PBCT-2F
86,39_135_25,18.542132,PBCT-2F
76,39_130_23_130_39,18.542007,PBCT-2F
17,39_135_64,18.541483,PBCT-2F
68,39_133_33,18.541302,PBCT-2F
37,25_115_39,18.538059,PBCT-2F
28,39_15_86_123_6,18.537558,PBCT-2F
44,39_126_37,18.536777,PBCT-2F
49,39_6_130_6_39,18.529568,PBCT-2F
80,39_130_59_28_39,18.529267,PBCT-2F
91,39_34_60,18.52809,PBCT-2F
95,30_83_39,18.527051,PBCT-2F
44,39_133_16_130_39,18.526227,PBCT-2F
80,39_28_17_130_39,18.525814,PBCT-2F
25,39_115_64,18.525699,PBCT-2F
46,39_130_124_28_39,18.520343,PBCT-2F
69,39_130_103_28_39,18.51726,PBCT-2F
90,39_50_6_130_39,18.516739,PBCT-2F
88,39_130_13_3_39,18.516168,PBCT-2F
80,39_130_130_58_39,18.513905,PBCT-2F
35,39_83_56,18.511348,PBCT-2F
62,39_28_86_163_30,18.509611,PBCT-2F
76,39_126_68,18.508216,PBCT-2F
90,63_135_39,18.50812,PBCT-2F
96,39_28_127_34_39,18.505174,PBCT-2F
47,62_104_39,18.505135,PBCT-2F
44,39_43_130_28_39,18.504226,PBCT-2F
90,39_133_0,18.503077,PBCT-2F
55,39_130_130_64_39,18.498887,PBCT-2F
40,39_50_86_50_60,18.497374,PBCT-2F
29,39_28_86_168_12,18.497156,PBCT-2F
25,39_153_86_153_63,18.496852,PBCT-2F
60,39_130_33,18.496506,PBCT-2F
75,39_3_113_130_39,18.496008,PBCT-2F
54,39_126_2,18.492187,PBCT-2F
38,39_126_59,18.490953,PBCT-2F
90,39_133_9,18.488413,PBCT-2F
81,39_83_4,18.486644,PBCT-2F
41,39_135_55,18.485488,PBCT-2F
77,39_34_30,18.485171,PBCT-2F
21,39_135_9,18.48491,PBCT-2F
7,39_92_39,18.483326,PBCT-2F
89,39_34_54,18.482752,PBCT-2F
75,39_100_130_100_39,18.482717,PBCT-2F
45,39_28_86_22_54,18.480877,PBCT-2F
40,39_130_130_87_39,18.480595,PBCT-2F
32,39_50_86_50_29,18.480261,PBCT-2F
51,39_133_130_60_39,18.4797,PBCT-2F
76,39_34_0,18.478901,PBCT-2F
62,39_130_25,18.47371,PBCT-2F
28,39_153_86_153_55,18.472032,PBCT-2F
64,12_83_39,18.468626,PBCT-2F
55,39_100_86_100_60,18.468203,PBCT-2F
53,39_28_86_22_66,18.466868,PBCT-2F
30,39_153_120_28_39,18.466339,PBCT-2F
92,39_57_130_125_39,18.465434,PBCT-2F
79,39_125_130_125_39,18.465279,PBCT-2F
96,39_83_28,18.465082,PBCT-2F
66,39_130_65_130_39,18.463366,PBCT-2F
41,39_28_86_65_25,18.462762,PBCT-2F
58,39_130_63,18.459603,PBCT-2F
75,39_130_6,18.459574,PBCT-2F
50,39_135_33,18.457356,PBCT-2F
16,39_100_64,18.457056,PBCT-2F
22,39_130_49,18.455191,PBCT-2F
54,39_50_86_114_55,18.454646,PBCT-2F
87,39_34_29,18.454372,PBCT-2F
61,39_28_86_152_28,18.453557,PBCT-2F
56,39_28_130_80_39,18.452242,PBCT-2F
19,39_130_60,18.451285,PBCT-2F
34,39_15_86_15_17,18.449971,PBCT-2F
89,39_34_49,18.449635,PBCT-2F
49,39_126_31,18.449159,PBCT-2F
26,39_130_56,18.447421,PBCT-2F
29,39_115_25,18.447233,PBCT-2F
29,39_28_86_79_30,18.445751,PBCT-2F
78,39_130_108_43_39,18.44359,PBCT-2F
41,39_106_39,18.442514,PBCT-2F
57,39_28_76_28_39,18.441465,PBCT-2F
18,39_135_66,18.43156,PBCT-2F
63,39_3_130_62_39,18.429378,PBCT-2F
93,39_133_6,18.428743,PBCT-2F
54,39_94_130_28_39,18.428201,PBCT-2F
95,65_100_39,18.42369,PBCT-2F
88,39_130_127_130_55,18.422393,PBCT-2F
65,39_1_86_1_39,18.422051,PBCT-2F
93,39_130_130_84_39,18.421605,PBCT-2F
42,39_130_30_133_39,18.420752,PBCT-2F
29,39_103_39,18.416613,PBCT-2F
33,39_28_130_111_39,18.412422,PBCT-2F
56,39_28_86_115_52,18.41032,PBCT-2F
75,39_130_127_162_39,18.408802,PBCT-2F
78,39_130_68_28_39,18.408718,PBCT-2F
36,39_15_86_166_63,18.406957,PBCT-2F
63,39_24_130_6_39,18.406625,PBCT-2F
97,27_34_39,18.405415,PBCT-2F
14,39_130_66,18.40487,PBCT-2F
85,39_24_65,18.404073,PBCT-2F
87,39_82_130_100_39,18.400329,PBCT-2F
84,39_34_28,18.399711,PBCT-2F
85,39_24_6,18.399319,PBCT-2F
41,39_126_3,18.39774,PBCT-2F
45,39_100_55,18.397303,PBCT-2F
35,39_15_86_48_63,18.396571,PBCT-2F
39,39_126_42,18.393766,PBCT-2F
75,39_34_56,18.393752,PBCT-2F
11,39_100_66,18.393718,PBCT-2F
73,39_3_130_163_39,18.3935,PBCT-2F
32,39_130_1,18.393107,PBCT-2F
57,39_126_14,18.391244,PBCT-2F
8,39_100_25,18.389821,PBCT-2F
22,39_153_103_50_39,18.389186,PBCT-2F
30,39_153_86_153_60,18.388412,PBCT-2F
79,39_34_12,18.387373,PBCT-2F
68,39_43_147_130_39,18.386626,PBCT-2F
39,39_126_50,18.386601,PBCT-2F
62,39_130_129_137_39,18.385815,PBCT-2F
13,39_118_65,18.385113,PBCT-2F
66,39_28_130_149_39,18.384346,PBCT-2F
32,39_15_86_3_17,18.381707,PBCT-2F
85,39_130_158_3_39,18.379481,PBCT-2F
13,39_100_6,18.378722,PBCT-2F
100,39_130_30,18.37822,PBCT-2F
16,39_49_86_49_9,18.378071,PBCT-2F
60,30_135_39,18.375413,PBCT-2F
31,39_100_61,18.373304,PBCT-2F
54,39_28_165_28_39,18.372984,PBCT-2F
31,39_28_130_36_39,18.372058,PBCT-2F
67,39_126_24,18.370433,PBCT-2F
42,39_15_86_24_64,18.370046,PBCT-2F
11,39_100_54,18.369824,PBCT-2F
59,39_28_86_116_47,18.367678,PBCT-2F
23,39_50_86_117_33,18.363394,PBCT-2F
27,39_28_86_31_66,18.363373,PBCT-2F
40,39_167_130_167_39,18.362272,PBCT-2F
19,39_113_86_113_6,18.361489,PBCT-2F
40,50_126_39,18.361401,PBCT-2F
27,46_130_39,18.358846,PBCT-2F
39,39_28_86_91_26,18.357064,PBCT-2F
14,39_50_86_50_47,18.35609,PBCT-2F
44,39_100_86_100_46,18.356088,PBCT-2F
78,39_3_5_130_39,18.35414,PBCT-2F
42,39_118_0,18.352359,PBCT-2F
72,60_100_39,18.351054,PBCT-2F
17,39_135_1,18.350221,PBCT-2F
61,39_28_127_93_39,18.348455,PBCT-2F
60,39_28_86_71_16,18.348412,PBCT-2F
92,39_130_61_3_39,18.346439,PBCT-2F
20,39_50_86_50_12,18.34642,PBCT-2F
11,9_71_86_71_39,18.346017,PBCT-2F
49,1_130_39,18.345122,PBCT-2F
16,39_135_54,18.344816,PBCT-2F
98,39_28_130_157_39,18.341195,PBCT-2F
83,39_130_54_28_39,18.340026,PBCT-2F
94,39_130_28,18.339995,PBCT-2F
32,39_28_86_71_8,18.33979,PBCT-2F
22,39_49_86_49_66,18.334349,PBCT-2F
92,32_34_39,18.33411,PBCT-2F
98,39_133_55,18.331239,PBCT-2F
25,12_115_39,18.330487,PBCT-2F
61,39_28_86_21_18,18.329582,PBCT-2F
79,39_84_130_130_39,18.327826,PBCT-2F
100,39_135_61,18.326059,PBCT-2F
68,39_125_63_130_39,18.325637,PBCT-2F
51,39_130_127_130_9,18.325381,PBCT-2F
76,39_104_65,18.324678,PBCT-2F
96,39_34_46,18.324647,PBCT-2F
48,39_126_52,18.324644,PBCT-2F
34,39_83_11,18.323182,PBCT-2F
38,39_115_54,18.318794,PBCT-2F
72,39_132_65,18.316433,PBCT-2F
68,63_100_39,18.311972,PBCT-2F
88,49_133_39,18.309431,PBCT-2F
27,39_28_86_155_30,18.30902,PBCT-2F
40,39_28_113_28_39,18.307868,PBCT-2F
69,39_104_63,18.307591,PBCT-2F
93,39_24_64,18.304048,PBCT-2F
26,39_130_12,18.301986,PBCT-2F
16,9_49_86_49_39,18.299832,PBCT-2F
37,39_100_9,18.299346,PBCT-2F
46,39_135_4,18.298751,PBCT-2F
29,39_50_86_50_61,18.298062,PBCT-2F
42,39_135_28,18.296741,PBCT-2F
44,39_104_0,18.296694,PBCT-2F
53,39_132_66,18.296062,PBCT-2F
34,39_56_86_99_62,18.295331,PBCT-2F
34,39_104_86_104_39,18.294747,PBCT-2F
94,39_100_130_25_39,18.294475,PBCT-2F
67,7_126_39,18.29443,PBCT-2F
66,39_14_127_3_39,18.294424,PBCT-2F
13,39_100_49,18.293318,PBCT-2F
53,39_132_0,18.29245,PBCT-2F
15,47_50_86_50_39,18.292027,PBCT-2F
65,39_130_44,18.291944,PBCT-2F
79,39_24_0,18.289903,PBCT-2F
73,39_115_6,18.287723,PBCT-2F
43,39_130_46,18.286056,PBCT-2F
97,39_115_55,18.285562,PBCT-2F
16,39_118_6,18.284918,PBCT-2F
93,39_133_127_133_39,18.281757,PBCT-2F
40,39_28_86_116_43,18.281023,PBCT-2F
99,39_34_44,18.279786,PBCT-2F
55,39_83_26,18.278395,PBCT-2F
10,39_113_65,18.277765,PBCT-2F
17,39_100_56,18.277426,PBCT-2F
82,39_135_47,18.276667,PBCT-2F
76,31_126_39,18.276443,PBCT-2F
31,39_167_130_132_39,18.276398,PBCT-2F
39,39_130_54,18.274334,PBCT-2F
4,39_100_33,18.2728,PBCT-2F
27,39_15_86_15_2,18.270484,PBCT-2F
18,32_130_39,18.269731,PBCT-2F
51,39_130_41_6_39,18.268311,PBCT-2F
93,39_34_36,18.266012,PBCT-2F
37,39_126_7,18.264685,PBCT-2F
89,39_130_127_130_27,18.264546,PBCT-2F
82,39_100_60,18.264136,PBCT-2F
43,39_28_86_16_68,18.263682,PBCT-2F
42,39_104_9,18.262783,PBCT-2F
91,54_130_39,18.262492,PBCT-2F
37,39_78_130_78_39,18.261512,PBCT-2F
68,39_162_130_133_39,18.260965,PBCT-2F
54,39_104_66,18.260647,PBCT-2F
24,39_15_86_160_12,18.259237,PBCT-2F
36,39_14_130_78_39,18.258068,PBCT-2F
83,65_113_39,18.255346,PBCT-2F
7,27_100_39,18.253739,PBCT-2F
42,39_104_33,18.253079,PBCT-2F
91,39_34_26,18.252865,PBCT-2F
38,39_167_130_77_39,18.252004,PBCT-2F
45,39_104_27,18.250364,PBCT-2F
9,39_100_27,18.250027,PBCT-2F
51,39_126_18,18.249461,PBCT-2F
28,39_83_36,18.249251,PBCT-2F
15,39_50_86_47_65,18.248915,PBCT-2F
89,39_130_47,18.24878,PBCT-2F
69,39_133_162_130_39,18.248603,PBCT-2F
11,39_113_62,18.248538,PBCT-2F
20,39_15_86_15_42,18.246894,PBCT-2F
18,39_130_4,18.244861,PBCT-2F
64,39_28_130_44_39,18.244565,PBCT-2F
57,39_156_86_6_9,18.242557,PBCT-2F
20,39_130_32,18.241578,PBCT-2F
47,39_3_86_71_47,18.241452,PBCT-2F
42,52_126_39,18.239285,PBCT-2F
71,39_119_130_125_39,18.23841,PBCT-2F
82,39_133_91_130_39,18.238043,PBCT-2F
61,39_126_51,18.236798,PBCT-2F
74,39_130_108_3_39,18.236786,PBCT-2F
35,39_28_86_10_58,18.235382,PBCT-2F
68,39_109_130_125_39,18.235165,PBCT-2F
87,39_24_15,18.234792,PBCT-2F
28,39_135_11,18.234605,PBCT-2F
100,39_125_130_159_39,18.234547,PBCT-2F
48,15_83_39,18.232004,PBCT-2F
68,39_28_130_150_39,18.231887,PBCT-2F
53,39_126_53,18.231417,PBCT-2F
57,39_130_27,18.230118,PBCT-2F
39,39_78_43_130_39,18.228359,PBCT-2F
82,39_154_130_133_39,18.225244,PBCT-2F
32,55_115_39,18.221198,PBCT-2F
23,39_135_15,18.220507,PBCT-2F
79,39_130_75_3_39,18.219993,PBCT-2F
42,39_130_142_21_39,18.218168,PBCT-2F
48,39_83_41,18.216987,PBCT-2F
65,39_28_86_101_20,18.21651,PBCT-2F
20,39_15_86_119_0,18.215987,PBCT-2F
46,39_50_86_10_60,18.215409,PBCT-2F
65,0_113_39,18.213227,PBCT-2F
16,39_50_86_50_43,18.211505,PBCT-2F
74,39_133_56_130_39,18.210745,PBCT-2F
86,39_118_9,18.209166,PBCT-2F
24,39_130_41,18.208494,PBCT-2F
72,39_118_25,18.208249,PBCT-2F
53,39_100_30,18.207929,PBCT-2F
35,39_100_1,18.207244,PBCT-2F
63,29_118_39,18.198944,PBCT-2F
73,39_100_28,18.198689,PBCT-2F
91,39_125_5_130_39,18.196833,PBCT-2F
74,39_135_41,18.196179,PBCT-2F
52,39_113_6,18.193853,PBCT-2F
83,39_83_34,18.193178,PBCT-2F
58,34_83_39,18.19168,PBCT-2F
83,39_130_127_130_28,18.190685,PBCT-2F
16,39_118_49,18.189164,PBCT-2F
86,39_118_55,18.188347,PBCT-2F
29,17_135_39,18.187728,PBCT-2F
71,25_113_39,18.183603,PBCT-2F
98,39_3_68_130_39,18.183097,PBCT-2F
42,39_113_9,18.182835,PBCT-2F
36,39_132_29_130_39,18.182328,PBCT-2F
31,39_153_86_152_60,18.180726,PBCT-2F
36,39_24_130_24_39,18.179841,PBCT-2F
28,39_83_17,18.17953,PBCT-2F
43,39_118_33,18.176684,PBCT-2F
50,39_126_16,18.176646,PBCT-2F
20,39_130_11,18.175083,PBCT-2F
35,39_24_130_123_39,18.172997,PBCT-2F
38,39_104_54,18.17284,PBCT-2F
51,39_83_59,18.171141,PBCT-2F
45,39_115_33,18.1707,PBCT-2F
60,39_130_74_133_39,18.169887,PBCT-2F
13,43_50_86_50_39,18.169347,PBCT-2F
13,39_71_86_71_9,18.169247,PBCT-2F
56,39_104_4,18.166257,PBCT-2F
94,39_133_4,18.165134,PBCT-2F
49,39_15_86_15_23,18.164709,PBCT-2F
35,39_28_86_33_7,18.16391,PBCT-2F
26,17_130_39,18.157935,PBCT-2F
58,39_28_86_138_48,18.156685,PBCT-2F
36,39_50_86_50_45,18.156613,PBCT-2F
48,39_100_86_100_20,18.156114,PBCT-2F
28,39_50_86_10_46,18.155968,PBCT-2F
44,39_158_27_130_39,18.155695,PBCT-2F
63,39_50_86_160_35,18.155511,PBCT-2F
28,39_153_5_28_39,18.155127,PBCT-2F
69,39_135_10,18.154535,PBCT-2F
55,11_115_39,18.154276,PBCT-2F
47,39_0_39,18.154066,PBCT-2F
49,39_12_130_132_39,18.153041,PBCT-2F
52,39_115_66,18.152414,PBCT-2F
67,39_115_12,18.149858,PBCT-2F
13,39_113_25,18.148756,PBCT-2F
49,39_28_109_43_39,18.148298,PBCT-2F
38,39_28_86_71_57,18.147759,PBCT-2F
16,39_100_4,18.145258,PBCT-2F
44,39_28_86_54_14,18.14443,PBCT-2F
65,39_130_127_18_39,18.143403,PBCT-2F
33,39_15_86_154_49,18.142621,PBCT-2F
89,39_104_1,18.140656,PBCT-2F
29,39_50_86_50_7,18.13976,PBCT-2F
80,39_50_86_130_39,18.13807,PBCT-2F
97,12_100_39,18.136352,PBCT-2F
89,39_34_10,18.135766,PBCT-2F
6,46_100_39,18.133978,PBCT-2F
22,39_100_47,18.133885,PBCT-2F
84,39_132_60,18.133299,PBCT-2F
79,39_130_127_130_63,18.132742,PBCT-2F
30,39_153_86_133_10,18.131592,PBCT-2F
100,30_100_39,18.130853,PBCT-2F
