gen,filename,PCE,donor
25,65_28_130_83_27,15.968848,PBB-F
21,47_28_130_42_59,15.968485,PBB-F
13,65_15_130_78_65,15.967698,PBB-F
18,65_28_36_28_64,15.965102,PBB-F
94,34_130_130_43_34,15.952741,PBB-F
12,9_15_130_15_10,15.93772,PBB-F
55,20_130_130_132_20,15.937132,PBB-F
31,17_28_130_158_17,15.931848,PBB-F
20,29_28_130_88_29,15.915556,PBB-F
88,3_28_127_28_3,15.912094,PBB-F
9,65_15_130_34_45,15.911597,PBB-F
13,65_15_130_105_64,15.907465,PBB-F
17,65_15_130_15_36,15.888853,PBB-F
16,1_15_130_50_65,15.879921,PBB-F
97,34_130_130_50_34,15.879686,PBB-F
65,40_130_129_130_40,15.867557,PBB-F
93,23_130_127_28_23,15.865914,PBB-F
25,47_28_130_24_47,15.862449,PBB-F
14,65_133_130_47_9,15.860119,PBB-F
9,64_70_130_70_64,15.858678,PBB-F
44,57_28_86_56_57,15.850539,PBB-F
52,39_84_39,15.849378,PBB-F
95,34_130_127_3_34,15.837647,PBB-F
74,67_125_130_130_67,15.832067,PBB-F
15,39_153_36_153_9,15.809511,PBB-F
35,2_78_130_130_2,15.802349,PBB-F
77,5_133_130_130_5,15.778082,PBB-F
56,5_130_130_6_5,15.773485,PBB-F
20,65_28_130_13_51,15.763847,PBB-F
13,64_133_130_42_65,15.755891,PBB-F
14,9_15_130_122_46,15.748881,PBB-F
6,56_15_130_15_56,15.745053,PBB-F
13,65_15_130_37_65,15.740651,PBB-F
11,10_15_130_15_10,15.739744,PBB-F
75,14_43_130_130_14,15.722045,PBB-F
23,65_28_130_121_4,15.718059,PBB-F
11,65_158_130_158_65,15.707177,PBB-F
67,31_130_130_3_31,15.697144,PBB-F
70,58_100_127_130_58,15.693327,PBB-F
23,9_28_130_89_16,15.674212,PBB-F
40,20_130_130_120_20,15.671496,PBB-F
63,16_130_127_28_16,15.640448,PBB-F
18,64_15_130_68_0,15.63763,PBB-F
26,39_12_9,15.636654,PBB-F
12,64_70_130_70_10,15.625214,PBB-F
49,57_28_130_43_57,15.600344,PBB-F
25,9_28_121_28_65,15.590844,PBB-F
5,65_161_130_161_64,15.585448,PBB-F
7,29_115_130_56_0,15.584834,PBB-F
15,9_15_130_23_9,15.573286,PBB-F
65,20_130_127_3_20,15.549436,PBB-F
8,1_56_130_56_64,15.544129,PBB-F
7,66_56_130_56_66,15.540319,PBB-F
48,51_130_130_133_51,15.53846,PBB-F
46,16_130_130_78_16,15.532165,PBB-F
8,12_15_130_15_42,15.530787,PBB-F
1,64_161_130_161_65,15.524441,PBB-F
39,31_28_130_167_31,15.523578,PBB-F
8,64_15_130_68_66,15.518338,PBB-F
4,64_56_130_56_64,15.503715,PBB-F
6,29_56_130_56_66,15.501485,PBB-F
8,65_56_130_13_64,15.497856,PBB-F
54,22_130_130_167_22,15.494717,PBB-F
4,64_161_130_161_64,15.490101,PBB-F
7,12_15_130_95_12,15.477805,PBB-F
14,9_71_124_71_39,15.476365,PBB-F
40,56_78_130_78_56,15.460421,PBB-F
13,65_15_130_69_50,15.458698,PBB-F
36,39_81_64,15.458574,PBB-F
20,9_44_130_15_65,15.440627,PBB-F
9,29_35_130_15_0,15.436976,PBB-F
26,0_28_121_28_64,15.428457,PBB-F
14,64_15_130_15_31,15.410438,PBB-F
7,56_15_130_144_56,15.386312,PBB-F
14,65_16_130_16_65,15.385797,PBB-F
60,51_28_130_6_51,15.375471,PBB-F
26,64_28_5_167_9,15.358591,PBB-F
95,39_81_0,15.358261,PBB-F
11,1_15_130_55_7,15.349479,PBB-F
23,65_32_130_32_47,15.349306,PBB-F
28,1_130_130_18_22,15.295177,PBB-F
37,23_130_130_132_23,15.284754,PBB-F
70,39_43_127_43_48,15.273567,PBB-F
6,29_161_130_56_38,15.2691,PBB-F
24,9_67_130_67_64,15.258224,PBB-F
14,64_136_130_136_65,15.248935,PBB-F
18,1_15_130_135_1,15.236775,PBB-F
20,9_73_130_73_65,15.230581,PBB-F
20,65_3_130_112_24,15.229195,PBB-F
28,31_130_130_90_31,15.205984,PBB-F
67,42_3_127_3_42,15.196576,PBB-F
14,5_15_130_15_5,15.186448,PBB-F
83,39_53_0,15.173961,PBB-F
11,39_18_27,15.169734,PBB-F
20,65_17_130_17_65,15.138148,PBB-F
17,65_133_130_145_37,15.128258,PBB-F
10,15_46_130_46_64,15.121742,PBB-F
5,64_124_130_124_64,15.120557,PBB-F
59,39_124_33,15.113176,PBB-F
30,1_28_75_120_1,15.111559,PBB-F
10,66_15_130_15_22,15.079898,PBB-F
53,39_55_0,15.062514,PBB-F
23,65_160_130_160_47,15.051899,PBB-F
27,64_80_130_80_9,15.051377,PBB-F
9,65_15_94_15_65,15.047855,PBB-F
8,39_137_23,15.033586,PBB-F
74,39_93_65,15.025895,PBB-F
30,39_55_65,15.003187,PBB-F
50,52_130_33_132_52,15.002459,PBB-F
1,35_91_127_91_35,14.998364,PBB-F
21,39_93_66,14.983212,PBB-F
19,39_93_64,14.980861,PBB-F
3,9_60_65,14.979242,PBB-F
4,9_65_33,14.969245,PBB-F
14,39_16_25,14.935944,PBB-F
25,39_23_64,14.896937,PBB-F
24,9_150_130_150_9,14.88649,PBB-F
6,39_46_46,14.881487,PBB-F
27,39_80_9,14.8782,PBB-F
2,65_65_65,14.873294,PBB-F
1,33_65_33,14.860102,PBB-F
17,39_6_6,14.851777,PBB-F
4,34_0_130_164_34,14.850181,PBB-F
22,64_1_130_1_65,14.845354,PBB-F
9,39_54_54,14.84115,PBB-F
3,27_65_65,14.835941,PBB-F
7,46_65_65,14.800775,PBB-F
12,39_80_33,14.799998,PBB-F
1,65_121_65,14.794386,PBB-F
50,39_41_9,14.77422,PBB-F
1,9_40_62,14.757791,PBB-F
4,67_15_127_15_67,14.752624,PBB-F
23,47_144_130_144_47,14.752483,PBB-F
9,39_25_25,14.732953,PBB-F
7,56_51_130_51_65,14.728082,PBB-F
8,12_54_130_54_12,14.707661,PBB-F
2,27_121_65,14.675096,PBB-F
11,39_17_33,14.653094,PBB-F
2,9_40_65,14.636817,PBB-F
3,65_64_33,14.619051,PBB-F
2,38_64_65,14.551336,PBB-F
2,33_64_26,14.535125,PBB-F
22,33_84_130_84_64,14.508326,PBB-F
3,27_121_27,14.507567,PBB-F
5,50_15_152_15_27,14.4976,PBB-F
5,46_44_46,14.478939,PBB-F
3,12_15_74_15_27,14.468809,PBB-F
2,33_40_32,14.467111,PBB-F
1,27_15_74_15_12,14.463696,PBB-F
3,27_40_27,14.428122,PBB-F
3,27_121_36,14.42319,PBB-F
3,65_121_48,14.416572,PBB-F
3,29_15_127_103_40,14.409159,PBB-F
3,66_56_5_56_66,14.382808,PBB-F
2,29_161_76_161_65,14.38255,PBB-F
12,9_50_20_50_15,14.379527,PBB-F
5,64_161_127_128_15,14.372274,PBB-F
58,19_43_130_43_19,14.36079,PBB-F
4,53_65_33,14.349504,PBB-F
3,53_94_113_94_1,14.344442,PBB-F
56,39_128_0,14.339623,PBB-F
6,9_6_6_6_9,14.317262,PBB-F
9,39_23_23,14.311899,PBB-F
6,64_161_163_161_64,14.298044,PBB-F
1,38_64_38,14.260451,PBB-F
1,62_12_5_12_62,14.252009,PBB-F
3,46_64_42,14.244994,PBB-F
5,0_15_11_15_47,14.237222,PBB-F
12,9_50_79_50_35,14.229833,PBB-F
4,12_15_5_15_12,14.181407,PBB-F
1,46_91_152_93_46,14.175286,PBB-F
1,60_164_29_164_60,14.166178,PBB-F
2,38_64_50,14.152747,PBB-F
10,25_6_12_41_25,14.140887,PBB-F
1,15_18_25,14.127289,PBB-F
5,27_143_8_6_36,14.126169,PBB-F
1,32_111_55,14.105563,PBB-F
2,33_148_29_38_33,14.104761,PBB-F
5,15_27_88_27_15,14.038955,PBB-F
2,46_93_11_91_46,14.034827,PBB-F
1,31_64_26,14.029867,PBB-F
1,0_0_149_164_0,14.026808,PBB-F
1,12_85_47_85_12,14.024418,PBB-F
2,0_12_5_12_0,13.986296,PBB-F
1,33_116_29_161_58,13.947136,PBB-F
6,65_33_33,13.943546,PBB-F
2,46_27_152_93_46,13.932239,PBB-F
1,42_129_48_129_12,13.888429,PBB-F
2,41_85_47_85_41,13.864903,PBB-F
7,9_89_72_89_15,13.85659,PBB-F
1,63_139_154_86_48,13.842963,PBB-F
2,46_20_60,13.831691,PBB-F
1,36_27_154_27_26,13.822204,PBB-F
2,27_55_55,13.813204,PBB-F
2,15_53_10,13.812862,PBB-F
1,16_141_127_141_16,13.809762,PBB-F
1,65_17_86_17_65,13.805501,PBB-F
1,4_158_87_61_4,13.798794,PBB-F
1,9_63_19_63_9,13.789363,PBB-F
1,10_53_10,13.776866,PBB-F
2,10_126_19_14_10,13.77373,PBB-F
5,27_33_33,13.773338,PBB-F
1,46_20_46,13.765069,PBB-F
1,10_126_19_126_10,13.763468,PBB-F
3,25_141_32_35_34,13.759422,PBB-F
1,59_38_101_148_59,13.756605,PBB-F
2,50_40_22,13.737467,PBB-F
7,65_27_27,13.733482,PBB-F
1,27_108_46_163_27,13.731304,PBB-F
1,64_159_36_159_64,13.731239,PBB-F
1,56_139_79_102_56,13.72265,PBB-F
9,65_162_122_41_65,13.70836,PBB-F
5,65_161_152_51_18,13.690998,PBB-F
5,46_96_14,13.667878,PBB-F
2,60_164_29_164_24,13.648493,PBB-F
1,35_136_35,13.648248,PBB-F
2,5_20_65,13.648243,PBB-F
5,47_15_65,13.635703,PBB-F
1,28_39_94_167_28,13.627646,PBB-F
4,35_27_41_27_35,13.626412,PBB-F
1,58_128_120_128_26,13.623902,PBB-F
5,46_27_27,13.602909,PBB-F
1,21_44_56_140_21,13.602757,PBB-F
1,57_161_92_135_9,13.600087,PBB-F
1,33_17_60,13.599053,PBB-F
1,21_16_124_16_21,13.598103,PBB-F
1,50_99_50,13.582477,PBB-F
1,8_58_119_58_51,13.577047,PBB-F
1,26_123_15_123_26,13.574495,PBB-F
1,1_41_109_41_1,13.573303,PBB-F
1,10_145_101_145_10,13.566774,PBB-F
1,68_81_8,13.559356,PBB-F
2,48_86_154_86_48,13.540273,PBB-F
1,36_137_135_25_9,13.536758,PBB-F
1,36_30_98_30_36,13.521379,PBB-F
8,27_129_65,13.517143,PBB-F
1,27_29_23,13.511684,PBB-F
4,50_141_71_141_50,13.496248,PBB-F
1,24_47_74_47_24,13.479709,PBB-F
1,59_85_23_85_59,13.476801,PBB-F
1,62_41_42,13.461379,PBB-F
1,22_62_22,13.443242,PBB-F
2,35_91_80_91_35,13.434545,PBB-F
1,19_53_79_53_12,13.429837,PBB-F
1,28_54_56_37_52,13.426219,PBB-F
2,9_107_19_107_9,13.383895,PBB-F
1,18_61_74_63_18,13.382985,PBB-F
1,36_129_74_31_36,13.373328,PBB-F
1,42_4_42,13.363209,PBB-F
2,12_161_74_51_56,13.363185,PBB-F
7,25_27_95_27_25,13.336124,PBB-F
1,36_67_149_67_36,13.325943,PBB-F
1,4_73_37_120_20,13.318233,PBB-F
1,35_1_57,13.310748,PBB-F
1,19_119_118_119_19,13.278333,PBB-F
1,41_96_18_96_41,13.272718,PBB-F
2,56_94_16_32_56,13.241171,PBB-F
1,32_93_3_134_56,13.172193,PBB-F
1,61_107_14_107_61,13.170059,PBB-F
1,8_20_8,13.161475,PBB-F
1,47_11_7_11_46,13.137379,PBB-F
1,31_74_31,13.093911,PBB-F
1,47_2_89_41_47,13.091066,PBB-F
1,5_38_5,13.03238,PBB-F
1,24_53_18,13.023459,PBB-F
1,21_51_6_51_21,13.005264,PBB-F
1,17_123_57,12.978614,PBB-F
1,45_17_45,12.955446,PBB-F
1,46_118_12_121_52,12.908042,PBB-F
1,31_4_24,12.816869,PBB-F
1,56_128_11,12.750659,PBB-F
1,57_94_86_94_34,12.689728,PBB-F
1,57_33_17_33_13,12.632385,PBB-F
24,39_28_86_28_39,20.797438,PBCT-2F
24,39_50_86_28_39,20.493611,PBCT-2F
37,39_3_86_28_39,20.48432,PBCT-2F
21,39_28_86_15_39,20.454294,PBCT-2F
23,39_15_86_28_39,20.45243,PBCT-2F
40,39_29_86_28_39,20.39739,PBCT-2F
47,39_99_86_28_39,20.381785,PBCT-2F
40,39_28_86_3_39,20.379887,PBCT-2F
35,39_126_39,20.375972,PBCT-2F
44,39_100_86_28_39,20.359862,PBCT-2F
39,39_28_86_29_39,20.359498,PBCT-2F
46,39_28_86_99_39,20.352988,PBCT-2F
41,39_28_86_100_39,20.346525,PBCT-2F
26,39_28_86_153_39,20.298632,PBCT-2F
26,39_28_86_50_39,20.297428,PBCT-2F
64,39_3_86_43_39,20.289883,PBCT-2F
50,39_156_86_28_39,20.280838,PBCT-2F
52,39_28_86_156_39,20.26939,PBCT-2F
25,39_153_86_28_39,20.22495,PBCT-2F
48,39_78_86_28_39,20.218838,PBCT-2F
18,39_15_86_15_39,20.209936,PBCT-2F
53,39_71_86_28_39,20.207741,PBCT-2F
52,39_50_34_28_39,20.199416,PBCT-2F
61,39_29_86_3_39,20.196232,PBCT-2F
53,39_28_86_19_39,20.170115,PBCT-2F
40,39_28_86_125_39,20.152826,PBCT-2F
45,39_28_86_16_39,20.113056,PBCT-2F
49,39_28_86_78_39,20.113048,PBCT-2F
32,39_56_86_28_39,20.109555,PBCT-2F
31,39_28_86_158_39,20.101499,PBCT-2F
36,39_158_86_28_39,20.097614,PBCT-2F
62,39_156_2_28_39,20.092084,PBCT-2F
51,39_67_86_28_39,20.082247,PBCT-2F
55,39_28_86_109_39,20.074286,PBCT-2F
35,39_14_86_28_39,20.071251,PBCT-2F
36,39_28_86_14_39,20.070542,PBCT-2F
16,39_50_86_15_39,20.066748,PBCT-2F
43,39_28_86_24_39,20.066526,PBCT-2F
38,39_7_86_28_39,20.066435,PBCT-2F
45,39_28_86_57_39,20.06243,PBCT-2F
57,39_34_86_28_39,20.055202,PBCT-2F
33,39_28_86_46_39,20.053103,PBCT-2F
42,39_29_86_29_39,20.051866,PBCT-2F
45,39_55_86_28_39,20.049897,PBCT-2F
55,39_28_86_123_39,20.046859,PBCT-2F
59,39_28_86_131_39,20.044522,PBCT-2F
31,39_28_86_56_39,20.038951,PBCT-2F
46,39_16_86_28_39,20.032005,PBCT-2F
58,39_142_86_28_39,20.023122,PBCT-2F
30,39_76_86_28_39,19.999747,PBCT-2F
18,39_15_86_50_39,19.998776,PBCT-2F
63,39_28_86_11_39,19.998684,PBCT-2F
33,39_161_86_28_39,19.989661,PBCT-2F
33,39_103_86_28_39,19.988797,PBCT-2F
49,39_28_86_55_39,19.984267,PBCT-2F
63,39_25_86_28_39,19.983259,PBCT-2F
35,39_28_86_8_39,19.965818,PBCT-2F
36,39_40_86_28_39,19.961722,PBCT-2F
25,39_83_39,19.94766,PBCT-2F
29,39_159_86_28_39,19.935987,PBCT-2F
27,39_28_86_159_39,19.935132,PBCT-2F
34,39_46_86_28_39,19.907638,PBCT-2F
56,39_79_86_28_39,19.899848,PBCT-2F
42,39_100_86_100_39,19.881947,PBCT-2F
56,39_100_86_71_39,19.879392,PBCT-2F
15,39_50_86_50_39,19.875595,PBCT-2F
43,39_28_86_93_39,19.870487,PBCT-2F
59,39_28_86_63_39,19.868444,PBCT-2F
53,39_156_86_100_39,19.866538,PBCT-2F
47,39_28_86_106_39,19.86088,PBCT-2F
45,39_47_86_28_39,19.837722,PBCT-2F
59,39_3_118_28_39,19.828665,PBCT-2F
28,39_28_86_76_39,19.824057,PBCT-2F
65,39_16_86_3_39,19.820556,PBCT-2F
15,39_49_86_50_39,19.820371,PBCT-2F
30,39_28_115_15_39,19.818055,PBCT-2F
19,39_135_39,19.817874,PBCT-2F
38,39_15_86_158_39,19.814664,PBCT-2F
14,39_50_86_153_39,19.812644,PBCT-2F
55,39_28_86_157_39,19.809087,PBCT-2F
50,39_118_86_28_39,19.806408,PBCT-2F
18,39_50_86_12_39,19.804007,PBCT-2F
49,39_28_86_138_39,19.799952,PBCT-2F
44,39_3_115_28_39,19.798304,PBCT-2F
63,39_28_86_149_39,19.795804,PBCT-2F
24,39_147_86_15_39,19.791606,PBCT-2F
13,39_71_86_153_39,19.7883,PBCT-2F
43,39_99_86_100_39,19.785198,PBCT-2F
13,39_50_86_49_39,19.784145,PBCT-2F
12,39_130_39,19.782828,PBCT-2F
51,39_28_86_33_39,19.779867,PBCT-2F
23,39_153_86_153_39,19.779237,PBCT-2F
72,39_34_39,19.779017,PBCT-2F
45,39_3_86_117_39,19.775289,PBCT-2F
26,39_50_86_4_39,19.772443,PBCT-2F
18,39_50_86_148_39,19.770574,PBCT-2F
16,39_153_86_113_39,19.768465,PBCT-2F
28,39_130_130_130_39,19.768212,PBCT-2F
47,39_155_86_28_39,19.768164,PBCT-2F
33,39_15_86_168_39,19.76794,PBCT-2F
49,39_54_86_28_39,19.755881,PBCT-2F
33,39_38_86_15_39,19.754251,PBCT-2F
47,39_125_86_133_39,19.753423,PBCT-2F
26,39_50_86_123_39,19.75011,PBCT-2F
44,39_29_86_34_39,19.746438,PBCT-2F
34,39_126_86_153_39,19.740416,PBCT-2F
42,39_50_86_13_39,19.740149,PBCT-2F
14,39_153_86_71_39,19.72931,PBCT-2F
30,39_28_86_102_39,19.723049,PBCT-2F
16,39_50_86_48_39,19.722407,PBCT-2F
20,39_49_86_32_39,19.716117,PBCT-2F
35,39_28_86_165_39,19.715044,PBCT-2F
28,39_123_86_15_39,19.702607,PBCT-2F
17,39_113_86_113_39,19.701323,PBCT-2F
60,39_28_86_54_39,19.695367,PBCT-2F
18,39_71_86_71_39,19.691846,PBCT-2F
45,39_28_107_28_39,19.689278,PBCT-2F
44,39_20_86_15_39,19.68807,PBCT-2F
25,39_15_86_122_39,19.686514,PBCT-2F
23,39_19_86_19_39,19.683972,PBCT-2F
21,39_12_86_50_39,19.678829,PBCT-2F
53,39_130_127_130_39,19.676292,PBCT-2F
17,39_50_86_7_39,19.670658,PBCT-2F
31,39_49_86_156_39,19.67006,PBCT-2F
51,39_29_86_27_39,19.664079,PBCT-2F
85,39_133_39,19.658685,PBCT-2F
21,39_153_86_50_39,19.65522,PBCT-2F
17,39_49_86_49_39,19.649912,PBCT-2F
34,39_28_86_136_39,19.648903,PBCT-2F
32,39_50_86_159_39,19.646036,PBCT-2F
35,39_133_86_153_39,19.644799,PBCT-2F
37,39_117_86_50_39,19.643791,PBCT-2F
21,39_113_86_50_39,19.630902,PBCT-2F
33,39_158_86_125_39,19.63082,PBCT-2F
33,39_28_132_158_39,19.630527,PBCT-2F
47,39_28_86_145_39,19.623843,PBCT-2F
52,39_156_86_156_39,19.62278,PBCT-2F
65,39_129_86_99_39,19.618057,PBCT-2F
17,39_48_86_50_39,19.615502,PBCT-2F
9,39_100_39,19.613084,PBCT-2F
61,39_28_86_135_39,19.60967,PBCT-2F
49,39_28_86_23_39,19.608405,PBCT-2F
37,39_104_39,19.602359,PBCT-2F
21,39_50_86_105_39,19.597867,PBCT-2F
41,39_158_86_53_39,19.592372,PBCT-2F
63,39_30_86_100_39,19.587391,PBCT-2F
48,39_108_86_28_39,19.586563,PBCT-2F
59,39_122_86_28_39,19.585249,PBCT-2F
19,39_153_86_120_39,19.58361,PBCT-2F
49,39_38_86_78_39,19.582431,PBCT-2F
35,39_28_86_44_39,19.580734,PBCT-2F
20,39_61_86_50_39,19.580204,PBCT-2F
43,39_30_86_29_39,19.579303,PBCT-2F
29,39_110_86_28_39,19.577212,PBCT-2F
27,39_28_130_130_39,19.566554,PBCT-2F
48,39_151_86_153_39,19.56368,PBCT-2F
78,39_24_39,19.561728,PBCT-2F
43,39_100_86_158_39,19.561513,PBCT-2F
19,39_71_86_12_39,19.54113,PBCT-2F
19,39_113_86_126_39,19.540655,PBCT-2F
47,39_104_86_28_39,19.539042,PBCT-2F
24,39_71_86_30_39,19.537063,PBCT-2F
37,39_5_86_158_39,19.527683,PBCT-2F
12,39_118_39,19.526517,PBCT-2F
22,39_32_86_49_39,19.52321,PBCT-2F
95,39_130_127_127_39,19.522457,PBCT-2F
26,39_147_86_147_39,19.522415,PBCT-2F
15,39_113_86_153_39,19.521158,PBCT-2F
22,39_148_86_50_39,19.516654,PBCT-2F
47,39_62_86_29_39,19.493591,PBCT-2F
21,39_49_86_47_39,19.487936,PBCT-2F
23,39_113_86_49_39,19.48563,PBCT-2F
13,39_71_86_6_39,19.485053,PBCT-2F
19,39_99_86_99_39,19.478695,PBCT-2F
17,39_71_86_22_39,19.465853,PBCT-2F
34,39_153_86_14_39,19.465518,PBCT-2F
49,39_28_127_130_39,19.460194,PBCT-2F
37,39_15_104_15_39,19.455406,PBCT-2F
21,39_27_86_50_39,19.451817,PBCT-2F
58,39_130_130_3_39,19.449627,PBCT-2F
18,39_71_86_49_39,19.446574,PBCT-2F
31,39_16_86_16_39,19.441813,PBCT-2F
52,39_28_86_28_65,19.441446,PBCT-2F
53,39_99_86_13_39,19.441059,PBCT-2F
63,39_28_86_28_64,19.434336,PBCT-2F
55,39_156_86_77_39,19.430874,PBCT-2F
21,39_50_118_153_39,19.427214,PBCT-2F
61,39_68_86_15_39,19.426121,PBCT-2F
63,39_15_86_157_39,19.425612,PBCT-2F
27,39_62_86_50_39,19.424567,PBCT-2F
21,39_115_39,19.422893,PBCT-2F
58,39_76_86_153_39,19.420608,PBCT-2F
18,39_7_86_50_39,19.416181,PBCT-2F
19,39_148_86_148_39,19.415506,PBCT-2F
55,39_28_86_107_39,19.411026,PBCT-2F
48,39_86_86_50_39,19.409583,PBCT-2F
61,39_28_86_28_55,19.407805,PBCT-2F
58,39_30_86_156_39,19.403935,PBCT-2F
49,39_50_86_130_55,19.394387,PBCT-2F
22,39_38_86_38_39,19.394031,PBCT-2F
63,39_29_86_45_39,19.392161,PBCT-2F
46,39_132_39,19.384913,PBCT-2F
26,39_136_86_15_39,19.380228,PBCT-2F
38,39_141_86_141_39,19.378895,PBCT-2F
35,39_158_86_158_39,19.37769,PBCT-2F
49,39_10_86_99_39,19.377588,PBCT-2F
79,39_50_130_130_39,19.376691,PBCT-2F
56,39_162_86_99_39,19.376353,PBCT-2F
44,39_28_86_28_49,19.365428,PBCT-2F
10,39_113_39,19.364376,PBCT-2F
42,39_158_86_119_39,19.358263,PBCT-2F
18,39_48_86_48_39,19.354154,PBCT-2F
31,39_139_86_139_39,19.354024,PBCT-2F
52,39_28_86_28_60,19.353613,PBCT-2F
32,39_28_86_28_27,19.348647,PBCT-2F
27,39_144_86_153_39,19.345727,PBCT-2F
60,39_146_86_28_39,19.344937,PBCT-2F
33,39_97_86_50_39,19.341394,PBCT-2F
61,39_130_130_125_39,19.340947,PBCT-2F
37,39_56_86_119_39,19.335396,PBCT-2F
39,39_14_86_14_39,19.335374,PBCT-2F
47,39_7_86_7_39,19.329654,PBCT-2F
23,39_142_86_71_39,19.327113,PBCT-2F
20,39_12_86_12_39,19.326149,PBCT-2F
51,39_163_86_156_39,19.323693,PBCT-2F
21,39_49_86_79_39,19.323605,PBCT-2F
67,39_100_130_130_39,19.32144,PBCT-2F
41,39_133_130_130_39,19.320343,PBCT-2F
19,39_50_86_90_39,19.317477,PBCT-2F
18,39_22_86_71_39,19.316132,PBCT-2F
57,39_28_125_156_39,19.315829,PBCT-2F
28,39_28_86_28_1,19.315702,PBCT-2F
29,39_161_86_12_39,19.311568,PBCT-2F
71,39_130_130_100_39,19.309367,PBCT-2F
65,39_28_86_28_32,19.307932,PBCT-2F
59,39_100_86_17_39,19.299194,PBCT-2F
55,39_130_129_130_39,19.291402,PBCT-2F
29,39_15_86_44_39,19.270493,PBCT-2F
45,39_130_130_6_39,19.268932,PBCT-2F
21,39_111_86_153_39,19.263519,PBCT-2F
23,39_102_86_50_39,19.259338,PBCT-2F
37,39_119_86_14_39,19.254512,PBCT-2F
62,39_165_86_50_39,19.253424,PBCT-2F
77,39_130_130_19_39,19.251578,PBCT-2F
33,39_159_86_159_39,19.244527,PBCT-2F
16,39_71_86_47_39,19.24091,PBCT-2F
93,39_130_130_71_39,19.240038,PBCT-2F
29,39_98_86_28_39,19.239656,PBCT-2F
57,39_100_92_28_39,19.237373,PBCT-2F
18,39_50_86_54_39,19.237318,PBCT-2F
54,39_156_86_80_39,19.23686,PBCT-2F
67,39_130_70_130_39,19.236466,PBCT-2F
65,39_28_86_28_46,19.235998,PBCT-2F
45,39_132_127_130_39,19.233842,PBCT-2F
26,39_25_86_25_39,19.23359,PBCT-2F
57,39_126_6,19.229566,PBCT-2F
37,39_50_108_28_39,19.228597,PBCT-2F
42,39_30_86_30_39,19.228326,PBCT-2F
61,39_125_130_130_39,19.217799,PBCT-2F
60,39_108_86_3_39,19.214966,PBCT-2F
34,39_28_86_134_39,19.213684,PBCT-2F
29,39_28_86_28_54,19.211234,PBCT-2F
40,39_130_130_133_39,19.209893,PBCT-2F
81,39_130_139_130_39,19.205413,PBCT-2F
91,39_130_95_130_39,19.202133,PBCT-2F
74,39_78_39,19.200065,PBCT-2F
27,39_28_86_28_47,19.198555,PBCT-2F
79,39_115_130_130_39,19.198147,PBCT-2F
56,39_65_86_50_39,19.192493,PBCT-2F
49,39_28_86_28_28,19.192432,PBCT-2F
56,39_28_86_28_15,19.185944,PBCT-2F
47,39_6_130_130_39,19.182283,PBCT-2F
99,64_126_39,19.179054,PBCT-2F
41,39_126_0,19.178553,PBCT-2F
19,39_56_86_56_39,19.17836,PBCT-2F
23,39_43_86_49_39,19.175874,PBCT-2F
34,39_1_86_50_39,19.173545,PBCT-2F
41,39_28_86_28_44,19.171964,PBCT-2F
35,39_28_107_153_39,19.170426,PBCT-2F
62,39_28_86_28_38,19.162062,PBCT-2F
49,39_130_130_167_39,19.161265,PBCT-2F
50,39_130_127_133_39,19.154195,PBCT-2F
56,39_28_86_28_68,19.151453,PBCT-2F
59,39_155_86_99_39,19.147033,PBCT-2F
26,39_154_86_49_39,19.143449,PBCT-2F
34,39_161_86_161_39,19.137969,PBCT-2F
58,39_100_108_28_39,19.137512,PBCT-2F
38,39_126_65,19.131512,PBCT-2F
63,39_3_114_28_39,19.129047,PBCT-2F
63,39_133_127_130_39,19.128233,PBCT-2F
41,39_28_130_43_39,19.124273,PBCT-2F
55,39_28_127_28_39,19.117623,PBCT-2F
40,39_126_9,19.114169,PBCT-2F
40,39_28_86_28_61,19.113431,PBCT-2F
53,39_167_130_130_39,19.113258,PBCT-2F
89,39_130_130_152_39,19.112583,PBCT-2F
40,39_126_66,19.112341,PBCT-2F
62,39_28_86_28_36,19.11208,PBCT-2F
54,39_28_86_28_43,19.108585,PBCT-2F
83,39_133_130_28_39,19.107172,PBCT-2F
33,39_24_130_130_39,19.104151,PBCT-2F
32,39_31_86_159_39,19.102221,PBCT-2F
69,39_126_25,19.099507,PBCT-2F
78,39_130_130_29_39,19.097904,PBCT-2F
87,29_126_39,19.096763,PBCT-2F
17,39_39_86_47_39,19.0926,PBCT-2F
29,39_15_127_15_39,19.09054,PBCT-2F
70,39_100_127_130_39,19.086232,PBCT-2F
45,39_130_152_130_39,19.078974,PBCT-2F
65,39_28_132_130_39,19.076605,PBCT-2F
83,49_126_39,19.074011,PBCT-2F
48,39_135_86_50_39,19.071341,PBCT-2F
40,39_126_33,19.069564,PBCT-2F
22,39_50_86_83_39,19.069079,PBCT-2F
35,39_130_130_78_39,19.067766,PBCT-2F
77,39_28_130_125_39,19.063054,PBCT-2F
16,39_47_86_105_39,19.062277,PBCT-2F
37,39_46_86_46_39,19.058397,PBCT-2F
48,39_130_130_22_39,19.057472,PBCT-2F
52,39_28_86_28_17,19.056802,PBCT-2F
20,39_50_86_107_39,19.048396,PBCT-2F
58,39_130_129_28_39,19.046246,PBCT-2F
43,39_15_86_107_39,19.046079,PBCT-2F
48,39_126_27,19.045805,PBCT-2F
27,39_153_86_23_39,19.038817,PBCT-2F
