GA,NFA_index,donor_index,predicted_score,NFA_smiles,donor_SMILES
5,660,902,422.9144017,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,C1=[S]c2cscc2[S]=C1c1sc(c2c1cc(C)c(OC)c2)C1=[S]c2cscc2[S]=C1c1sc(c2c1cc(C)c(OC)c2)C1=[S]c2cscc2[S]=C1C1=[S]c2cscc2[S]=C1
5,660,730,422.7567676,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1cc(C)c(OC)c2)c1sc(c2c1cc(C)c(OC)c2)c1sc(c2c1cc(C)c(OC)c2)c1sc(c2c1cc(C)c(OC)c2)c1sc(c2c1cc(C)c(OC)c2)
5,660,929,422.4511413,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2cc(CC)[se]c12)c1sc(c2cc(CC)[se]c12)c1sc(c2cc(CC)[se]c12)c1sc(c(c1C#N)C(F)(F)F)c1sc(c(c1C#N)C(F)(F)F)c1sc(c(c1C#N)C(F)(F)F)
5,660,987,421.2416741,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1CC[C@@H](O)C2)c1sc(c2c1CC[C@@H](O)C2)c1sc(c2c1CC[C@@H](O)C2)c1sc(c2c1CC[C@@H](O)C2)c1sc(c2c1cc(C)c(C)c2)C=Cc1sc(c2c1cc(C)c(C)c2)C=C
5,660,947,420.4152614,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1ccc(F)c2)C=Cc1sc2-c3c(C(CC)(CC)c2c1)cc(s3)c1sc2-c3c(C(CC)(CC)c2c1)cc(s3)c1sc(c2c1ccc(F)c2)C=Cc1sc(c2c1ccc(F)c2)C=Cc1sc(c2c1ccc(F)c2)C=C
5,660,950,419.0756005,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1c(OCC)cc(OCC)c(c1)c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cc(OC)c(OC)c2)c1c(OCC)cc(OCC)c(c1)c1c(OCC)cc(OCC)c(c1)c1c(OCC)cc(OCC)c(c1)
5,660,853,418.4218257,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,NCc1cc(OCC)c(cc1OCC)CNNCc1cc(OCC)c(cc1OCC)CNc1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)NCc1cc(OCC)c(cc1OCC)CN
5,660,989,418.0900912,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1c2nc(C)c(C)nc2c(s1)c1c2nc(C)c(C)nc2c(s1)c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)c1c2nc(C)c(C)nc2c(s1)
5,660,559,416.9685157,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2c3c(n(CC)c2c1)cc(s3)c1sc2c3c(n(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)c1sc2c3c(n(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)
5,660,963,416.87377,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1c(C(F)(F)F)ccc2OC)C=Cc1sc(c2c1c(C(F)(F)F)ccc2OC)C=Cc1sc(c2c1c(C(F)(F)F)ccc2OC)C=Cc1c2c(cccc2)c(s1)c1sc(c2c1c(C(F)(F)F)ccc2OC)C=Cc1sc(c2c1c(C(F)(F)F)ccc2OC)C=C
5,660,996,416.7126743,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2sc(C(=O)OCC)c(c12)F)c1sc(c2sc(C(=O)OCC)c(c12)F)c1sc(c2sc(C(=O)OCC)c(c12)F)c1sc(c2c1nc(OCC)c(CN)n2)C=Cc1sc(c2sc(C(=O)OCC)c(c12)F)c1sc(c2sc(C(=O)OCC)c(c12)F)
5,660,843,415.2699737,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1cc(C)c(OC)c2)C=Cc1sc(c2c1cc(C)c(OC)c2)C=CN1c2cscc2N(C1)N1c2cscc2N(C1)N1c2cscc2N(C1)N1c2cscc2N(C1)
5,660,840,414.9766329,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)
5,660,393,414.6833862,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cc(OC)c(OC)c2)c1c(OC)c(F)c(c(OC)c1F)c1c(OC)c(F)c(c(OC)c1F)c1c(OC)c(F)c(c(OC)c1F)c1c(OC)c(F)c(c(OC)c1F)
5,660,721,414.6689899,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1cc(C)cc2)c1sc(c2c1cc(C)cc2)c1sc(c2c1[C@H](C)CC[C@H]2C=C)c1sc(c2c1[C@H](C)CC[C@H]2C=C)c1sc(c2c1[C@H](C)CC[C@H]2C=C)c1sc(c2c1[C@H](C)CC[C@H]2C=C)
5,660,940,414.303153,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c(s1)c2scnc2c1c(s1)c2scnc2c1c1sc(c2c1cc(C)c(OC)c2)c(s1)c2scnc2c1c(s1)c2scnc2c1c(s1)c2scnc2c1
5,660,851,413.844647,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1CCC[C@H]2O)c1sc2-c3c(C(CC)(CC)c2c1)cc(s3)c1sc2-c3c(C(CC)(CC)c2c1)cc(s3)c1sc(c2c1CCC[C@H]2O)c1sc(c2c1CCC[C@H]2O)c1sc(c2c1CCC[C@H]2O)
5,660,938,413.6015552,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc(c(c1C#N)C(F)(F)F)c1sc(c(c1C#N)C(F)(F)F)c1sc(c(c1C#N)C(F)(F)F)
5,660,633,412.9740435,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2c3c(n(CC)c2c1)cc(s3)c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1cc(CC)c([se]1)
5,660,845,412.7061679,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1CC)=C(N(CC)C2=O)c1c2c(N=S=N2)c(c2nsnc12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1C[C@H](F)[C@@H](F)C2)C=Cc1sc(c2c1C[C@H](F)[C@@H](F)C2)C=Cc1sc(c2c1C[C@H](F)[C@@H](F)C2)C=Cc1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1C[C@H](F)[C@@H](F)C2)C=C
6,523,698,400.3126994,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,N1c2cscc2N(CC1)N1c2cscc2N(CC1)N1c2cscc2N(CC1)c1sc(c2c1cc(OC)c(OC)c2)N1c2cscc2N(CC1)N1c2cscc2N(CC1)
6,523,627,397.2940514,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1cc(CC)c([se]1)c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1sc2c3c(n(CC)c2c1)cc(s3)
6,523,992,396.7173631,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cccc2F)c1sc(c2c1cccc2F)c1sc(c2c1cccc2F)c1sc(c2c1cccc2F)
6,523,889,391.9352583,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)c1sc(c2c1nc(OCC)c(CN)n2)c1sc(c2c1nc(OCC)c(CN)n2)
6,523,859,391.8446405,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1cc2c(c3sc(CC)c(Cl)c3Cl)c3c(c(c4sc(CC)c(c4Cl)Cl)c2s1)cc(s3)c1sc(c2c1cc(C)cc2)c1sc(c2c1cc(C)cc2)c1sc(c2c1cc(C)cc2)c1sc(c2c1cc(C)cc2)c1sc(c2c1cc(C)cc2)
6,130,698,390.5567115,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c2c(N=S=N2)c(c2nsnc12)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1sc(c2C(=O)c3c(CC)sc(CC)c3C(=O)c12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,N1c2cscc2N(CC1)N1c2cscc2N(CC1)N1c2cscc2N(CC1)c1sc(c2c1cc(OC)c(OC)c2)N1c2cscc2N(CC1)N1c2cscc2N(CC1)
6,523,672,389.0594998,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1cc(OCC)c(cc1OCC)c1cc(OCC)c(cc1OCC)c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3)c1cc(OCC)c(cc1OCC)c1cc(OCC)c(cc1OCC)c1cc(OCC)c(cc1OCC)
6,130,627,388.7418844,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c2c(N=S=N2)c(c2nsnc12)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1sc(c2C(=O)c3c(CC)sc(CC)c3C(=O)c12)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1cc(CC)c([se]1)c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1sc2c3c(n(CC)c2c1)cc(s3)
6,523,871,387.1659359,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1c(C=C)ccc2C)c1sc(c2c1c(C=C)ccc2C)c1sc(c2c1c(C=C)ccc2C)c1sc(c2c1c(C=C)ccc2C)c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1c(C=C)ccc2C)
6,523,874,387.1459497,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc(c2c1c(C(F)(F)F)ccc2OC)c(s1)c2cc(OC)c(OC)cc2c1C=Cc1sc(c2c1c(C(F)(F)F)ccc2OC)c1sc(c2c1c(C(F)(F)F)ccc2OC)c1sc(c2c1c(C(F)(F)F)ccc2OC)c1sc(c2c1c(C(F)(F)F)ccc2OC)
6,523,938,386.9423329,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc(c(c1C#N)C(F)(F)F)c1sc(c(c1C#N)C(F)(F)F)c1sc(c(c1C#N)C(F)(F)F)
6,523,633,386.8425086,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2c3c(n(CC)c2c1)cc(s3)c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1sc2c3c(n(CC)c2c1)cc(s3)c1cc(CC)c([se]1)c1cc(CC)c([se]1)
6,523,840,385.6683489,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc2-c3c([Ge](CC)(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)
6,523,559,385.5066541,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1sc2c3c(n(CC)c2c1)cc(s3)c1sc2c3c(n(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)c1sc2c3c(n(CC)c2c1)cc(s3)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)
6,523,373,384.4610576,C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1)C1=C2C(C(=O)N1C)=C(N(C)C2=O)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31,c1c(OCC)c(OCC)c(OCC)cc1c1c(OCC)c(OCC)c(OCC)cc1c1sc(c2c1cc(OC)cc2)c1sc(c2c1cc(OC)cc2)c1c(OCC)c(OCC)c(OCC)cc1c1c(OCC)c(OCC)c(OCC)cc1
