,smi_filename,smiles,sTDDFTxtb_HOMO,B3LYP_HOMO,A_or_D,fused_ring_count
124,46_C,c1sc2-c3c(C(c2c1)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1c(c2ccc(CC)s2)c2sc4-c5c(C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c4c2c(c1s3)c1ccc(CC)s1)cc(s5),-13.162,-5.063394,D,7
125,52_C,c1oc2c3n(CC)c4c(c3sc2c1)c1nsnc1c1c2sc3cc(oc3c2n(CC)c41),-13.166,-5.066342,D,8
126,54_C,c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1),-13.07,-4.99559,D,8
127,55_C,c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2s1)CC)c1sc(cc1s6),-13.107,-5.022859,D,8
128,65_C,c1cc2OC(c3ccc(CC)cc3)(c3ccc(CC)cc3)c3c(-c2s1)cc1c(c3)-c2sc(cc2OC1(c1ccc(CC)cc1)c1ccc(CC)cc1),-13.424,-5.256488,D,5
129,67_C,c1cc2C(c3ccc(CC)cc3)(c3ccc(CC)cc3)c3c(-c2s1)sc1c(OCC)c2c(c(c31)OCC)sc1-c3c(C(c21)(c1ccc(CC)cc1)c1ccc(CC)cc1)cc(s3),-13.118,-5.030966,D,7
130,76_C,c1cc2c(n1CC)c1c3c(nsn3)c3c4sc5c(CC)c(sc5c4n(c3c1n2CC)CC),-13.037,-4.971269,D,7
131,78_C,c1cc2sc3-c4c(OCC)c5c(c(OCC)c4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2s1)-c1c(C5(c2ccc(CC)cc2)c2ccc(CC)cc2)c2c(s1)cc(s2),-13.298,-5.163626,D,7
132,87_C,c1c(c2ccc(CC)cc2)c2sc3c4c5c(nsn5)c5c6sc7c(c8ccc(CC)cc8)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.102,-5.019174,D,8
133,90_C,c1c(CC)c2sc3c4c5c(n[se]n5)c5c6sc7c(CC)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.043,-4.975691,D,8
134,91_C,c1sc2c3c4c(nsn4)c4c5c(n(CC)c4c3n(c2c1)CC)cc(s5),-13.343,-5.196791,D,6
135,94_C,c1[se]c2c3c4c(nsn4)c4c5sc6c(CC)c(sc6c5n(c4c3n(c2c1)CC)CC),-13.16,-5.06192,D,7
136,95_C,c1sc2c3c(c4cc(C(=O)CC)sc4c2c1)cc(s3),-14.245,-5.861565,D,4
137,96_C,c1cc2sc3-c4c(c5ccc(CC)s5)c5C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c6c(-c5c(c4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2s1)c1ccc(CC)s1)sc1cc(sc61),-13.309,-5.171733,D,7
138,9_C,c1cc2c3c(nsn3)c3cc(sc3c2s1),-14.283,-5.889571,D,4
