smiles
C=C1C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N
C=C1C(=O)c2ccccc2C1=C(C#N)C#N
CCC1(CC)c2cc3c(cc2-c2sccc21)C(CC)(CC)c1ccsc1-3
CCOC(=O)c1sc2cscc2c1F
CCc1sc(-c2c3ccsc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
CCc1sc(CC)c2c1C(=O)c1cscc1C2=O
c1ccsc1
CCc1ccc(-c2c3ccsc3c(-c3ccc(CC)s3)c3ccsc23)s1
CCc1ccsc1
c1cc2c3nsnc3c3ccsc3c2s1
CCn1c(=O)c2ccsc2c2sccc2c1=O
CCc1ccc(C2(c3ccc(CC)cc3)c3ccsc3-c3sc4c5c(sc4c32)-c2sccc2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1
C=C1C(=O)N(CC)C(=S)N(CC)C1=O
CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4ccsc34)-c3sc4c5c(sc4c32)-c2sc3ccsc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1
C=C1SC(=S)N(CC)C1=O
CCOC(=O)c1cc2cc3nsnc3cc2s1
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2ccsc2-4)cc1
CCc1cc(CC)c(-c2ccsc2)c(CC)c1
CCOC(=O)c1ccsc1
CCn1nc2cc(F)c(F)cc2n1
c1ccc(-c2ccsc2)cc1
Cc1cc(C)c(-c2ccsc2)c(C)c1
CCc1cc(-c2c3ccsc3c(-c3cc(CC)c(CC)s3)c3ccsc23)sc1CC
CCc1csc2c1sc1c3c4nsnc4c4c5sc6c(CC)csc6c5n(CC)c4c3n(CC)c21
CCc1csc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)csc6c5n(CC)c4c3n(CC)c21
CCC1=C2S[C]3C(=C2S[C]1)Sc1c3n(CC)c2c1c1nsnc1c1c3scc(CC)c3n(CC)c12
CCN1C(=O)c2ccc3c4cc5c(cc4c4ccc(c2c34)C1=O)c1cccc2cccc5c21
Cc1ccccc1
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5ccsc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3ccsc23)cc1
C=C1C(=O)c2cc(OC)c(OC)cc2C1=C(C#N)C#N
C=C1C(=O)c2cc(Cl)c(Cl)cc2C1=C(C#N)C#N
CCc1csc2c1sc1c3c4nc(C)c(C)nc4c4c5sc6c(CC)csc6c5n(CC)c4c3n(CC)c21
CCc1csc2c1sc1c3c4nccnc4c4c5sc6c(CC)csc6c5n(CC)c4c3n(CC)c21
C=c1sc(=C(C#N)C#N)n(CC)c1=O
CCc1cc2cscc2s1
CCOC(=O)c1cc2cscc2s1
CCC1(CC)c2ccsc2-c2sccc21
CCOc1cc2nsnc2cc1OCC
CCOc1cnc2cc(F)c(F)cc2n1
C=C1C(=O)c2c(sc3ccccc23)C1=C(C#N)C#N
CCc1ccc(C2(c3ccc(CC)cc3)c3ccsc3-c3sc4cc5c6c(sc5cc4c32)-c2sccc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1
CCc1sc(-c2c3ccsc3c(-c3cc(Cl)c(CC)s3)c3ccsc23)cc1Cl
C=C1C(=O)c2sc(Cl)cc2C1=C(C#N)C#N
CCc1ccc(C2(c3ccc(CC)cc3)c3ccsc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sccc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1
C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N
C=C1C(=O)c2cscc2C1=C(C#N)C#N
CCOC1=c2sc3c4sccc4n(CC)c3c2=C(OCC)[C]2Sc3c4c(n(CC)c3=C21)=C[C]S4
CC[Si]1(CC)c2ccsc2-c2sccc21
CCc1ccc(C2(c3ccc(CC)cc3)c3ccsc3-c3sc4c(-c5ccc(CC)s5)c5c6c(sc5c(-c5ccc(CC)s5)c4c32)-c2sccc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1
CCN1C(=O)c2cc3nsnc3cc2C1=O
CCN1C(=O)c2cccc3cccc(c23)C1=O
Fc1cc2nsnc2cc1F
CCN1C(=O)c2ccc3c4ccc5c6c(cc(OCOC)c(c7c(OCOC)cc(c2c37)C1=O)c64)C(=O)N(CC)C5=O
CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC)C5=O
CCn1c2c3occc3sc2c2c3nsnc3c3c4sc5ccoc5c4n(CC)c3c21
c1nc2scnc2s1
CCn1c2c(sc3cc[se]c32)c2c3nsnc3c3c4sc5cc[se]c5c4n(CC)c3c21
CCn1c2c3sccc3sc2c2c3nsnc3c3c4sc5ccsc5c4n(CC)c3c21
CCN1C(=O)c2cscc2C1=O
c1ccc2nsnc2c1
C=C1C(=O)c2ccc(Br)cc2C1=C(C#N)C#N
C=C1SC(=O)N(CC)C1=O
CCn1nc2ccccc2n1
CCn1nc2cc(OC)c(OC)cc2n1
C=C(C#N)C#N
C=c1sc(=C(C#N)C#N)n(-c2ccccc2)c1=O
C=c1sc(=C(C#N)C#N)n(Cc2ccccc2)c1=O
CCc1ccc(C2(c3ccc(CC)cc3)Oc3ccsc3-c3cc4c(cc32)-c2sccc2OC4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1
C=C1C(=O)c2ccc(F)cc2C1=C(C#N)C#N
CCOc1c2sc3c(c2c(OCC)c2sc4c(c12)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1ccsc1-4)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1ccsc1-3
C=C1C(=O)c2c(csc2Cl)C1=C(C#N)C#N
CCOc1ccc(OCC)cc1
CCSc1ccc(-c2c3ccsc3c(-c3ccc(SCC)s3)c3ccsc23)s1
CCOc1nc2cc(F)c(F)cc2nc1C
C=C1C(=O)c2cc(C(F)(F)F)ccc2C1=C(C#N)C#N
C=C1C(=O)c2cc(C(=O)OC)ccc2C1=C(C#N)C#N
C=C1C(=O)c2cc(OC(C)=O)ccc2C1=C(C#N)C#N
C=C1C(=O)c2cc3ccccc3cc2C1=C(C#N)C#N
CCc1csc2c1sc1c3c4nsnc4c4c5c(ccn5CC)n(CC)c4c3n(CC)c21
C=C1C(=O)c2c(csc2C)C1=C(C#N)C#N
CCOc1c2c(c(OCC)c3c1C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-3sc3ccsc13)C(c1ccc(CC)cc1)(c1ccc(CC)cc1)c1c-2sc2ccsc12
C=C
C=CC=C
CCSc1ccc(-c2c3ccsc3c(-c3ccc(SCC)cc3)c3ccsc23)cc1
Fc1ccsc1
C=C1C(=O)c2c(cc(F)c(F)c2F)C1=C(C#N)C#N
C=C1C(=O)c2c(ccc(Br)c2Cl)C1=C(C#N)C#N
C=C1C(=O)c2c(Cl)cc(Br)cc2C1=C(C#N)C#N
C=C1C(=O)c2cc(Cl)c(F)cc2C1=C(C#N)C#N
CCc1ccc(-c2csc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CC)cc8)csc7c6n(CC)c5c4n(CC)c32)cc1
C=C1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=C(C#N)C#N
C=C1C(=O)c2cc3cc(F)c(F)cc3cc2C1=C(C#N)C#N
CCc1csc2c1sc1c3c4n[se]nc4c4c5sc6c(CC)csc6c5n(CC)c4c3n(CC)c21
CCn1c2ccsc2c2c3nsnc3c3c4sccc4n(CC)c3c21
CCN1C(=O)c2cc3nn(CC)nc3cc2C1=O
CCc1c(F)cc(-c2c3ccsc3c(-c3cc(F)c(CC)c(F)c3)c3ccsc23)cc1F
CCc1csc2c1sc1c3c4nsnc4c4c5[se]ccc5n(CC)c4c3n(CC)c21
CCC(=O)c1cc2c3ccsc3c3sccc3c2s1
CCc1ccc(C2(c3ccc(CC)cc3)c3c(-c4ccc(CC)s4)c4c(c(-c5ccc(CC)s5)c3-c3sc5ccsc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3ccsc23)cc1
C=C1C(=O)c2cc3ccsc3cc2C1=C(C#N)C#N
C=C1C(=O)c2cc3cc(Br)sc3cc2C1=C(C#N)C#N
C#C
CCC1(CC)c2ccccc2-c2ccccc21
O=C1NC(=O)c2cccc3cccc1c23
CCn1nc2c(n1)c1c3sccc3n(CC)c1c1c2c2sccc2n1CC
CCOc1c(F)cc(-c2nc3cc(F)c(F)cc3nc2-c2cc(F)c(OCC)c(F)c2)cc1F
C=C1C(=O)c2cc(Br)ccc2C1=C(C#N)C#N
CCn1c2ccccc2c2ccccc21
C=C1C(=O)c2ccsc2C1=C(C#N)C#N
C=C1C(=O)c2sccc2C1=C(C#N)C#N
CCC1(CC)c2cc3c(cc2-c2sc4ccsc4c21)C(CC)(CC)c1c-3sc2ccsc12
C=C1C(=O)c2cc(Cl)sc2C1=C(C#N)C#N
