gen,max_PCE,min_PCE,med_PCE
1,17.794321471687205,0,17.04281480278335
2,17.799923952386845,16.35190033878766,17.3460052428308
3,17.99622487209664,16.7805330122249,17.4910240185606
4,19.22843060884858,16.648613695349887,17.56535613915021
5,19.22843060884858,16.61211025784453,17.72554348664641
6,19.22843060884858,16.757676055668718,17.903275241240173
7,19.22843060884858,15.626369201686499,17.986159088129448
8,19.22843060884858,16.468584167880532,17.986159088129448
9,19.22843060884858,14.82411193828083,18.08740517408223
10,19.22843060884858,16.365846052322773,18.129303403997653
11,19.22843060884858,0,18.140492283661654
12,19.22843060884858,16.513136237101868,18.26993984880213
13,19.22843060884858,16.373912621323882,18.417399637937606
14,19.22843060884858,16.65429473314789,18.506300882108164
15,19.32782944941495,17.00892463746512,18.559312212516403
16,19.32782944941495,0,18.562742335460594
17,19.32782944941495,15.622060911840265,18.625414589575882
18,19.32782944941495,16.343357072919204,18.635987733430063
19,19.32782944941495,16.51419453393885,18.66517286903774
20,19.38138721426578,17.047002307542126,18.71643235816167
21,19.38138721426578,16.637659643363627,18.766791349801366
22,19.38138721426578,16.7798152737117,18.77625998588595
23,19.38138721426578,16.349410879216332,18.82524261087099
24,19.38138721426578,16.556202103393026,18.82524261087099
25,19.38138721426578,16.69784323343645,18.834925424044734
26,19.42317827464385,16.60715964874358,18.879817049153246
27,19.42317827464385,16.800511231545304,18.91076433109339
28,19.42317827464385,16.501976261354137,18.93440056440791
29,19.42317827464385,16.085459532241877,18.93440056440791
30,19.42317827464385,16.023853998651834,18.984621041028937
31,19.42317827464385,16.791316191365013,18.98595246251771
32,19.42317827464385,16.989848043979876,18.98595246251771
33,19.42317827464385,16.164348512689603,19.005869686069474
34,19.42317827464385,15.93753817836351,19.027333144565542
35,19.42317827464385,17.05911191610211,19.049035668992644
36,19.42317827464385,16.068011434121868,19.049035668992644
37,19.42317827464385,16.699161863375387,19.049035668992644
38,19.42317827464385,16.730721317142027,19.056134179451266
39,19.42317827464385,16.190198756832853,19.056401015737737
40,19.42317827464385,0,19.071513955274256
41,19.42317827464385,16.752408876070117,19.090621514958976
42,19.42317827464385,15.839498851301798,19.098383686521892
43,19.42317827464385,15.902637723561654,19.098383686521892
44,19.42317827464385,16.240315358903498,19.098383686521892
45,19.42317827464385,16.539840157390472,19.1010426726358
46,19.42317827464385,15.984971064903144,19.130612721958673
47,19.42317827464385,15.90145886250346,19.1327455286244
48,19.42317827464385,16.102846661001255,19.1327455286244
49,19.42317827464385,16.33019977197234,19.1327455286244
50,19.42317827464385,16.94489247708354,19.1327455286244
51,19.42317827464385,16.197294205563978,19.1327455286244
52,19.42317827464385,16.154160509888744,19.1327455286244
53,19.42317827464385,0,19.180643922915937
54,19.42317827464385,16.995176165900965,19.187223379431074
55,19.42317827464385,15.883652635789936,19.187223379431074
56,19.42317827464385,16.62668282235423,19.187223379431074
57,20.62326618422768,0,19.1929193549352
58,20.62326618422768,16.058522513087965,19.21489011242527
59,20.62326618422768,16.463496773017418,19.228769477539164
60,20.62326618422768,16.458690480326243,19.255962733366875
61,20.62326618422768,17.649490546688583,19.38138721426578
62,20.62326618422768,17.076385286640335,19.632278260757047
63,20.62326618422768,16.885528890496172,19.998041203914752
64,20.62326618422768,16.597668503904128,20.0303597588508
65,20.62326618422768,16.311257773985993,20.04214837486097
66,20.62326618422768,16.298317464216094,20.056490221194057
67,20.62326618422768,16.205982748569895,20.063560692682632
68,20.62326618422768,16.17403451533208,20.072671289165328
69,20.62326618422768,16.92325311923483,20.117022799900017
70,20.648054967888736,0,20.14434250215602
71,20.648054967888736,16.51435734581056,20.15619539428284
72,20.648054967888736,15.964398761434555,20.192719486487427
73,20.648054967888736,15.87576091732938,20.238807289015448
74,20.648054967888736,16.49856646798166,20.25106405142231
75,20.648054967888736,16.181948564466587,20.25106405142231
76,20.648054967888736,16.036084546953553,20.2524990892854
77,20.648054967888736,17.118967258013512,20.254400730073463
78,20.648054967888736,16.04108907153276,20.2733885235911
79,20.648054967888736,16.502728685901662,20.2733885235911
80,20.648054967888736,16.597582688074578,20.2733885235911
81,20.648054967888736,16.660930350283966,20.2733885235911
82,20.777368901160475,16.817786821249225,20.275306826089118
83,20.777368901160475,15.954058473313207,20.288482901053662
84,20.777368901160475,16.82627137276452,20.288482901053662
85,20.777368901160475,16.896319407162313,20.288482901053662
86,20.777368901160475,16.975789374286627,20.288482901053662
87,20.777368901160475,15.760074054650033,20.288482901053662
88,20.777368901160475,16.00024767833036,20.288482901053662
89,20.777368901160475,16.50716881363174,20.29017932906912
90,20.777368901160475,16.061371529647523,20.32870924620119
91,21.110909841347826,16.63039878519711,20.328721428759106
92,21.110909841347826,15.781367997987585,20.328721428759106
93,21.110909841347826,16.968608142416755,20.329676570459426
94,21.110909841347826,16.386383515042283,20.364920836938715
95,21.110909841347826,15.503895429607983,20.378392645862462
96,21.110909841347826,17.090710960793622,20.38236306700568
97,21.110909841347826,15.771029897012284,20.38591157351943
98,21.110909841347826,16.58361036789569,20.42515276367277
99,21.110909841347826,16.635520350336865,20.42515276367277
100,21.110909841347826,17.50175686121955,20.47091942021339
101,21.110909841347826,17.301554672613612,20.62326618422768
102,21.110909841347826,16.548056893876513,20.648054967888736
103,21.110909841347826,16.75509383728084,20.648054967888736
104,21.110909841347826,16.378854431929255,20.666863835669538
105,21.110909841347826,18.240331302254834,20.666863835669538
106,21.110909841347826,16.32918424379333,20.69475897386711
107,21.110909841347826,16.124073496712203,20.700148933993006
