gen,filename,PCE,acceptor
19,121_61_101110,18.643448,39_126_39,
19,121_61_110101,18.635988,39_126_39,
19,121_61_110011,18.631152,39_126_39,
19,824_61_101101,18.563046,39_126_39,
19,34_61_011011,18.557282,39_126_39,
19,121_61_110001,18.243051,39_28_86_28_39,
19,751_61_010010,18.104802,39_126_39,
19,253_61_110001,17.926984,39_28_86_28_39,
19,577_1036_111011,17.782238,39_126_39,
19,838_61_110011,17.761631,39_126_39,
19,121_143_110110,17.165456,39_15_86_28_39,
19,577_475_110001,17.149724,39_28_86_28_39,
19,121_564_110111,17.095566,39_28_86_28_39,
19,121_195_101101,16.785712,39_126_39,
19,121_971_110110,16.514195,39_28_86_28_39,
20,1050_61_111011,19.381387,39_126_39,
20,121_61_110111,19.327829,39_126_39,
20,121_61_101111,19.228431,39_126_39,
20,824_61_111011,19.192919,39_126_39,
20,121_61_111101,19.098384,39_126_39,
20,121_61_111011,19.090622,39_126_39,
20,577_61_111011,18.934401,39_126_39,
20,235_61_111101,18.925668,39_126_39,
20,751_61_110011,18.879817,39_126_39,
20,1118_61_101101,18.845901,39_126_39,
20,121_61_110110,18.833971,39_126_39,
20,121_61_101101,18.825243,39_126_39,
20,577_61_110001,18.776260,39_28_86_28_39,
20,235_61_110011,18.766791,39_126_39,
20,185_61_101101,18.718566,39_126_39,
20,185_61_110101,18.716432,39_126_39,
20,34_61_110011,18.715886,39_28_86_28_39,
20,1118_61_100111,18.699139,39_126_39,
20,577_61_110011,18.670070,39_126_39,
20,34_61_111011,18.665173,39_3_86_28_39,
20,121_61_110101,18.635988,39_126_39,
20,824_61_110001,18.548284,39_28_86_28_39,
20,121_61_111010,18.503183,39_126_39,
20,1118_61_110011,18.461363,39_126_39,
20,577_894_111011,18.343534,39_126_39,
20,185_61_001011,18.167017,39_126_39,
20,569_61_110110,17.968825,39_126_39,
20,1118_61_010100,17.731835,39_28_86_28_39,
20,1118_61_000010,17.406401,39_28_86_28_39,
20,121_1052_110001,17.311357,39_28_86_28_39,
20,121_1197_101101,17.161506,39_28_86_28_39,
20,824_826_111011,17.047002,39_28_86_28_39,
21,1050_61_111011,19.381387,39_126_39,
21,121_61_110111,19.327829,39_126_39,
21,121_61_101111,19.228431,39_126_39,
21,824_61_111011,19.192919,39_126_39,
21,185_61_111101,19.180644,39_126_39,
21,121_61_111101,19.098384,39_126_39,
21,121_61_111011,19.090622,39_126_39,
21,824_61_110011,18.984621,39_28_86_15_39,
21,577_61_111011,18.934401,39_126_39,
21,235_61_111101,18.925668,39_126_39,
21,751_61_110011,18.879817,39_126_39,
21,1118_61_101101,18.845901,39_126_39,
21,121_61_110110,18.833971,39_126_39,
21,121_61_101101,18.825243,39_126_39,
21,577_61_110001,18.776260,39_28_86_28_39,
21,235_61_110011,18.766791,39_126_39,
21,121_61_101011,18.728154,39_126_39,
21,185_61_101101,18.718566,39_126_39,
21,185_61_110101,18.716432,39_126_39,
21,577_61_110011,18.670070,39_126_39,
21,751_61_110001,18.562742,39_126_39,
21,1035_61_110001,18.540103,39_3_86_28_39,
21,682_61_110101,18.529860,39_126_39,
21,121_27_101111,18.379361,39_28_86_28_39,
21,121_61_110001,18.243051,39_28_86_28_39,
21,824_61_010100,18.096758,39_28_86_28_39,
21,824_61_000101,17.891608,39_28_86_28_39,
21,121_61_011000,17.764804,39_28_86_28_39,
21,121_61_000010,17.600207,39_28_86_28_39,
21,824_939_111011,17.590222,39_28_86_28_39,
21,185_382_111011,17.101785,39_28_86_28_39,
21,121_1182_101111,16.637660,39_28_86_28_39,
22,1050_61_111011,19.381387,39_126_39,
22,121_61_110111,19.327829,39_126_39,
22,121_61_101111,19.228431,39_126_39,
22,824_61_111011,19.192919,39_126_39,
22,185_61_111101,19.180644,39_126_39,
22,121_61_111101,19.098384,39_126_39,
22,121_61_111011,19.090622,39_126_39,
22,824_61_110011,18.984621,39_28_86_15_39,
22,577_61_111011,18.934401,39_126_39,
22,235_61_111101,18.925668,39_126_39,
22,751_61_110011,18.879817,39_126_39,
22,1118_61_101101,18.845901,39_126_39,
22,121_61_110110,18.833971,39_126_39,
22,121_61_101101,18.825243,39_126_39,
22,655_61_111011,18.813864,39_126_39,
22,577_61_110001,18.776260,39_28_86_28_39,
22,235_61_110011,18.766791,39_126_39,
22,1118_61_110110,18.645221,39_126_39,
22,121_61_111001,18.535564,39_126_39,
22,235_61_110001,18.430225,39_126_39,
22,235_1156_110011,18.368472,39_126_39,
22,121_61_111000,18.324554,39_28_86_28_39,
22,121_61_110001,18.243051,39_28_86_28_39,
22,121_61_010110,18.101724,39_126_39,
22,121_61_010010,17.869767,39_28_86_28_39,
22,235_21_111101,17.541501,39_126_39,
22,235_614_110111,17.408430,39_28_86_28_39,
22,824_61_000100,17.406331,39_28_86_28_39,
22,577_61_000100,17.382976,39_28_86_28_39,
22,121_205_111101,17.362152,39_126_39,
22,1050_671_111011,16.814634,39_15_86_28_39,
22,121_678_110011,16.779815,39_126_39,
23,1050_61_111011,19.381387,39_126_39,
23,121_61_110111,19.327829,39_126_39,
23,1050_61_111101,19.245479,39_126_39,
23,121_61_101111,19.228431,39_126_39,
23,824_61_111011,19.192919,39_126_39,
23,185_61_111101,19.180644,39_126_39,
23,121_61_111101,19.098384,39_126_39,
23,121_61_111011,19.090622,39_126_39,
23,824_61_110011,18.984621,39_28_86_15_39,
23,577_61_111011,18.934401,39_126_39,
23,235_61_111101,18.925668,39_126_39,
23,751_61_110011,18.879817,39_126_39,
23,1118_61_101101,18.845901,39_126_39,
23,655_61_111101,18.834925,39_126_39,
23,121_61_110110,18.833971,39_126_39,
23,121_61_101101,18.825243,39_126_39,
23,655_61_111011,18.813864,39_126_39,
23,577_61_110001,18.776260,39_28_86_28_39,
23,185_61_011011,18.698438,39_126_39,
23,577_61_110011,18.670070,39_126_39,
23,751_61_110001,18.562742,39_126_39,
23,824_61_110001,18.548284,39_28_86_28_39,
23,824_61_000111,18.405263,39_28_86_28_39,
23,1118_61_110001,18.363615,39_28_86_28_39,
23,824_491_110011,18.322230,39_28_86_28_39,
23,121_61_010011,18.297418,39_28_86_28_39,
23,121_61_110001,18.243051,39_28_86_28_39,
23,121_61_010110,18.101724,39_126_39,
23,751_46_110011,17.339030,39_28_86_15_39,
23,655_695_111011,16.876232,39_28_86_28_39,
23,121_625_101111,16.679172,39_28_86_28_39,
23,1050_1135_111011,16.349411,39_28_86_15_39,
24,1050_61_111011,19.381387,39_126_39,
24,121_61_110111,19.327829,39_126_39,
24,1050_61_111101,19.245479,39_126_39,
24,121_61_101111,19.228431,39_126_39,
24,824_61_111011,19.192919,39_126_39,
24,185_61_111101,19.180644,39_126_39,
24,121_61_111101,19.098384,39_126_39,
24,121_61_111011,19.090622,39_126_39,
24,824_61_110011,18.984621,39_28_86_15_39,
24,577_61_111011,18.934401,39_126_39,
24,235_61_111101,18.925668,39_126_39,
24,751_61_110011,18.879817,39_126_39,
24,1118_61_101101,18.845901,39_126_39,
24,655_61_111101,18.834925,39_126_39,
24,121_61_110110,18.833971,39_126_39,
24,121_61_101101,18.825243,39_126_39,
24,751_61_111100,18.727399,39_126_39,
24,121_61_110011,18.631152,39_126_39,
24,1161_61_110110,18.621403,39_126_39,
24,185_61_001111,18.568528,39_126_39,
24,751_61_010001,18.343715,39_28_86_28_39,
24,655_61_011010,18.184167,39_28_86_28_39,
24,577_61_110000,18.095036,39_28_86_28_39,
24,121_61_001011,18.088923,39_126_39,
24,824_61_000110,18.011945,39_28_86_28_39,
24,751_61_001010,17.947425,39_126_39,
24,121_1143_101101,17.883704,39_28_86_28_39,
24,121_61_011000,17.764804,39_28_86_28_39,
24,185_759_110111,17.727666,39_126_39,
24,1050_281_111011,17.620284,39_28_86_28_39,
24,824_385_111011,17.410771,39_28_86_28_39,
24,121_727_111101,16.556202,39_126_39,
25,1050_61_111011,19.381387,39_126_39,
25,121_61_110111,19.327829,39_126_39,
25,1050_61_111101,19.245479,39_126_39,
25,121_61_101111,19.228431,39_126_39,
25,824_61_111011,19.192919,39_126_39,
25,185_61_111101,19.180644,39_126_39,
25,121_61_111101,19.098384,39_126_39,
25,121_61_111011,19.090622,39_126_39,
25,1118_61_110111,19.071514,39_126_39,
25,824_61_110011,18.984621,39_28_86_15_39,
25,577_61_111011,18.934401,39_126_39,
25,235_61_111101,18.925668,39_126_39,
25,325_61_111101,18.910764,39_126_39,
25,751_61_110011,18.879817,39_126_39,
25,1118_61_101101,18.845901,39_126_39,
25,655_61_111101,18.834925,39_126_39,
25,121_61_110110,18.833971,39_126_39,
25,121_61_101101,18.825243,39_126_39,
25,1050_61_011101,18.718925,39_126_39,
25,577_61_110011,18.670070,39_126_39,
25,121_61_011110,18.559312,39_126_39,
25,1118_61_111001,18.346929,39_126_39,
25,1050_992_111011,18.047783,39_29_86_28_39,
25,577_61_001101,17.959008,39_126_39,
25,655_61_000100,17.904024,39_126_39,
25,655_61_010010,17.690183,39_28_86_28_39,
25,121_519_101111,17.567599,39_126_39,
25,185_61_000001,17.523039,39_28_86_28_39,
25,121_61_001000,17.403977,39_28_86_28_39,
25,121_61_000000,17.156373,39_28_86_28_39,
25,824_238_110011,17.054507,39_28_86_28_39,
25,1118_1184_101101,16.697843,39_28_86_28_39,
26,1050_61_110111,19.423178,39_126_39,
26,1050_61_111011,19.381387,39_126_39,
26,121_61_110111,19.327829,39_126_39,
26,1050_61_111101,19.245479,39_126_39,
26,121_61_101111,19.228431,39_126_39,
26,824_61_111011,19.192919,39_126_39,
26,185_61_111101,19.180644,39_126_39,
26,121_61_111101,19.098384,39_126_39,
26,121_61_111011,19.090622,39_126_39,
26,1118_61_110111,19.071514,39_126_39,
26,824_5_111011,19.027333,39_126_39,
26,824_61_110011,18.984621,39_28_86_15_39,
26,577_61_111011,18.934401,39_126_39,
26,235_61_111101,18.925668,39_126_39,
26,325_61_111101,18.910764,39_126_39,
26,751_61_110011,18.879817,39_126_39,
26,1050_61_101101,18.852030,39_126_39,
26,1118_61_101101,18.845901,39_126_39,
26,655_61_111101,18.834925,39_126_39,
26,577_61_110001,18.776260,39_28_86_28_39,
26,121_61_110011,18.631152,39_126_39,
26,185_61_100011,18.524901,39_28_86_28_39,
26,1050_61_010101,18.489739,39_126_39,
26,325_61_110011,18.440973,39_126_39,
26,1050_535_111011,18.208246,39_126_39,
26,121_61_100001,18.105326,39_28_86_28_39,
26,121_61_010010,17.869767,39_28_86_28_39,
26,1118_61_000101,17.806299,39_28_86_28_39,
26,121_61_001100,17.783030,39_28_86_28_39,
26,235_16_111011,17.258535,39_126_39,
26,1118_324_111011,17.054733,39_28_86_28_39,
26,121_855_111011,16.607160,39_28_86_28_39,
27,1050_61_110111,19.423178,39_126_39,
27,1050_61_111011,19.381387,39_126_39,
27,121_61_110111,19.327829,39_126_39,
27,1050_61_111101,19.245479,39_126_39,
27,121_61_101111,19.228431,39_126_39,
27,824_61_111011,19.192919,39_126_39,
27,185_61_111101,19.180644,39_126_39,
27,121_61_111101,19.098384,39_126_39,
27,121_61_111011,19.090622,39_126_39,
27,1118_61_110111,19.071514,39_126_39,
27,1050_61_110011,19.049036,39_126_39,
27,824_5_111011,19.027333,39_126_39,
27,824_61_110011,18.984621,39_28_86_15_39,
27,577_61_111011,18.934401,39_126_39,
27,235_61_111101,18.925668,39_126_39,
27,325_61_111101,18.910764,39_126_39,
27,751_61_110011,18.879817,39_126_39,
27,1050_5_111011,18.834618,39_126_39,
27,824_5_111101,18.719095,39_126_39,
27,577_61_110011,18.670070,39_126_39,
27,824_61_001111,18.649354,39_28_86_28_39,
27,824_750_111011,18.256505,39_15_86_28_39,
27,185_5_000110,17.892468,39_28_86_28_39,
27,824_24_110011,17.571701,39_28_86_28_39,
27,577_526_111011,17.511801,39_28_86_28_39,
27,1118_61_010000,17.493784,39_28_86_28_39,
27,325_61_001100,17.322353,39_126_39,
27,121_431_111011,17.319896,39_126_39,
27,235_61_001000,17.283541,39_126_39,
27,235_498_110011,17.178508,39_29_86_28_39,
27,121_121_110011,17.156373,39_28_86_28_39,
27,824_1086_110011,16.800511,39_28_86_28_39,
28,1050_61_110111,19.423178,39_126_39,
28,1050_61_111011,19.381387,39_126_39,
28,121_61_110111,19.327829,39_126_39,
28,1050_61_111101,19.245479,39_126_39,
28,121_61_101111,19.228431,39_126_39,
28,824_61_111011,19.192919,39_126_39,
28,185_61_111101,19.180644,39_126_39,
28,121_61_111101,19.098384,39_126_39,
28,121_61_111011,19.090622,39_126_39,
28,1118_61_110111,19.071514,39_126_39,
28,1050_61_110011,19.049036,39_126_39,
28,824_5_111011,19.027333,39_126_39,
28,657_61_110111,18.985952,39_126_39,
28,824_61_110011,18.984621,39_28_86_15_39,
28,185_5_111011,18.935403,39_126_39,
28,577_61_111011,18.934401,39_126_39,
28,235_61_111101,18.925668,39_126_39,
28,325_61_111101,18.910764,39_126_39,
28,281_61_110011,18.899232,39_126_39,
28,121_5_111011,18.811558,39_126_39,
28,235_61_110011,18.766791,39_126_39,
28,121_61_110011,18.631152,39_126_39,
28,824_61_111000,18.465970,39_28_86_28_39,
28,121_61_010011,18.297418,39_28_86_28_39,
28,1118_61_101000,17.981779,39_28_86_28_39,
28,121_103_111011,17.761192,39_28_86_28_39,
28,185_224_111101,17.367799,39_28_86_28_39,
28,185_742_110111,17.048660,39_126_39,
28,185_53_110111,16.999117,39_28_86_28_39,
28,121_878_111011,16.935642,39_126_39,
28,1118_1051_111101,16.705087,39_28_86_28_39,
28,577_875_111011,16.501976,39_28_86_28_39,
29,1050_61_110111,19.423178,39_126_39,
29,1050_61_111011,19.381387,39_126_39,
29,121_61_110111,19.327829,39_126_39,
29,1050_61_111101,19.245479,39_126_39,
29,121_61_101111,19.228431,39_126_39,
29,824_61_111011,19.192919,39_126_39,
29,185_61_111101,19.180644,39_126_39,
29,121_61_111101,19.098384,39_126_39,
29,121_61_111011,19.090622,39_126_39,
29,1118_61_110111,19.071514,39_126_39,
29,1050_61_110011,19.049036,39_126_39,
29,824_5_111011,19.027333,39_126_39,
29,657_61_110111,18.985952,39_126_39,
29,824_61_110011,18.984621,39_28_86_15_39,
29,185_5_111011,18.935403,39_126_39,
29,577_61_111011,18.934401,39_126_39,
29,577_5_111011,18.886153,39_126_39,
29,1050_5_111011,18.834618,39_126_39,
29,577_61_010111,18.759247,39_126_39,
29,121_61_110011,18.631152,39_126_39,
29,121_61_111000,18.324554,39_28_86_28_39,
29,185_443_110111,18.274196,39_126_39,
29,824_61_001110,18.262692,39_28_86_28_39,
29,185_61_011100,18.193601,39_126_39,
29,1118_61_000110,18.047069,39_28_86_28_39,
29,824_5_010010,18.028026,39_28_86_28_39,
29,185_61_001001,17.766717,39_126_39,
29,121_61_011000,17.764804,39_28_86_28_39,
29,1050_449_110111,17.587303,39_28_86_28_39,
29,657_61_011001,17.447572,39_28_86_28_39,
29,1050_1028_111011,16.565914,39_28_86_28_39,
29,121_1170_110011,16.085460,39_3_86_28_39,
30,1050_61_110111,19.423178,39_126_39,
30,1050_61_111011,19.381387,39_126_39,
30,121_61_110111,19.327829,39_126_39,
30,1050_61_111101,19.245479,39_126_39,
30,121_61_101111,19.228431,39_126_39,
30,824_61_111011,19.192919,39_126_39,
30,185_61_111101,19.180644,39_126_39,
30,824_61_101111,19.101043,39_126_39,
30,121_61_111101,19.098384,39_126_39,
30,121_61_111011,19.090622,39_126_39,
30,1118_61_110111,19.071514,39_126_39,
30,824_5_110011,19.056401,39_28_86_28_39,
30,1050_61_110011,19.049036,39_126_39,
30,824_5_111011,19.027333,39_126_39,
30,657_61_110111,18.985952,39_126_39,
30,824_61_110011,18.984621,39_28_86_15_39,
30,185_5_111011,18.935403,39_126_39,
30,577_61_111011,18.934401,39_126_39,
30,1118_61_110101,18.860259,39_126_39,
30,1050_5_111011,18.834618,39_126_39,
30,1050_61_101001,18.798912,39_28_86_28_39,
30,121_61_110011,18.631152,39_126_39,
30,185_61_001111,18.568528,39_126_39,
30,657_61_110011,18.424122,39_126_39,
30,121_61_001110,18.235228,39_28_86_28_39,
30,185_5_011010,18.186296,39_126_39,
30,577_61_100001,18.177063,39_28_86_28_39,
30,1050_61_000011,18.142596,39_28_86_28_39,
30,824_61_000100,17.406331,39_28_86_28_39,
30,824_587_111011,16.626438,39_28_86_28_39,
30,1050_287_111101,16.215022,39_28_86_15_39,
30,1050_784_110111,16.023854,39_3_86_28_39,
31,1050_61_110111,19.423178,39_126_39,
31,1050_61_111011,19.381387,39_126_39,
31,121_61_110111,19.327829,39_126_39,
31,1050_61_111101,19.245479,39_126_39,
31,121_61_101111,19.228431,39_126_39,
31,824_61_111011,19.192919,39_126_39,
31,185_61_111101,19.180644,39_126_39,
31,824_61_101111,19.101043,39_126_39,
31,121_61_111101,19.098384,39_126_39,
31,121_61_111011,19.090622,39_126_39,
31,1118_61_110111,19.071514,39_126_39,
31,824_5_110011,19.056401,39_28_86_28_39,
31,1050_61_110011,19.049036,39_126_39,
31,824_5_111011,19.027333,39_126_39,
31,1190_61_111011,19.005870,39_126_39,
31,657_61_110111,18.985952,39_126_39,
31,824_61_110011,18.984621,39_28_86_15_39,
31,1050_5_110011,18.908841,39_28_86_28_39,
31,1050_5_111011,18.834618,39_126_39,
31,824_61_111001,18.786705,39_28_86_28_39,
31,1118_61_111100,18.568746,39_126_39,
31,1050_61_010010,18.558988,39_28_86_28_39,
31,1050_61_100010,18.499040,39_28_86_28_39,
31,1118_61_110011,18.461363,39_126_39,
31,121_61_100010,17.951159,39_28_86_28_39,
31,824_61_001100,17.886653,39_28_86_28_39,
31,121_504_101111,17.495105,39_28_86_28_39,
31,121_293_111011,17.448934,39_126_39,
31,657_61_100010,17.370705,39_28_86_28_39,
31,824_61_001000,17.315690,39_28_86_28_39,
31,824_1114_101111,17.282548,39_126_39,
31,1118_904_110111,16.791316,39_28_86_28_39,
32,1050_61_110111,19.423178,39_126_39,
32,1050_61_111011,19.381387,39_126_39,
32,121_61_110111,19.327829,39_126_39,
32,1050_61_111101,19.245479,39_126_39,
32,121_61_101111,19.228431,39_126_39,
32,824_61_111011,19.192919,39_126_39,
32,185_61_111101,19.180644,39_126_39,
32,824_61_101111,19.101043,39_126_39,
32,121_61_111101,19.098384,39_126_39,
32,121_61_111011,19.090622,39_126_39,
32,1118_61_110111,19.071514,39_126_39,
32,824_5_110011,19.056401,39_28_86_28_39,
32,1050_61_110011,19.049036,39_126_39,
32,824_5_111011,19.027333,39_126_39,
32,1190_61_111011,19.005870,39_126_39,
32,657_61_110111,18.985952,39_126_39,
32,1050_5_111011,18.834618,39_126_39,
32,121_5_111011,18.811558,39_126_39,
32,1050_61_011001,18.753552,39_28_86_28_39,
32,824_5_111101,18.719095,39_126_39,
32,657_61_111101,18.669958,39_28_86_28_39,
32,121_61_110101,18.635988,39_126_39,
32,121_61_110011,18.631152,39_126_39,
32,1118_5_111100,18.388271,39_28_86_15_39,
32,1118_61_001110,18.275607,39_126_39,
32,121_61_101100,18.226258,39_126_39,
32,1050_61_011000,18.214849,39_28_86_28_39,
32,1118_61_001011,18.125496,39_126_39,
32,824_153_110111,18.121504,39_126_39,
32,824_649_101111,17.759652,39_28_86_28_39,
32,824_61_000000,17.066049,39_28_86_28_39,
32,824_957_101111,16.989848,39_28_86_28_39,
33,1050_61_110111,19.423178,39_126_39,
33,1050_61_111011,19.381387,39_126_39,
33,121_61_110111,19.327829,39_126_39,
33,1050_61_111101,19.245479,39_126_39,
33,121_61_101111,19.228431,39_126_39,
33,824_61_111011,19.192919,39_126_39,
33,185_61_111101,19.180644,39_126_39,
33,824_61_101111,19.101043,39_126_39,
33,121_61_111101,19.098384,39_126_39,
33,121_61_111011,19.090622,39_126_39,
33,1118_61_110111,19.071514,39_126_39,
33,824_5_110011,19.056401,39_28_86_28_39,
33,1050_61_110011,19.049036,39_126_39,
33,824_5_111011,19.027333,39_126_39,
33,327_61_111011,19.011601,39_126_39,
33,1190_61_111011,19.005870,39_126_39,
33,657_61_110111,18.985952,39_126_39,
33,1050_61_111001,18.863897,39_28_86_28_39,
33,121_61_100111,18.673616,39_126_39,
33,365_61_110011,18.583062,39_126_39,
33,121_61_111100,18.544743,39_126_39,
33,824_5_110001,18.473726,39_28_86_28_39,
33,657_61_110011,18.424122,39_126_39,
33,824_61_000111,18.405263,39_28_86_28_39,
33,1050_61_001010,18.402482,39_28_86_28_39,
33,824_5_110100,18.181944,39_28_86_28_39,
33,121_61_001001,17.911046,39_28_86_28_39,
33,185_504_111101,17.742063,39_28_86_28_39,
33,121_748_111101,17.511126,39_126_39,
33,185_714_101111,16.877002,39_28_86_28_39,
33,121_453_111101,16.391193,39_28_86_28_39,
33,121_405_111101,16.164349,39_28_86_28_39,
34,1050_61_110111,19.423178,39_126_39,
34,1050_61_111011,19.381387,39_126_39,
34,121_61_110111,19.327829,39_126_39,
34,1050_61_111101,19.245479,39_126_39,
34,1050_61_101111,19.228769,39_126_39,
34,121_61_101111,19.228431,39_126_39,
34,824_61_111011,19.192919,39_126_39,
34,185_61_111101,19.180644,39_126_39,
34,824_61_101111,19.101043,39_126_39,
34,121_61_111101,19.098384,39_126_39,
34,121_61_111011,19.090622,39_126_39,
34,327_61_101111,19.073722,39_126_39,
34,1118_61_110111,19.071514,39_126_39,
34,824_5_110011,19.056401,39_28_86_28_39,
34,1050_61_110011,19.049036,39_126_39,
34,824_5_111011,19.027333,39_126_39,
34,327_61_111011,19.011601,39_126_39,
34,1190_61_111011,19.005870,39_126_39,
34,824_61_110011,18.984621,39_28_86_15_39,
34,824_5_101111,18.883396,39_126_39,
34,1050_5_111011,18.834618,39_126_39,
34,121_5_111011,18.811558,39_126_39,
34,824_61_110101,18.772327,39_50_86_28_39,
34,121_5_110011,18.743233,39_28_86_28_39,
34,185_61_101011,18.610775,39_126_39,
34,1050_61_101100,18.479116,39_28_86_28_39,
34,1190_61_011010,17.847234,39_126_39,
34,824_859_101111,17.321464,39_15_86_28_39,
34,824_956_111101,16.514115,39_28_86_28_39,
34,121_638_111011,16.165758,39_3_86_28_39,
34,121_720_110111,15.971017,39_28_86_28_39,
34,327_287_111011,15.937538,39_28_86_15_39,
35,1050_61_110111,19.423178,39_126_39,
35,184_61_111011,19.383721,39_126_39,
35,1050_61_111011,19.381387,39_126_39,
35,121_61_110111,19.327829,39_126_39,
35,1050_61_111101,19.245479,39_126_39,
35,1050_61_101111,19.228769,39_126_39,
35,121_61_101111,19.228431,39_126_39,
35,824_61_111011,19.192919,39_126_39,
35,185_61_111101,19.180644,39_126_39,
35,824_61_101111,19.101043,39_126_39,
35,121_61_111101,19.098384,39_126_39,
35,121_61_111011,19.090622,39_126_39,
35,327_61_101111,19.073722,39_126_39,
35,1118_61_110111,19.071514,39_126_39,
35,824_5_110011,19.056401,39_28_86_28_39,
35,1050_61_110011,19.049036,39_126_39,
35,824_5_111011,19.027333,39_126_39,
35,1017_61_111101,18.986251,39_126_39,
35,824_61_110011,18.984621,39_28_86_15_39,
35,185_5_111011,18.935403,39_126_39,
35,1050_5_110011,18.908841,39_28_86_28_39,
35,121_5_110011,18.743233,39_28_86_28_39,
35,824_61_110100,18.545371,39_28_86_28_39,
35,121_61_001110,18.235228,39_28_86_28_39,
35,121_61_010101,18.097859,39_126_39,
35,824_61_011000,17.971950,39_28_86_28_39,
35,121_61_100010,17.951159,39_28_86_28_39,
35,1050_61_000001,17.911274,39_28_86_28_39,
35,121_61_011000,17.764804,39_28_86_28_39,
35,327_762_101111,17.448198,39_28_86_28_39,
35,1050_851_111011,17.278672,39_28_86_28_39,
35,121_195_111011,17.059112,39_126_39,
36,1050_61_110111,19.423178,39_126_39,
36,184_61_111011,19.383721,39_126_39,
36,1050_61_111011,19.381387,39_126_39,
36,121_61_110111,19.327829,39_126_39,
36,1050_61_111101,19.245479,39_126_39,
36,1050_61_101111,19.228769,39_126_39,
36,121_61_101111,19.228431,39_126_39,
36,824_61_111011,19.192919,39_126_39,
36,185_61_111101,19.180644,39_126_39,
36,824_61_101111,19.101043,39_126_39,
36,121_61_111101,19.098384,39_126_39,
36,121_61_111011,19.090622,39_126_39,
36,327_61_101111,19.073722,39_126_39,
36,1118_61_110111,19.071514,39_126_39,
36,824_5_110011,19.056401,39_28_86_28_39,
36,1050_61_110011,19.049036,39_126_39,
36,327_61_111011,19.011601,39_126_39,
36,1050_5_110011,18.908841,39_28_86_28_39,
36,824_170_110011,18.803195,39_28_86_28_39,
36,1050_61_011011,18.753153,39_126_39,
36,824_5_111101,18.719095,39_126_39,
36,121_61_110011,18.631152,39_126_39,
36,824_140_110011,18.277342,39_28_86_28_39,
36,1050_634_110011,17.896905,39_28_86_28_39,
36,121_1026_101111,17.887709,39_126_39,
36,1118_61_000011,17.676279,39_28_86_28_39,
36,121_861_110111,17.401437,39_28_86_28_39,
36,121_821_111011,17.163574,39_28_86_28_39,
36,824_566_101111,16.486890,39_28_86_28_39,
36,1050_529_111101,16.274328,39_28_86_28_39,
36,327_273_101111,16.124148,39_28_86_28_39,
36,1050_1004_110111,16.068011,39_28_86_28_39,
37,1050_61_110111,19.423178,39_126_39,
37,184_61_111011,19.383721,39_126_39,
37,1050_61_111011,19.381387,39_126_39,
37,121_61_110111,19.327829,39_126_39,
37,1050_61_111101,19.245479,39_126_39,
37,1050_61_101111,19.228769,39_126_39,
37,121_61_101111,19.228431,39_126_39,
37,824_61_111011,19.192919,39_126_39,
37,185_61_111101,19.180644,39_126_39,
37,824_61_101111,19.101043,39_126_39,
37,121_61_111101,19.098384,39_126_39,
37,121_61_111011,19.090622,39_126_39,
37,327_61_101111,19.073722,39_126_39,
37,1118_61_110111,19.071514,39_126_39,
37,824_5_110011,19.056401,39_28_86_28_39,
37,1050_61_110011,19.049036,39_126_39,
37,824_5_111011,19.027333,39_126_39,
37,327_61_111011,19.011601,39_126_39,
37,1050_61_101110,18.984219,39_126_39,
37,579_5_110011,18.858774,39_126_39,
37,824_5_110111,18.785070,39_126_39,
37,1050_61_010111,18.662751,39_50_86_28_39,
37,121_61_110011,18.631152,39_126_39,
37,824_61_001110,18.262692,39_28_86_28_39,
37,121_61_010001,18.083740,39_28_86_28_39,
37,824_61_011000,17.971950,39_28_86_28_39,
37,327_634_101111,17.569102,39_28_86_15_39,
37,121_1174_110111,17.302942,39_28_86_15_39,
37,121_267_110111,17.189080,39_3_86_28_39,
37,327_61_010000,17.140381,39_3_86_28_39,
37,824_676_101111,17.115303,39_29_86_28_39,
37,824_612_101111,16.699162,39_28_86_15_39,
38,1050_61_110111,19.423178,39_126_39,
38,184_61_111011,19.383721,39_126_39,
38,1050_61_111011,19.381387,39_126_39,
38,121_61_110111,19.327829,39_126_39,
38,1050_61_111101,19.245479,39_126_39,
38,1050_61_101111,19.228769,39_126_39,
38,121_61_101111,19.228431,39_126_39,
38,824_61_111011,19.192919,39_126_39,
38,185_61_111101,19.180644,39_126_39,
38,824_61_101111,19.101043,39_126_39,
38,121_61_111101,19.098384,39_126_39,
38,121_61_111011,19.090622,39_126_39,
38,327_61_101111,19.073722,39_126_39,
38,1118_61_110111,19.071514,39_126_39,
38,824_5_110011,19.056401,39_28_86_28_39,
38,327_61_111101,19.056134,39_126_39,
38,1050_61_110011,19.049036,39_126_39,
38,824_61_110011,18.984621,39_28_86_15_39,
38,1050_61_101001,18.798912,39_28_86_28_39,
38,1050_61_011001,18.753552,39_28_86_28_39,
38,121_61_110011,18.631152,39_126_39,
38,1050_61_001101,18.521279,39_28_86_28_39,
38,327_61_110011,18.498968,39_126_39,
38,1050_61_001110,18.412820,39_28_86_28_39,
38,327_61_111010,18.252463,39_126_39,
38,327_61_011101,18.162563,39_126_39,
38,1118_61_101010,18.159280,39_126_39,
38,121_61_001101,18.085738,39_126_39,
38,1050_234_111101,17.451964,39_28_86_28_39,
