gen,filename,PCE,acceptor
38,1050_1133_110011,17.171282,39_28_86_28_39,
38,824_1209_101111,16.928161,39_28_86_28_39,
38,184_712_110011,16.730721,39_28_86_28_39,
39,1050_61_110111,19.423178,39_126_39,
39,184_61_111011,19.383721,39_126_39,
39,1050_61_111011,19.381387,39_126_39,
39,121_61_110111,19.327829,39_126_39,
39,1050_61_111101,19.245479,39_126_39,
39,1050_61_101111,19.228769,39_126_39,
39,121_61_101111,19.228431,39_126_39,
39,824_61_111011,19.192919,39_126_39,
39,185_61_111101,19.180644,39_126_39,
39,687_61_101111,19.132746,39_126_39,
39,824_61_101111,19.101043,39_126_39,
39,121_61_111101,19.098384,39_126_39,
39,121_61_111011,19.090622,39_126_39,
39,327_61_101111,19.073722,39_126_39,
39,1118_61_110111,19.071514,39_126_39,
39,824_5_110011,19.056401,39_28_86_28_39,
39,327_61_111101,19.056134,39_126_39,
39,1050_5_110011,18.908841,39_28_86_28_39,
39,121_61_101101,18.825243,39_126_39,
39,1118_61_110110,18.645221,39_126_39,
39,121_61_110011,18.631152,39_126_39,
39,824_524_110111,18.590523,39_28_86_28_39,
39,121_61_110010,18.470217,39_28_86_28_39,
39,824_5_101010,18.456154,39_28_86_28_39,
39,121_61_111000,18.324554,39_28_86_28_39,
39,184_61_011100,18.137835,39_28_86_28_39,
39,1050_893_111011,17.699824,39_28_86_28_39,
39,327_5_000101,17.642447,39_28_86_28_39,
39,824_330_101111,17.102210,39_126_39,
39,824_368_101111,16.866823,39_15_86_28_39,
39,121_855_111011,16.607160,39_28_86_28_39,
39,121_909_110011,16.190199,39_28_86_28_39,
40,1050_61_110111,19.423178,39_126_39,
40,184_61_111011,19.383721,39_126_39,
40,1050_61_111011,19.381387,39_126_39,
40,121_61_110111,19.327829,39_126_39,
40,1050_61_111101,19.245479,39_126_39,
40,1050_61_101111,19.228769,39_126_39,
40,121_61_101111,19.228431,39_126_39,
40,934_61_111011,19.214890,39_126_39,
40,824_61_111011,19.192919,39_126_39,
40,185_61_111101,19.180644,39_126_39,
40,687_61_101111,19.132746,39_126_39,
40,824_61_101111,19.101043,39_126_39,
40,121_61_111101,19.098384,39_126_39,
40,121_61_111011,19.090622,39_126_39,
40,327_61_101111,19.073722,39_126_39,
40,1118_61_110111,19.071514,39_126_39,
40,824_5_110011,19.056401,39_28_86_28_39,
40,1050_61_110011,19.049036,39_126_39,
40,121_61_111110,19.037598,39_126_39,
40,327_61_111011,19.011601,39_126_39,
40,1050_5_101111,18.992521,39_126_39,
40,1050_5_111101,18.891084,39_126_39,
40,824_5_101111,18.883396,39_126_39,
40,1084_61_101111,18.821155,39_126_39,
40,121_61_001111,18.693193,39_28_86_28_39,
40,1050_61_101000,18.314855,39_28_86_28_39,
40,1118_5_110011,18.252130,39_126_39,
40,1050_200_110111,17.818150,39_28_86_28_39,
40,121_61_011000,17.764804,39_28_86_28_39,
40,1050_742_111101,16.943816,39_126_39,
40,185_1014_111101,16.835923,39_28_86_28_39,
40,1121_61_111101,0.000000,bad file,
41,1050_61_110111,19.423178,39_126_39,
41,687_61_111101,19.405331,39_126_39,
41,184_61_111011,19.383721,39_126_39,
41,1050_61_111011,19.381387,39_126_39,
41,121_61_110111,19.327829,39_126_39,
41,1050_61_111101,19.245479,39_126_39,
41,1050_61_101111,19.228769,39_126_39,
41,121_61_101111,19.228431,39_126_39,
41,934_61_111011,19.214890,39_126_39,
41,824_61_111011,19.192919,39_126_39,
41,185_61_111101,19.180644,39_126_39,
41,112_61_111011,19.154851,39_126_39,
41,687_61_101111,19.132746,39_126_39,
41,824_61_101111,19.101043,39_126_39,
41,121_61_111101,19.098384,39_126_39,
41,121_61_111011,19.090622,39_126_39,
41,1113_61_101111,19.083337,39_126_39,
41,327_61_101111,19.073722,39_126_39,
41,1118_61_110111,19.071514,39_126_39,
41,327_61_111011,19.011601,39_126_39,
41,1050_61_110010,18.436363,39_28_86_28_39,
41,1118_61_110010,18.249419,39_126_39,
41,824_870_111011,18.224913,39_126_39,
41,934_61_011000,18.095229,39_28_86_28_39,
41,824_61_000110,18.011945,39_28_86_28_39,
41,185_61_000101,17.936307,39_28_86_28_39,
41,327_61_011000,17.535189,39_126_39,
41,184_1183_111011,17.480409,39_126_39,
41,121_532_101111,17.361237,39_28_86_28_39,
41,121_1203_110111,17.127789,39_28_86_28_39,
41,1118_460_110111,17.098334,39_28_86_28_39,
41,824_114_111101,16.752409,39_28_86_28_39,
42,1050_61_110111,19.423178,39_126_39,
42,687_61_111101,19.405331,39_126_39,
42,184_61_111011,19.383721,39_126_39,
42,1050_61_111011,19.381387,39_126_39,
42,121_61_110111,19.327829,39_126_39,
42,1050_61_111101,19.245479,39_126_39,
42,1050_61_101111,19.228769,39_126_39,
42,121_61_101111,19.228431,39_126_39,
42,934_61_111011,19.214890,39_126_39,
42,687_61_111011,19.206562,39_126_39,
42,824_61_111011,19.192919,39_126_39,
42,185_61_111101,19.180644,39_126_39,
42,112_61_111011,19.154851,39_126_39,
42,687_61_101111,19.132746,39_126_39,
42,824_61_101111,19.101043,39_126_39,
42,121_61_111101,19.098384,39_126_39,
42,121_61_111011,19.090622,39_126_39,
42,687_1125_101111,18.902716,39_126_39,
42,121_61_101110,18.643448,39_126_39,
42,185_61_111000,18.425939,39_28_86_28_39,
42,1050_61_000101,18.243344,39_28_86_28_39,
42,121_61_101100,18.226258,39_126_39,
42,121_1093_111011,18.062797,39_28_86_28_39,
42,1050_345_110111,17.714089,39_28_86_28_39,
42,824_61_100000,17.624310,39_28_86_28_39,
42,1050_983_111101,17.563123,39_28_86_28_39,
42,184_497_111101,17.524802,39_126_39,
42,121_61_000000,17.156373,39_28_86_28_39,
42,687_895_111101,16.926717,39_28_86_28_39,
42,1050_564_110111,16.884325,39_28_86_15_39,
42,121_1100_101111,16.644790,39_28_86_28_39,
42,687_280_101111,15.839499,39_28_86_28_39,
43,1050_61_110111,19.423178,39_126_39,
43,687_61_111101,19.405331,39_126_39,
43,184_61_111011,19.383721,39_126_39,
43,1050_61_111011,19.381387,39_126_39,
43,121_61_110111,19.327829,39_126_39,
43,1050_61_111101,19.245479,39_126_39,
43,1050_61_101111,19.228769,39_126_39,
43,121_61_101111,19.228431,39_126_39,
43,934_61_111011,19.214890,39_126_39,
43,687_61_111011,19.206562,39_126_39,
43,824_61_111011,19.192919,39_126_39,
43,185_61_111101,19.180644,39_126_39,
43,112_61_111011,19.154851,39_126_39,
43,687_61_101111,19.132746,39_126_39,
43,824_61_101111,19.101043,39_126_39,
43,121_61_111101,19.098384,39_126_39,
43,1050_61_011011,18.753153,39_126_39,
43,1050_61_111000,18.670961,39_28_86_28_39,
43,1050_61_010111,18.662751,39_50_86_28_39,
43,934_61_100101,18.509104,39_126_39,
43,121_61_011011,18.461934,39_126_39,
43,1050_61_110010,18.436363,39_28_86_28_39,
43,687_61_011011,18.409644,39_126_39,
43,121_61_010101,18.097859,39_126_39,
43,824_61_010100,18.096758,39_28_86_28_39,
43,934_61_011000,18.095229,39_28_86_28_39,
43,121_61_010100,17.796451,39_28_86_28_39,
43,687_231_101111,17.673616,39_28_86_28_39,
43,687_199_101111,17.314327,39_126_39,
43,687_652_111011,17.037439,39_28_86_28_39,
43,121_727_101111,16.789864,39_126_39,
43,121_707_110111,15.902638,39_28_86_28_39,
44,1050_61_110111,19.423178,39_126_39,
44,687_61_111101,19.405331,39_126_39,
44,184_61_111011,19.383721,39_126_39,
44,1050_61_111011,19.381387,39_126_39,
44,121_61_110111,19.327829,39_126_39,
44,1050_61_111101,19.245479,39_126_39,
44,1050_61_101111,19.228769,39_126_39,
44,121_61_101111,19.228431,39_126_39,
44,934_61_111011,19.214890,39_126_39,
44,687_61_111011,19.206562,39_126_39,
44,824_61_111011,19.192919,39_126_39,
44,185_61_111101,19.180644,39_126_39,
44,112_61_111011,19.154851,39_126_39,
44,687_61_101111,19.132746,39_126_39,
44,824_61_101111,19.101043,39_126_39,
44,121_61_111101,19.098384,39_126_39,
44,121_61_111011,19.090622,39_126_39,
44,687_61_110111,19.025443,39_126_39,
44,1050_61_101001,18.798912,39_28_86_28_39,
44,824_61_001101,18.319686,39_126_39,
44,687_61_100110,18.138421,39_126_39,
44,121_61_100001,18.105326,39_28_86_28_39,
44,121_61_110000,17.883122,39_28_86_28_39,
44,824_520_101111,17.597376,39_126_39,
44,121_689_111011,17.329614,39_15_86_28_39,
44,112_178_111011,17.242544,39_28_86_28_39,
44,121_939_110111,17.220705,39_28_86_28_39,
44,824_1021_111011,17.021197,39_28_86_28_39,
44,687_330_111101,16.985049,39_3_86_28_39,
44,1050_266_101111,16.711945,39_126_39,
44,1050_459_101111,16.580789,39_28_86_28_39,
44,1050_529_111011,16.240315,39_28_86_28_39,
45,1050_61_110111,19.423178,39_126_39,
45,687_61_111101,19.405331,39_126_39,
45,184_61_111011,19.383721,39_126_39,
45,1050_61_111011,19.381387,39_126_39,
45,121_61_110111,19.327829,39_126_39,
45,1050_61_111101,19.245479,39_126_39,
45,1050_61_101111,19.228769,39_126_39,
45,121_61_101111,19.228431,39_126_39,
45,934_61_111011,19.214890,39_126_39,
45,687_61_111011,19.206562,39_126_39,
45,824_61_111011,19.192919,39_126_39,
45,185_61_111101,19.180644,39_126_39,
45,112_61_111011,19.154851,39_126_39,
45,687_61_101111,19.132746,39_126_39,
45,17_61_101111,19.130613,39_126_39,
45,824_61_101111,19.101043,39_126_39,
45,121_61_111101,19.098384,39_126_39,
45,687_61_110111,19.025443,39_126_39,
45,121_61_011011,18.461934,39_126_39,
45,185_61_011001,18.312078,39_126_39,
45,687_61_101001,18.284853,39_28_86_28_39,
45,121_61_011010,18.176120,39_126_39,
45,824_61_000011,18.111223,39_28_86_28_39,
45,687_61_111000,18.087425,39_28_86_28_39,
45,121_61_000101,17.913337,39_28_86_28_39,
45,687_61_001100,17.891428,39_28_86_28_39,
45,185_61_001100,17.736269,39_126_39,
45,121_802_111011,17.687718,39_28_86_28_39,
45,121_61_001000,17.403977,39_28_86_28_39,
45,121_92_111101,17.116483,39_28_86_29_39,
45,687_109_111011,16.833776,39_28_86_28_39,
45,934_1105_111101,16.539840,39_15_86_28_39,
46,1050_61_110111,19.423178,39_126_39,
46,687_61_111101,19.405331,39_126_39,
46,184_61_111011,19.383721,39_126_39,
46,1050_61_111011,19.381387,39_126_39,
46,121_61_110111,19.327829,39_126_39,
46,1050_61_111101,19.245479,39_126_39,
46,1050_61_101111,19.228769,39_126_39,
46,121_61_101111,19.228431,39_126_39,
46,934_61_111011,19.214890,39_126_39,
46,687_61_111011,19.206562,39_126_39,
46,824_61_111011,19.192919,39_126_39,
46,17_61_111101,19.187749,39_126_39,
46,185_61_111101,19.180644,39_126_39,
46,112_61_111011,19.154851,39_126_39,
46,687_61_101111,19.132746,39_126_39,
46,17_61_101111,19.130613,39_126_39,
46,824_61_101111,19.101043,39_126_39,
46,121_61_111011,19.090622,39_126_39,
46,687_61_110111,19.025443,39_126_39,
46,1050_61_111100,18.677739,39_126_39,
46,687_61_111001,18.663902,39_3_86_28_39,
46,17_61_011001,18.430777,39_28_86_28_39,
46,121_1001_101111,18.172289,39_28_86_15_39,
46,17_61_100010,18.082139,39_28_86_28_39,
46,934_61_100000,17.704064,39_28_86_28_39,
46,1050_61_000100,17.689628,39_28_86_28_39,
46,121_63_101111,17.688119,39_126_39,
46,185_1206_111011,17.631830,39_15_86_28_39,
46,824_61_010000,17.426167,39_28_86_28_39,
46,687_700_101111,17.036162,39_126_39,
46,121_982_110111,17.012973,39_126_39,
46,1050_560_111011,15.984971,39_28_86_28_39,
47,1050_61_110111,19.423178,39_126_39,
47,687_61_111101,19.405331,39_126_39,
47,184_61_111011,19.383721,39_126_39,
47,1050_61_111011,19.381387,39_126_39,
47,121_61_110111,19.327829,39_126_39,
47,1050_61_111101,19.245479,39_126_39,
47,1050_61_101111,19.228769,39_126_39,
47,121_61_101111,19.228431,39_126_39,
47,934_61_111011,19.214890,39_126_39,
47,687_61_111011,19.206562,39_126_39,
47,824_61_111011,19.192919,39_126_39,
47,17_61_111101,19.187749,39_126_39,
47,17_61_110111,19.187223,39_126_39,
47,185_61_111101,19.180644,39_126_39,
47,112_61_111011,19.154851,39_126_39,
47,687_61_101111,19.132746,39_126_39,
47,17_61_101111,19.130613,39_126_39,
47,121_61_111101,19.098384,39_126_39,
47,121_61_111011,19.090622,39_126_39,
47,824_61_100111,19.043426,39_28_86_28_39,
47,184_61_110111,19.026923,39_126_39,
47,687_61_110111,19.025443,39_126_39,
47,17_61_111011,19.006592,39_126_39,
47,121_35_110111,18.841557,39_28_86_15_39,
47,1050_61_100110,18.765411,39_28_86_28_39,
47,1050_61_011011,18.753153,39_126_39,
47,121_61_000111,18.117846,39_28_86_28_39,
47,1050_97_111011,17.917173,39_126_39,
47,121_1118_110111,17.436532,39_28_86_28_39,
47,1050_651_111011,17.259312,39_28_86_15_39,
47,17_1025_101111,16.662251,39_3_86_28_39,
47,184_445_111011,15.901459,39_28_86_15_39,
48,1050_61_110111,19.423178,39_126_39,
48,687_61_111101,19.405331,39_126_39,
48,184_61_111011,19.383721,39_126_39,
48,1050_61_111011,19.381387,39_126_39,
48,121_61_110111,19.327829,39_126_39,
48,1050_61_111101,19.245479,39_126_39,
48,1050_61_101111,19.228769,39_126_39,
48,121_61_101111,19.228431,39_126_39,
48,934_61_111011,19.214890,39_126_39,
48,687_61_111011,19.206562,39_126_39,
48,824_61_111011,19.192919,39_126_39,
48,17_61_111101,19.187749,39_126_39,
48,17_61_110111,19.187223,39_126_39,
48,185_61_111101,19.180644,39_126_39,
48,112_61_111011,19.154851,39_126_39,
48,687_61_101111,19.132746,39_126_39,
48,121_61_111101,19.098384,39_126_39,
48,184_61_110111,19.026923,39_126_39,
48,1050_61_110001,18.881280,39_28_86_28_39,
48,17_61_110101,18.578923,39_126_39,
48,121_61_011010,18.176120,39_126_39,
48,121_61_100001,18.105326,39_28_86_28_39,
48,184_289_111011,18.035662,39_29_86_28_39,
48,1050_618_111011,18.027356,39_28_86_28_39,
48,1050_61_010000,17.942482,39_28_86_28_39,
48,1050_61_000000,17.460278,39_28_86_28_39,
48,1050_824_111011,17.007848,39_28_86_28_39,
48,824_1136_111011,16.875447,39_126_39,
48,112_400_111011,16.711615,39_126_39,
48,184_1015_111011,16.454569,39_126_39,
48,1050_1012_111011,16.232535,39_126_39,
48,934_426_111101,16.102847,39_28_86_28_39,
49,1050_61_110111,19.423178,39_126_39,
49,687_61_111101,19.405331,39_126_39,
49,184_61_111011,19.383721,39_126_39,
49,1050_61_111011,19.381387,39_126_39,
49,121_61_110111,19.327829,39_126_39,
49,1050_61_111101,19.245479,39_126_39,
49,1050_61_101111,19.228769,39_126_39,
49,121_61_101111,19.228431,39_126_39,
49,934_61_111011,19.214890,39_126_39,
49,687_61_111011,19.206562,39_126_39,
49,824_61_111011,19.192919,39_126_39,
49,17_61_111101,19.187749,39_126_39,
49,17_61_110111,19.187223,39_126_39,
49,185_61_111101,19.180644,39_126_39,
49,112_61_111011,19.154851,39_126_39,
49,687_61_101111,19.132746,39_126_39,
49,121_61_111101,19.098384,39_126_39,
49,1050_61_100101,18.849066,39_28_86_28_39,
49,687_61_101101,18.694055,39_126_39,
49,17_61_101011,18.661628,39_126_39,
49,1050_61_010101,18.489739,39_126_39,
49,1050_61_011000,18.214849,39_28_86_28_39,
49,687_61_100101,18.202416,39_28_86_28_39,
49,112_61_001001,18.054476,39_28_86_28_39,
49,17_61_100001,17.918599,39_28_86_28_39,
49,121_654_110111,17.573201,39_28_86_28_39,
49,184_938_111101,17.465390,39_28_86_15_39,
49,121_464_111011,17.429945,39_126_39,
49,687_385_110111,16.897738,39_28_86_28_39,
49,184_1101_101111,16.566448,39_15_86_28_39,
49,17_977_111101,16.507886,39_126_39,
49,1050_925_111011,16.330200,39_3_86_28_39,
50,1050_61_110111,19.423178,39_126_39,
50,687_61_111101,19.405331,39_126_39,
50,184_61_111011,19.383721,39_126_39,
50,1050_61_111011,19.381387,39_126_39,
50,121_61_110111,19.327829,39_126_39,
50,1050_61_111101,19.245479,39_126_39,
50,1050_61_101111,19.228769,39_126_39,
50,121_61_101111,19.228431,39_126_39,
50,934_61_111011,19.214890,39_126_39,
50,687_61_111011,19.206562,39_126_39,
50,824_61_111011,19.192919,39_126_39,
50,17_61_111101,19.187749,39_126_39,
50,17_61_110111,19.187223,39_126_39,
50,185_61_111101,19.180644,39_126_39,
50,112_61_111011,19.154851,39_126_39,
50,687_61_101111,19.132746,39_126_39,
50,121_61_111101,19.098384,39_126_39,
50,121_61_111011,19.090622,39_126_39,
50,17_61_111011,19.006592,39_126_39,
50,17_61_011111,18.967475,39_126_39,
50,687_61_110110,18.759111,39_126_39,
50,824_61_110110,18.616884,39_126_39,
50,824_61_001101,18.319686,39_126_39,
50,1050_61_010100,18.294434,39_28_86_28_39,
50,687_61_101001,18.284853,39_28_86_28_39,
50,112_555_101111,18.133863,39_126_39,
50,185_435_101111,18.074808,39_126_39,
50,934_81_111101,17.788734,39_126_39,
50,121_61_000001,17.591729,39_28_86_28_39,
50,1050_61_000000,17.460278,39_28_86_28_39,
50,112_296_111011,17.315955,39_126_39,
50,824_644_111011,16.944892,39_28_86_28_39,
51,1050_61_110111,19.423178,39_126_39,
51,687_61_111101,19.405331,39_126_39,
51,184_61_111011,19.383721,39_126_39,
51,1050_61_111011,19.381387,39_126_39,
51,121_61_110111,19.327829,39_126_39,
51,1050_61_111101,19.245479,39_126_39,
51,1050_61_101111,19.228769,39_126_39,
51,121_61_101111,19.228431,39_126_39,
51,934_61_111011,19.214890,39_126_39,
51,687_61_111011,19.206562,39_126_39,
51,824_61_111011,19.192919,39_126_39,
51,17_61_111101,19.187749,39_126_39,
51,17_61_110111,19.187223,39_126_39,
51,185_61_111101,19.180644,39_126_39,
51,112_61_111011,19.154851,39_126_39,
51,687_61_101111,19.132746,39_126_39,
51,687_61_110111,19.025443,39_126_39,
51,1050_61_111010,18.884542,39_126_39,
51,112_61_100011,18.747791,39_28_86_28_39,
51,687_61_101101,18.694055,39_126_39,
51,1050_61_001101,18.521279,39_28_86_28_39,
51,934_61_011010,18.413792,39_126_39,
51,17_61_011100,18.291014,39_28_86_28_39,
51,1050_61_000110,18.275485,39_28_86_28_39,
51,687_1043_111011,18.048410,39_28_86_28_39,
51,185_61_000101,17.936307,39_28_86_28_39,
51,1050_802_111101,17.849282,39_28_86_28_39,
51,687_61_000001,17.073280,39_28_86_28_39,
51,687_1157_111011,16.674853,39_126_39,
51,1050_418_111011,16.664351,39_126_39,
51,824_1030_111011,16.393468,39_28_86_28_39,
51,17_295_111101,16.197294,39_28_86_15_39,
52,1050_61_110111,19.423178,39_126_39,
52,687_61_111101,19.405331,39_126_39,
52,184_61_111011,19.383721,39_126_39,
52,1050_61_111011,19.381387,39_126_39,
52,121_61_110111,19.327829,39_126_39,
52,1050_61_111101,19.245479,39_126_39,
52,1050_61_101111,19.228769,39_126_39,
52,121_61_101111,19.228431,39_126_39,
52,934_61_111011,19.214890,39_126_39,
52,687_61_111011,19.206562,39_126_39,
52,824_61_111011,19.192919,39_126_39,
52,17_61_111101,19.187749,39_126_39,
52,17_61_110111,19.187223,39_126_39,
52,185_61_111101,19.180644,39_126_39,
52,112_61_111011,19.154851,39_126_39,
52,687_61_101111,19.132746,39_126_39,
52,17_61_101111,19.130613,39_126_39,
52,484_61_111101,19.050507,39_126_39,
52,184_61_110111,19.026923,39_126_39,
52,184_61_100111,18.742885,39_28_86_28_39,
52,824_61_010101,18.356242,39_126_39,
52,17_61_110010,18.339841,39_28_86_28_39,
52,112_61_111000,18.306450,39_28_86_28_39,
52,184_61_011010,18.229268,39_126_39,
52,184_61_001110,18.179140,39_28_86_28_39,
52,934_61_101000,18.074190,39_28_86_28_39,
52,687_61_011000,17.906712,39_28_86_28_39,
52,934_61_100000,17.704064,39_28_86_28_39,
52,17_760_111011,17.010244,39_126_39,
52,1050_953_111101,16.801524,39_126_39,
52,687_811_101111,16.546746,39_28_86_28_39,
52,1050_778_111101,16.154161,39_28_86_28_39,
53,1050_61_110111,19.423178,39_126_39,
53,687_61_111101,19.405331,39_126_39,
53,184_61_111011,19.383721,39_126_39,
53,1050_61_111011,19.381387,39_126_39,
53,121_61_110111,19.327829,39_126_39,
53,920_61_111011,19.264968,39_126_39,
53,1050_61_100111,19.255963,39_28_86_28_39,
53,1050_61_111101,19.245479,39_126_39,
53,1050_61_101111,19.228769,39_126_39,
53,121_61_101111,19.228431,39_126_39,
53,934_61_111011,19.214890,39_126_39,
53,687_61_111011,19.206562,39_126_39,
53,824_61_111011,19.192919,39_126_39,
53,17_61_111101,19.187749,39_126_39,
53,17_61_110111,19.187223,39_126_39,
53,185_61_111101,19.180644,39_126_39,
53,112_61_111011,19.154851,39_126_39,
53,687_61_101111,19.132746,39_126_39,
53,17_61_101111,19.130613,39_126_39,
53,121_61_111101,19.098384,39_126_39,
53,184_61_110111,19.026923,39_126_39,
53,687_61_110111,19.025443,39_126_39,
53,942_61_110111,18.798081,39_126_39,
53,1050_61_011011,18.753153,39_126_39,
53,121_61_110011,18.631152,39_126_39,
53,121_61_101010,18.210481,39_126_39,
53,687_61_000011,17.935401,39_28_86_28_39,
53,687_61_000010,17.368166,39_28_86_28_39,
53,1050_518_111101,17.076537,39_126_39,
53,184_16_111011,16.902291,39_28_86_28_39,
53,687_978_111011,16.494123,39_3_86_28_39,
53,687_1057_111101,0.000000,bad file,
54,1050_61_110111,19.423178,39_126_39,
54,687_61_111101,19.405331,39_126_39,
54,184_61_111011,19.383721,39_126_39,
54,1050_61_111011,19.381387,39_126_39,
54,920_61_110111,19.374986,39_126_39,
54,121_61_110111,19.327829,39_126_39,
54,920_61_111011,19.264968,39_126_39,
54,1050_61_100111,19.255963,39_28_86_28_39,
54,1050_61_111101,19.245479,39_126_39,
54,1050_61_101111,19.228769,39_126_39,
54,121_61_101111,19.228431,39_126_39,
54,934_61_111011,19.214890,39_126_39,
54,687_61_111011,19.206562,39_126_39,
54,824_61_111011,19.192919,39_126_39,
54,17_61_111101,19.187749,39_126_39,
54,17_61_110111,19.187223,39_126_39,
54,185_61_111101,19.180644,39_126_39,
54,920_61_100111,19.122471,39_28_86_28_39,
54,17_61_111011,19.006592,39_126_39,
54,920_61_010011,18.743472,39_28_86_28_39,
54,1050_61_101011,18.728859,39_126_39,
54,1050_61_111000,18.670961,39_28_86_28_39,
54,687_61_011110,18.635493,39_126_39,
54,1050_61_001110,18.412820,39_28_86_28_39,
54,1050_61_100100,18.257302,39_28_86_28_39,
54,17_286_111101,18.252707,39_126_39,
54,185_61_010100,17.844782,39_126_39,
54,17_61_010000,17.450876,39_28_86_28_39,
54,184_388_110111,17.437799,39_28_86_28_39,
54,1050_904_110111,17.303217,39_28_86_28_39,
54,1050_1157_100111,16.999295,39_28_86_28_39,
54,1050_742_111011,16.995176,39_126_39,
55,1050_61_110111,19.423178,39_126_39,
55,687_61_111101,19.405331,39_126_39,
55,184_61_111011,19.383721,39_126_39,
55,1050_61_111011,19.381387,39_126_39,
55,920_61_110111,19.374986,39_126_39,
55,121_61_110111,19.327829,39_126_39,
55,920_61_111011,19.264968,39_126_39,
55,1050_61_100111,19.255963,39_28_86_28_39,
55,1050_61_111101,19.245479,39_126_39,
55,1050_61_101111,19.228769,39_126_39,
55,121_61_101111,19.228431,39_126_39,
55,934_61_111011,19.214890,39_126_39,
55,687_61_111011,19.206562,39_126_39,
55,824_61_111011,19.192919,39_126_39,
55,17_61_111101,19.187749,39_126_39,
55,17_61_110111,19.187223,39_126_39,
55,17_61_101111,19.130613,39_126_39,
55,121_61_111101,19.098384,39_126_39,
55,121_61_111011,19.090622,39_126_39,
55,17_61_111011,19.006592,39_126_39,
55,934_61_100111,18.838163,39_126_39,
55,1050_488_101111,18.780776,39_28_86_28_39,
55,121_61_100111,18.673616,39_126_39,
55,687_61_100111,18.611147,39_3_86_28_39,
55,934_61_100010,18.274938,39_28_86_28_39,
55,824_61_001001,18.129471,39_28_86_28_39,
55,17_61_011000,18.119027,39_28_86_28_39,
55,1050_692_110111,17.651883,39_126_39,
55,17_61_000010,17.584355,39_28_86_28_39,
55,184_460_111011,16.812829,39_28_86_28_39,
55,184_1136_101111,16.472304,39_126_39,
55,934_865_101111,15.883653,39_28_86_28_39,
56,1050_61_110111,19.423178,39_126_39,
56,687_61_111101,19.405331,39_126_39,
56,184_61_111011,19.383721,39_126_39,
56,1050_61_111011,19.381387,39_126_39,
56,920_61_110111,19.374986,39_126_39,
56,121_61_110111,19.327829,39_126_39,
56,920_61_111011,19.264968,39_126_39,
56,1050_61_100111,19.255963,39_28_86_28_39,
56,1050_61_111101,19.245479,39_126_39,
56,1050_61_101111,19.228769,39_126_39,
56,121_61_101111,19.228431,39_126_39,
56,934_61_111011,19.214890,39_126_39,
56,687_61_111011,19.206562,39_126_39,
56,824_61_111011,19.192919,39_126_39,
56,17_61_111101,19.187749,39_126_39,
56,17_61_110111,19.187223,39_126_39,
56,121_61_111101,19.098384,39_126_39,
56,6_61_111011,19.055626,39_126_39,
56,687_61_110111,19.025443,39_126_39,
56,263_61_111011,18.988922,39_126_39,
56,184_61_100111,18.742885,39_28_86_28_39,
56,121_61_100111,18.673616,39_126_39,
56,1050_61_110110,18.668779,39_28_86_15_39,
56,1050_830_111101,18.565195,39_126_39,
56,1050_61_011010,18.514608,39_126_39,
56,1050_1125_111011,18.169748,39_126_39,
56,687_61_100110,18.138421,39_126_39,
56,17_61_100010,18.082139,39_28_86_28_39,
56,121_61_000000,17.156373,39_28_86_28_39,
56,687_61_000001,17.073280,39_28_86_28_39,
56,824_966_111011,17.029516,39_28_86_28_39,
56,687_566_111101,16.626683,39_28_86_28_39,
57,1050_99_100111,20.623266,39_28_86_28_39,
57,1050_61_110111,19.423178,39_126_39,
57,687_61_111101,19.405331,39_126_39,
57,184_61_111011,19.383721,39_126_39,
57,1050_61_111011,19.381387,39_126_39,
57,920_61_110111,19.374986,39_126_39,
57,121_61_110111,19.327829,39_126_39,
57,920_61_101111,19.274726,39_126_39,
57,920_61_111011,19.264968,39_126_39,
57,1050_61_100111,19.255963,39_28_86_28_39,
57,1050_61_111101,19.245479,39_126_39,
57,1050_61_101111,19.228769,39_126_39,
57,121_61_101111,19.228431,39_126_39,
57,934_61_111011,19.214890,39_126_39,
57,687_61_111011,19.206562,39_126_39,
57,824_61_111011,19.192919,39_126_39,
57,17_61_111101,19.187749,39_126_39,
57,17_61_110111,19.187223,39_126_39,
57,824_61_101111,19.101043,39_126_39,
57,121_61_111011,19.090622,39_126_39,
57,17_61_111011,19.006592,39_126_39,
57,687_61_001111,18.827767,39_28_86_28_39,
57,920_61_011011,18.809649,39_126_39,
57,1050_61_001011,18.628031,39_28_86_28_39,
57,687_61_100111,18.611147,39_3_86_28_39,
57,121_61_100001,18.105326,39_28_86_28_39,
57,17_1173_111011,18.031001,39_126_39,
57,934_61_010100,17.910509,39_126_39,
57,121_61_000110,17.868162,39_28_86_28_39,
57,1050_599_110111,17.807451,39_28_86_28_39,
57,934_1015_111011,17.004267,39_126_39,
57,1050_886_111101,0.000000,bad file,
58,1050_99_100111,20.623266,39_28_86_28_39,
58,121_99_100111,20.063561,39_28_86_15_39,
58,934_99_100111,20.054656,39_28_86_29_39,
58,1050_61_110111,19.423178,39_126_39,
58,687_61_111101,19.405331,39_126_39,
58,184_61_111011,19.383721,39_126_39,
58,1050_61_111011,19.381387,39_126_39,
58,920_61_110111,19.374986,39_126_39,
58,121_61_110111,19.327829,39_126_39,
58,920_61_101111,19.274726,39_126_39,
58,920_61_111011,19.264968,39_126_39,
58,1050_61_100111,19.255963,39_28_86_28_39,
58,1050_61_111101,19.245479,39_126_39,
