gen,filename,PCE,donor
21,39_134_39,18.695887,PBCT-2F,
21,39_100_65,18.640794,PBCT-2F,
21,39_130_64,18.629697,PBCT-2F,
21,39_135_65,18.606898,PBCT-2F,
21,39_130_65,18.599376,PBCT-2F,
21,39_135_64,18.541483,PBCT-2F,
21,39_135_9,18.484910,PBCT-2F,
21,39_92_39,18.483326,PBCT-2F,
21,39_100_64,18.457056,PBCT-2F,
21,39_130_60,18.451285,PBCT-2F,
21,39_135_66,18.431560,PBCT-2F,
21,39_113_65,18.277765,PBCT-2F,
21,39_100_56,18.277426,PBCT-2F,
21,39_100_35,17.886542,PBCT-2F,
21,39_130_50,17.748417,PBCT-2F,
21,39_130_51,17.660927,PBCT-2F,
21,39_92_65,17.265853,PBCT-2F,
21,63_118_64,17.013982,PBCT-2F,
21,39_92_51,16.632941,D18,
21,39_20_39,16.510013,PBCT-2F,
21,39_8_39,16.479022,PBCT-2F,
21,39_66_66,15.877134,PBCT-2F,
21,39_66_66,15.877134,PBCT-2F,
21,39_72_60,15.318398,D18,
21,39_93_66,14.983212,PBB-F,
22,39_135_39,19.817874,PBCT-2F,
22,39_130_39,19.782828,PBCT-2F,
22,39_100_39,19.613084,PBCT-2F,
22,39_118_39,19.526517,PBCT-2F,
22,39_115_39,19.422893,PBCT-2F,
22,39_113_39,19.364376,PBCT-2F,
22,39_108_39,18.755653,PBCT-2F,
22,39_134_39,18.695887,PBCT-2F,
22,39_100_65,18.640794,PBCT-2F,
22,39_130_64,18.629697,PBCT-2F,
22,39_135_65,18.606898,PBCT-2F,
22,39_130_65,18.599376,PBCT-2F,
22,39_135_64,18.541483,PBCT-2F,
22,39_135_9,18.484910,PBCT-2F,
22,39_92_39,18.483326,PBCT-2F,
22,39_100_64,18.457056,PBCT-2F,
22,39_130_49,18.455191,PBCT-2F,
22,39_135_54,18.344816,PBCT-2F,
22,39_100_47,18.133885,PBCT-2F,
22,39_135_44,18.107162,PBCT-2F,
22,39_135_17,18.086772,PBCT-2F,
22,39_130_67,17.974209,PBCT-2F,
22,39_135_34,17.969895,PBCT-2F,
22,39_113_64,17.959093,PBCT-2F,
22,39_113_64,17.959093,PBCT-2F,
22,39_135_57,17.762804,PBCT-2F,
22,39_108_65,17.601703,PBCT-2F,
22,39_115_50,17.511977,PBCT-2F,
22,39_108_28,17.242915,PBCT-2F,
22,39_106_65,17.241065,PBCT-2F,
22,39_3_39,16.234462,D18,
22,39_65_65,16.008217,PBCT-2F,
23,39_135_39,19.817874,PBCT-2F,
23,39_130_39,19.782828,PBCT-2F,
23,39_100_39,19.613084,PBCT-2F,
23,39_118_39,19.526517,PBCT-2F,
23,39_115_39,19.422893,PBCT-2F,
23,39_113_39,19.364376,PBCT-2F,
23,39_108_39,18.755653,PBCT-2F,
23,39_37_39,18.726188,PBCT-2F,
23,39_134_39,18.695887,PBCT-2F,
23,39_100_65,18.640794,PBCT-2F,
23,39_130_64,18.629697,PBCT-2F,
23,39_135_65,18.606898,PBCT-2F,
23,39_130_65,18.599376,PBCT-2F,
23,39_135_64,18.541483,PBCT-2F,
23,39_135_9,18.484910,PBCT-2F,
23,39_92_39,18.483326,PBCT-2F,
23,39_100_64,18.457056,PBCT-2F,
23,39_118_65,18.385113,PBCT-2F,
23,39_135_15,18.220507,PBCT-2F,
23,64_113_39,18.113454,PBCT-2F,
23,39_130_34,17.979794,PBCT-2F,
23,68_100_39,17.941060,PBCT-2F,
23,39_100_31,17.711183,PBCT-2F,
23,39_108_62,17.630773,PBCT-2F,
23,39_135_19,17.515892,PBCT-2F,
23,23_115_39,17.482012,PBCT-2F,
23,39_135_48,17.371996,PBCT-2F,
23,39_108_64,17.269420,PBCT-2F,
23,44_100_9,16.752978,PBCT-2F,
23,5_134_39,16.619873,PBCT-2F,
23,39_72_39,16.559676,D18,
23,39_54_64,15.082268,PBCT-2F,
24,39_135_39,19.817874,PBCT-2F,
24,39_130_39,19.782828,PBCT-2F,
24,39_100_39,19.613084,PBCT-2F,
24,39_118_39,19.526517,PBCT-2F,
24,39_115_39,19.422893,PBCT-2F,
24,39_113_39,19.364376,PBCT-2F,
24,39_108_39,18.755653,PBCT-2F,
24,39_37_39,18.726188,PBCT-2F,
24,39_134_39,18.695887,PBCT-2F,
24,39_100_65,18.640794,PBCT-2F,
24,39_130_64,18.629697,PBCT-2F,
24,39_135_65,18.606898,PBCT-2F,
24,39_83_9,18.602879,PBCT-2F,
24,39_130_65,18.599376,PBCT-2F,
24,39_135_64,18.541483,PBCT-2F,
24,39_135_9,18.484910,PBCT-2F,
24,39_92_39,18.483326,PBCT-2F,
24,39_100_56,18.277426,PBCT-2F,
24,39_130_41,18.208494,PBCT-2F,
24,39_57_65,18.108474,PBCT-2F,
24,37_135_39,18.028439,PBCT-2F,
24,62_134_39,17.558644,PBCT-2F,
24,39_115_16,17.487485,PBCT-2F,
24,39_134_65,17.309557,PBCT-2F,
24,39_134_64,17.274118,PBCT-2F,
24,39_134_1,17.247612,PBCT-2F,
24,45_135_9,16.906095,PBCT-2F,
24,39_134_18,16.581469,PBCT-2F,
24,39_65_65,16.008217,PBCT-2F,
24,39_65_65,16.008217,PBCT-2F,
24,39_64_64,15.960278,PBCT-2F,
24,39_9_9,15.026813,PBCT-2F,
25,39_83_39,19.947660,PBCT-2F,
25,39_135_39,19.817874,PBCT-2F,
25,39_130_39,19.782828,PBCT-2F,
25,39_100_39,19.613084,PBCT-2F,
25,39_118_39,19.526517,PBCT-2F,
25,39_115_39,19.422893,PBCT-2F,
25,39_113_39,19.364376,PBCT-2F,
25,39_108_39,18.755653,PBCT-2F,
25,39_37_39,18.726188,PBCT-2F,
25,39_134_39,18.695887,PBCT-2F,
25,39_100_65,18.640794,PBCT-2F,
25,39_130_64,18.629697,PBCT-2F,
25,39_135_65,18.606898,PBCT-2F,
25,39_83_9,18.602879,PBCT-2F,
25,39_130_65,18.599376,PBCT-2F,
25,39_135_64,18.541483,PBCT-2F,
25,39_115_64,18.525699,PBCT-2F,
25,39_135_9,18.484910,PBCT-2F,
25,12_115_39,18.330487,PBCT-2F,
25,28_118_39,18.060550,PBCT-2F,
25,39_130_68,17.969792,PBCT-2F,
25,39_130_24,17.907066,PBCT-2F,
25,39_108_65,17.601703,PBCT-2F,
25,39_113_50,17.394387,PBCT-2F,
25,39_44_39,17.321134,D18,
25,39_108_54,17.105889,PBCT-2F,
25,39_134_68,16.916003,PBCT-2F,
25,36_83_9,16.781972,PBCT-2F,
25,39_38_39,16.483060,PBCT-2F,
25,39_93_39,16.197586,D18,
25,39_65_65,16.008217,PBCT-2F,
25,39_23_64,14.896937,PBB-F,
26,39_83_39,19.947660,PBCT-2F,
26,39_135_39,19.817874,PBCT-2F,
26,39_130_39,19.782828,PBCT-2F,
26,39_100_39,19.613084,PBCT-2F,
26,39_118_39,19.526517,PBCT-2F,
26,39_115_39,19.422893,PBCT-2F,
26,39_113_39,19.364376,PBCT-2F,
26,39_108_39,18.755653,PBCT-2F,
26,39_83_64,18.730967,PBCT-2F,
26,39_37_39,18.726188,PBCT-2F,
26,39_134_39,18.695887,PBCT-2F,
26,39_100_65,18.640794,PBCT-2F,
26,39_130_64,18.629697,PBCT-2F,
26,39_135_65,18.606898,PBCT-2F,
26,39_83_9,18.602879,PBCT-2F,
26,39_130_65,18.599376,PBCT-2F,
26,39_115_65,18.574221,PBCT-2F,
26,39_135_64,18.541483,PBCT-2F,
26,39_135_9,18.484910,PBCT-2F,
26,39_100_64,18.457056,PBCT-2F,
26,39_130_56,18.447421,PBCT-2F,
26,39_130_12,18.301986,PBCT-2F,
26,17_130_39,18.157935,PBCT-2F,
26,39_83_57,17.692357,PBCT-2F,
26,39_108_65,17.601703,PBCT-2F,
26,39_115_58,17.586651,PBCT-2F,
26,39_5_39,17.477793,PBCT-2F,
26,45_108_39,16.956929,PBCT-2F,
26,39_65_65,16.008217,PBCT-2F,
26,39_65_65,16.008217,PBCT-2F,
26,39_12_9,15.636654,PBB-F,
26,39_9_9,15.026813,PBCT-2F,
27,39_83_39,19.947660,PBCT-2F,
27,39_135_39,19.817874,PBCT-2F,
27,39_130_39,19.782828,PBCT-2F,
27,39_100_39,19.613084,PBCT-2F,
27,39_118_39,19.526517,PBCT-2F,
27,39_115_39,19.422893,PBCT-2F,
27,39_113_39,19.364376,PBCT-2F,
27,39_108_39,18.755653,PBCT-2F,
27,39_83_64,18.730967,PBCT-2F,
27,39_37_39,18.726188,PBCT-2F,
27,39_134_39,18.695887,PBCT-2F,
27,39_100_65,18.640794,PBCT-2F,
27,39_130_64,18.629697,PBCT-2F,
27,39_135_65,18.606898,PBCT-2F,
27,39_83_9,18.602879,PBCT-2F,
27,39_130_65,18.599376,PBCT-2F,
27,46_130_39,18.358846,PBCT-2F,
27,39_135_54,18.344816,PBCT-2F,
27,39_113_37,17.733267,PBCT-2F,
27,39_108_65,17.601703,PBCT-2F,
27,39_115_5,17.537639,PBCT-2F,
27,39_65_39,17.418142,PBCT-2F,
27,39_118_52,17.356367,PBCT-2F,
27,9_130_65,17.353455,PBCT-2F,
27,39_134_64,17.274118,PBCT-2F,
27,60_100_65,17.031299,PBCT-2F,
27,39_108_34,17.022987,PBCT-2F,
27,20_134_39,16.978680,PBCT-2F,
27,39_31_39,16.919406,D18,
27,39_37_67,16.891250,D18,
27,39_134_40,16.739245,PBCT-2F,
27,39_80_9,14.878200,PBB-F,
28,39_83_39,19.947660,PBCT-2F,
28,39_135_39,19.817874,PBCT-2F,
28,39_130_39,19.782828,PBCT-2F,
28,39_100_39,19.613084,PBCT-2F,
28,39_118_39,19.526517,PBCT-2F,
28,39_115_39,19.422893,PBCT-2F,
28,39_113_39,19.364376,PBCT-2F,
28,39_108_39,18.755653,PBCT-2F,
28,39_83_64,18.730967,PBCT-2F,
28,39_37_39,18.726188,PBCT-2F,
28,39_134_39,18.695887,PBCT-2F,
28,39_100_65,18.640794,PBCT-2F,
28,39_130_64,18.629697,PBCT-2F,
28,39_135_65,18.606898,PBCT-2F,
28,39_83_9,18.602879,PBCT-2F,
28,39_130_65,18.599376,PBCT-2F,
28,39_118_65,18.385113,PBCT-2F,
28,39_118_65,18.385113,PBCT-2F,
28,39_83_36,18.249251,PBCT-2F,
28,39_135_11,18.234605,PBCT-2F,
28,39_83_17,18.179530,PBCT-2F,
28,39_118_64,18.128662,PBCT-2F,
28,39_115_49,18.015140,PBCT-2F,
28,39_100_8,17.856863,PBCT-2F,
28,39_100_7,17.783266,PBCT-2F,
28,39_130_7,17.779448,PBCT-2F,
28,39_113_58,17.672203,PBCT-2F,
28,39_130_31,17.643951,PBCT-2F,
28,39_130_21,17.532996,PBCT-2F,
28,39_135_21,17.499889,PBCT-2F,
28,39_37_65,17.386064,D18,
28,27_130_64,17.251603,PBCT-2F,
29,39_83_39,19.947660,PBCT-2F,
29,39_135_39,19.817874,PBCT-2F,
29,39_130_39,19.782828,PBCT-2F,
29,39_100_39,19.613084,PBCT-2F,
29,39_118_39,19.526517,PBCT-2F,
29,39_115_39,19.422893,PBCT-2F,
29,39_113_39,19.364376,PBCT-2F,
29,39_83_65,18.820530,PBCT-2F,
29,39_108_39,18.755653,PBCT-2F,
29,39_83_64,18.730967,PBCT-2F,
29,39_37_39,18.726188,PBCT-2F,
29,39_134_39,18.695887,PBCT-2F,
29,39_100_65,18.640794,PBCT-2F,
29,39_130_64,18.629697,PBCT-2F,
29,39_135_65,18.606898,PBCT-2F,
29,39_83_9,18.602879,PBCT-2F,
29,39_130_65,18.599376,PBCT-2F,
29,39_115_25,18.447233,PBCT-2F,
29,39_103_39,18.416613,PBCT-2F,
29,17_135_39,18.187728,PBCT-2F,
29,39_100_38,18.081066,PBCT-2F,
29,2_118_39,17.651003,PBCT-2F,
29,39_108_9,17.434789,PBCT-2F,
29,39_37_0,17.362437,PBCT-2F,
29,39_37_64,17.312773,PBCT-2F,
29,38_130_64,17.011961,PBCT-2F,
29,37_83_64,16.952576,D18,
29,39_137_39,16.824259,PBCT-2F,
29,39_108_24,16.728553,PBCT-2F,
29,31_135_65,16.482777,PBCT-2F,
29,39_64_64,15.960278,PBCT-2F,
29,39_73_65,15.832477,PBCT-2F,
30,39_83_39,19.947660,PBCT-2F,
30,39_135_39,19.817874,PBCT-2F,
30,39_130_39,19.782828,PBCT-2F,
30,39_100_39,19.613084,PBCT-2F,
30,39_118_39,19.526517,PBCT-2F,
30,39_115_39,19.422893,PBCT-2F,
30,39_113_39,19.364376,PBCT-2F,
30,39_83_65,18.820530,PBCT-2F,
30,39_108_39,18.755653,PBCT-2F,
30,39_83_64,18.730967,PBCT-2F,
30,39_37_39,18.726188,PBCT-2F,
30,39_134_39,18.695887,PBCT-2F,
30,39_100_65,18.640794,PBCT-2F,
30,39_130_64,18.629697,PBCT-2F,
30,39_135_65,18.606898,PBCT-2F,
30,39_83_9,18.602879,PBCT-2F,
30,39_115_65,18.574221,PBCT-2F,
30,39_135_58,18.004924,PBCT-2F,
30,10_135_39,17.994029,PBCT-2F,
30,39_120_39,17.495789,D18,
30,39_37_65,17.386064,D18,
30,39_134_65,17.309557,PBCT-2F,
30,39_113_19,17.152901,PBCT-2F,
30,67_135_65,16.753981,PBCT-2F,
30,39_122_39,16.058266,PBCT-2F,
30,39_65_65,16.008217,PBCT-2F,
30,39_65_65,16.008217,PBCT-2F,
30,39_64_64,15.960278,PBCT-2F,
30,39_64_64,15.960278,PBCT-2F,
30,39_49_65,15.495344,PBCT-2F,
30,39_9_9,15.026813,PBCT-2F,
30,39_55_65,15.003187,PBB-F,
31,39_83_39,19.947660,PBCT-2F,
31,39_135_39,19.817874,PBCT-2F,
31,39_130_39,19.782828,PBCT-2F,
31,39_100_39,19.613084,PBCT-2F,
31,39_118_39,19.526517,PBCT-2F,
31,39_115_39,19.422893,PBCT-2F,
31,39_113_39,19.364376,PBCT-2F,
31,39_83_65,18.820530,PBCT-2F,
31,39_108_39,18.755653,PBCT-2F,
31,39_83_64,18.730967,PBCT-2F,
31,39_37_39,18.726188,PBCT-2F,
31,39_134_39,18.695887,PBCT-2F,
31,39_100_65,18.640794,PBCT-2F,
31,39_130_64,18.629697,PBCT-2F,
31,39_135_65,18.606898,PBCT-2F,
31,39_83_9,18.602879,PBCT-2F,
31,39_130_65,18.599376,PBCT-2F,
31,39_115_64,18.525699,PBCT-2F,
31,39_115_64,18.525699,PBCT-2F,
31,39_118_65,18.385113,PBCT-2F,
31,39_100_61,18.373304,PBCT-2F,
31,39_118_35,17.781082,PBCT-2F,
31,39_37_0,17.362437,PBCT-2F,
31,39_118_5,17.281429,PBCT-2F,
31,39_118_5,17.281429,PBCT-2F,
31,39_134_9,17.246796,PBCT-2F,
31,39_67_39,17.202590,PBCT-2F,
31,39_108_4,17.106593,PBCT-2F,
31,32_83_64,17.100258,PBCT-2F,
31,39_76_65,15.486494,PBCT-2F,
31,39_123_64,15.327946,PBCT-2F,
31,39_9_9,15.026813,PBCT-2F,
32,39_83_39,19.947660,PBCT-2F,
32,39_135_39,19.817874,PBCT-2F,
32,39_130_39,19.782828,PBCT-2F,
32,39_100_39,19.613084,PBCT-2F,
32,39_118_39,19.526517,PBCT-2F,
32,39_115_39,19.422893,PBCT-2F,
32,39_113_39,19.364376,PBCT-2F,
32,39_83_65,18.820530,PBCT-2F,
32,39_108_39,18.755653,PBCT-2F,
32,39_83_64,18.730967,PBCT-2F,
32,39_37_39,18.726188,PBCT-2F,
32,39_134_39,18.695887,PBCT-2F,
32,39_100_65,18.640794,PBCT-2F,
32,39_130_64,18.629697,PBCT-2F,
32,39_135_65,18.606898,PBCT-2F,
32,39_83_9,18.602879,PBCT-2F,
32,39_130_65,18.599376,PBCT-2F,
32,39_130_1,18.393107,PBCT-2F,
32,39_118_65,18.385113,PBCT-2F,
32,55_115_39,18.221198,PBCT-2F,
32,39_118_64,18.128662,PBCT-2F,
32,39_118_15,18.003181,PBCT-2F,
32,39_83_53,17.721601,PBCT-2F,
32,39_83_51,17.712500,PBCT-2F,
32,65_83_65,17.458688,PBCT-2F,
32,39_134_26,17.098477,PBCT-2F,
32,16_113_39,16.997132,PBCT-2F,
32,39_113_48,16.822260,PBCT-2F,
32,39_65_65,16.008217,PBCT-2F,
32,39_65_65,16.008217,PBCT-2F,
32,39_65_65,16.008217,PBCT-2F,
32,39_9_9,15.026813,PBCT-2F,
33,39_83_39,19.947660,PBCT-2F,
33,39_135_39,19.817874,PBCT-2F,
33,39_130_39,19.782828,PBCT-2F,
33,39_100_39,19.613084,PBCT-2F,
33,39_118_39,19.526517,PBCT-2F,
33,39_115_39,19.422893,PBCT-2F,
33,39_113_39,19.364376,PBCT-2F,
33,39_83_65,18.820530,PBCT-2F,
33,39_108_39,18.755653,PBCT-2F,
33,39_83_64,18.730967,PBCT-2F,
33,39_37_39,18.726188,PBCT-2F,
33,39_134_39,18.695887,PBCT-2F,
33,39_100_65,18.640794,PBCT-2F,
33,39_130_64,18.629697,PBCT-2F,
33,39_135_65,18.606898,PBCT-2F,
33,39_83_9,18.602879,PBCT-2F,
33,39_130_41,18.208494,PBCT-2F,
33,39_130_45,18.117282,PBCT-2F,
33,39_118_60,18.089450,PBCT-2F,
33,39_100_21,17.555080,PBCT-2F,
33,39_115_24,17.523416,PBCT-2F,
33,39_118_50,17.487222,PBCT-2F,
33,39_115_31,17.340205,PBCT-2F,
33,39_108_1,17.323475,PBCT-2F,
33,39_88_39,17.282022,PBCT-2F,
33,39_134_29,17.255132,PBCT-2F,
33,39_134_38,17.214521,PBCT-2F,
33,18_83_65,16.760683,D18,
33,40_100_64,16.331336,PBCT-2F,
33,39_55_39,16.202936,PBCT-2F,
33,39_65_65,16.008217,PBCT-2F,
33,39_52_65,15.866764,PBCT-2F,
34,39_83_39,19.947660,PBCT-2F,
34,39_135_39,19.817874,PBCT-2F,
34,39_130_39,19.782828,PBCT-2F,
34,39_100_39,19.613084,PBCT-2F,
34,39_118_39,19.526517,PBCT-2F,
34,39_115_39,19.422893,PBCT-2F,
34,39_113_39,19.364376,PBCT-2F,
34,39_83_65,18.820530,PBCT-2F,
34,39_108_39,18.755653,PBCT-2F,
34,39_83_64,18.730967,PBCT-2F,
34,39_37_39,18.726188,PBCT-2F,
34,39_134_39,18.695887,PBCT-2F,
34,39_100_65,18.640794,PBCT-2F,
34,39_130_64,18.629697,PBCT-2F,
34,39_83_0,18.609155,PBCT-2F,
34,39_135_65,18.606898,PBCT-2F,
34,39_83_9,18.602879,PBCT-2F,
34,39_130_65,18.599376,PBCT-2F,
34,39_92_39,18.483326,PBCT-2F,
34,39_83_11,18.323182,PBCT-2F,
34,39_100_26,18.084374,PBCT-2F,
34,39_118_11,17.885936,PBCT-2F,
34,13_83_39,17.679449,PBCT-2F,
34,39_118_24,17.457839,PBCT-2F,
34,39_37_9,17.430930,PBCT-2F,
34,33_100_65,17.294888,PBCT-2F,
34,39_108_32,17.157123,PBCT-2F,
34,43_37_39,16.979315,PBCT-2F,
34,68_37_39,16.973030,D18,
34,40_134_39,16.775553,PBCT-2F,
34,5_135_65,16.544967,PBCT-2F,
34,39_65_65,16.008217,PBCT-2F,
35,39_126_39,20.375972,PBCT-2F,
35,39_83_39,19.947660,PBCT-2F,
35,39_135_39,19.817874,PBCT-2F,
35,39_130_39,19.782828,PBCT-2F,
35,39_100_39,19.613084,PBCT-2F,
35,39_118_39,19.526517,PBCT-2F,
35,39_115_39,19.422893,PBCT-2F,
35,39_113_39,19.364376,PBCT-2F,
35,39_83_65,18.820530,PBCT-2F,
35,39_108_39,18.755653,PBCT-2F,
35,39_83_64,18.730967,PBCT-2F,
35,39_37_39,18.726188,PBCT-2F,
35,39_134_39,18.695887,PBCT-2F,
35,39_100_65,18.640794,PBCT-2F,
35,39_130_64,18.629697,PBCT-2F,
35,39_83_0,18.609155,PBCT-2F,
35,39_135_65,18.606898,PBCT-2F,
35,39_83_66,18.588328,D18,
35,39_83_56,18.511348,PBCT-2F,
35,39_100_1,18.207244,PBCT-2F,
35,39_83_17,18.179530,PBCT-2F,
35,39_100_47,18.133885,PBCT-2F,
35,39_83_2,18.064534,PBCT-2F,
35,39_100_7,17.783266,PBCT-2F,
35,39_83_5,17.748060,PBCT-2F,
35,39_115_35,17.725093,PBCT-2F,
35,39_100_24,17.705020,PBCT-2F,
35,39_115_67,17.689837,PBCT-2F,
35,39_108_1,17.323475,PBCT-2F,
35,8_108_39,16.936411,PBCT-2F,
35,39_0_0,16.725362,PBCT-2F,
35,39_64_64,15.960278,PBCT-2F,
36,39_126_39,20.375972,PBCT-2F,
36,39_83_39,19.947660,PBCT-2F,
36,39_135_39,19.817874,PBCT-2F,
36,39_130_39,19.782828,PBCT-2F,
36,39_100_39,19.613084,PBCT-2F,
36,39_118_39,19.526517,PBCT-2F,
36,39_115_39,19.422893,PBCT-2F,
36,39_113_39,19.364376,PBCT-2F,
36,39_126_64,19.025765,PBCT-2F,
36,39_83_65,18.820530,PBCT-2F,
36,39_108_39,18.755653,PBCT-2F,
36,39_83_64,18.730967,PBCT-2F,
36,39_37_39,18.726188,PBCT-2F,
36,39_134_39,18.695887,PBCT-2F,
36,39_83_6,18.695254,PBCT-2F,
36,39_100_65,18.640794,PBCT-2F,
36,39_130_64,18.629697,PBCT-2F,
36,39_83_0,18.609155,PBCT-2F,
36,39_100_66,18.393718,PBCT-2F,
36,39_113_65,18.277765,PBCT-2F,
36,39_130_11,18.175083,PBCT-2F,
36,39_100_4,18.145258,PBCT-2F,
36,39_135_44,18.107162,PBCT-2F,
36,38_130_39,18.074723,PBCT-2F,
36,39_83_52,17.754697,PBCT-2F,
36,39_83_57,17.692357,PBCT-2F,
36,39_134_1,17.247612,PBCT-2F,
36,39_108_50,16.743474,PBCT-2F,
36,39_10_39,16.022823,PBB-F,
36,39_65_65,16.008217,PBCT-2F,
36,1_37_64,15.917962,PBCT-2F,
36,39_81_64,15.458574,PBB-F,
37,39_126_39,20.375972,PBCT-2F,
37,39_83_39,19.947660,PBCT-2F,
37,39_135_39,19.817874,PBCT-2F,
37,39_130_39,19.782828,PBCT-2F,
37,39_100_39,19.613084,PBCT-2F,
37,39_104_39,19.602359,PBCT-2F,
37,39_118_39,19.526517,PBCT-2F,
37,39_115_39,19.422893,PBCT-2F,
37,39_113_39,19.364376,PBCT-2F,
37,39_126_64,19.025765,PBCT-2F,
37,39_126_54,18.845999,PBCT-2F,
37,39_83_65,18.820530,PBCT-2F,
37,39_108_39,18.755653,PBCT-2F,
37,39_83_64,18.730967,PBCT-2F,
37,39_37_39,18.726188,PBCT-2F,
37,39_134_39,18.695887,PBCT-2F,
37,39_83_6,18.695254,PBCT-2F,
37,39_83_63,18.653516,PBCT-2F,
37,39_100_65,18.640794,PBCT-2F,
37,25_115_39,18.538059,PBCT-2F,
37,39_100_9,18.299346,PBCT-2F,
37,39_126_7,18.264685,PBCT-2F,
37,39_118_64,18.128662,PBCT-2F,
37,39_135_37,18.005427,PBCT-2F,
37,39_100_45,17.991435,PBCT-2F,
37,39_37_63,17.386681,PBCT-2F,
37,39_37_64,17.312773,PBCT-2F,
37,39_108_14,16.939832,PBCT-2F,
37,39_134_18,16.581469,PBCT-2F,
37,39_79_39,16.325359,D18,
37,59_37_64,15.597593,PBCT-2F,
37,39_6_6,14.851777,PBB-F,
38,39_126_39,20.375972,PBCT-2F,
38,39_83_39,19.947660,PBCT-2F,
38,39_135_39,19.817874,PBCT-2F,
38,39_130_39,19.782828,PBCT-2F,
38,39_100_39,19.613084,PBCT-2F,
38,39_104_39,19.602359,PBCT-2F,
38,39_118_39,19.526517,PBCT-2F,
38,39_115_39,19.422893,PBCT-2F,
38,39_113_39,19.364376,PBCT-2F,
38,39_126_65,19.131512,PBCT-2F,
38,39_126_64,19.025765,PBCT-2F,
38,39_126_54,18.845999,PBCT-2F,
38,39_83_65,18.820530,PBCT-2F,
38,39_126_10,18.764376,PBCT-2F,
38,39_108_39,18.755653,PBCT-2F,
38,39_83_64,18.730967,PBCT-2F,
38,39_37_39,18.726188,PBCT-2F,
38,39_134_39,18.695887,PBCT-2F,
38,39_135_64,18.541483,PBCT-2F,
38,39_126_59,18.490953,PBCT-2F,
38,39_115_54,18.318794,PBCT-2F,
38,39_104_54,18.172840,PBCT-2F,
38,39_115_11,18.035224,PBCT-2F,
38,39_83_42,17.975406,PBCT-2F,
38,39_100_37,17.736085,PBCT-2F,
38,39_104_51,17.494545,PBCT-2F,
38,39_37_55,17.354909,D18,
38,39_31_39,16.919406,D18,
38,39_37_3,16.750275,PBCT-2F,
38,39_65_65,16.008217,PBCT-2F,
38,35_134_65,15.659603,PBCT-2F,
38,39_54_54,14.841150,PBB-F,
39,39_126_39,20.375972,PBCT-2F,
39,39_83_39,19.947660,PBCT-2F,
39,39_135_39,19.817874,PBCT-2F,
39,39_130_39,19.782828,PBCT-2F,
39,39_100_39,19.613084,PBCT-2F,
39,39_104_39,19.602359,PBCT-2F,
39,39_118_39,19.526517,PBCT-2F,
39,39_115_39,19.422893,PBCT-2F,
39,39_113_39,19.364376,PBCT-2F,
39,39_126_65,19.131512,PBCT-2F,
39,39_126_64,19.025765,PBCT-2F,
39,39_126_54,18.845999,PBCT-2F,
39,39_83_65,18.820530,PBCT-2F,
39,39_126_10,18.764376,PBCT-2F,
39,39_108_39,18.755653,PBCT-2F,
39,39_83_64,18.730967,PBCT-2F,
39,39_83_60,18.617177,PBCT-2F,
39,39_83_9,18.602879,PBCT-2F,
39,39_126_42,18.393766,PBCT-2F,
39,39_126_50,18.386601,PBCT-2F,
39,39_113_65,18.277765,PBCT-2F,
39,39_130_54,18.274334,PBCT-2F,
39,29_115_39,18.124076,PBCT-2F,
39,37_135_39,18.028439,PBCT-2F,
39,39_104_36,17.954141,PBCT-2F,
39,39_108_65,17.601703,PBCT-2F,
39,39_115_58,17.586651,PBCT-2F,
39,39_135_22,17.312454,PBCT-2F,
39,5_83_65,16.582288,D18,
39,39_131_39,16.526142,PBCT-2F,
39,39_65_65,16.008217,PBCT-2F,
39,39_54_54,14.841150,PBB-F,
40,39_126_39,20.375972,PBCT-2F,
40,39_83_39,19.947660,PBCT-2F,
40,39_135_39,19.817874,PBCT-2F,
40,39_130_39,19.782828,PBCT-2F,
40,39_100_39,19.613084,PBCT-2F,
40,39_104_39,19.602359,PBCT-2F,
40,39_118_39,19.526517,PBCT-2F,
40,39_115_39,19.422893,PBCT-2F,
40,39_113_39,19.364376,PBCT-2F,
40,39_126_65,19.131512,PBCT-2F,
40,39_126_9,19.114169,PBCT-2F,
40,39_126_66,19.112341,PBCT-2F,
40,39_126_33,19.069564,PBCT-2F,
40,39_126_64,19.025765,PBCT-2F,
40,39_126_54,18.845999,PBCT-2F,
40,39_83_65,18.820530,PBCT-2F,
40,39_126_10,18.764376,PBCT-2F,
40,39_108_39,18.755653,PBCT-2F,
40,39_83_64,18.730967,PBCT-2F,
40,39_130_55,18.602045,PBCT-2F,
40,39_126_59,18.490953,PBCT-2F,
40,39_92_39,18.483326,PBCT-2F,
40,39_126_42,18.393766,PBCT-2F,
40,50_126_39,18.361401,PBCT-2F,
40,39_113_63,18.086346,PBCT-2F,
40,39_115_37,17.650423,PBCT-2F,
40,55_83_65,17.367821,PBCT-2F,
40,39_118_52,17.356367,PBCT-2F,
40,39_40_39,16.823964,PBCT-2F,
40,39_12_39,16.768441,PBCT-2F,
40,39_1_39,16.720318,D18,
40,39_64_64,15.960278,PBCT-2F,
41,39_126_39,20.375972,PBCT-2F,
41,39_83_39,19.947660,PBCT-2F,
41,39_135_39,19.817874,PBCT-2F,
41,39_130_39,19.782828,PBCT-2F,
41,39_100_39,19.613084,PBCT-2F,
41,39_104_39,19.602359,PBCT-2F,
41,39_118_39,19.526517,PBCT-2F,
41,39_115_39,19.422893,PBCT-2F,
