gen,max_abs,min_abs,med_abs,min_overlap,max_overlap,med_overlap,min_score,med_score,max_score
1,755.2160430190244,953.0206593071366,801.7383819840725,987.1511536765018,428.2397186227947,611.4990612574653,-0.3609132147390117,-0.09309016440224532,0.07971168002652046
2,785.2584212282766,921.2525869582325,1034.9451262403288,646.6003953153801,709.1745472895126,702.4087901285327,-0.16541638052304108,-0.03885556931709078,0.14582863035986227
3,812.434410073472,661.302372343017,1034.9451262403288,718.3930236991258,387.70889201685077,702.4087901285327,-0.21928377945280442,-0.01126721953072457,0.14582863035986227
4,806.7998624814383,789.6010409962482,1034.9451262403288,656.9076445979686,505.8852104936013,702.4087901285327,-0.14589725489388494,0.029167542524091594,0.14582863035986227
5,945.8696452101838,734.6606031311078,1034.9451262403288,766.102394106415,422.00927434656495,702.4087901285327,-0.07682983393261189,0.05627277876639164,0.14582863035986227
6,772.3136667005037,804.5086090191012,1034.9451262403288,580.7380922048595,500.9199326128801,702.4087901285327,-0.0974800529524178,0.0588285583383199,0.14582863035986227
7,742.1296826123215,794.2845728311526,1034.9451262403288,557.7925157330566,479.4858797726918,702.4087901285327,-0.11347764249900394,0.07165028431382581,0.14582863035986227
8,742.3158060849149,794.2845728311526,1034.9451262403288,572.7887997097188,479.4858797726918,702.4087901285327,-0.13321225430654682,0.07165028431382581,0.14582863035986227
9,948.7226862998684,883.146614088318,1034.9451262403288,831.8240511928955,582.2177080123234,702.4087901285327,-0.16016971964565052,0.07177743599794623,0.14582863035986227
10,769.2836775666805,741.528338563742,1034.9451262403288,603.4884815594219,417.92626156004235,702.4087901285327,-0.13253627547561925,0.07233458839693771,0.14582863035986227
11,748.7513716617543,948.2672885808934,1034.9451262403288,540.3744764680176,652.549708546069,702.4087901285327,-0.07999181421153012,0.07848338043147796,0.14582863035986227
12,904.6114025297138,801.3681824310968,1034.9451262403288,767.904506144841,481.5638304253756,702.4087901285327,-0.1429784356051731,0.07981985191694146,0.14582863035986227
13,992.5679899110112,801.3681824310968,1034.9451262403288,842.7188312981807,481.5638304253756,702.4087901285327,-0.10697635206428202,0.07981985191694146,0.14582863035986227
14,771.175412042267,711.7487401590564,1034.9451262403288,627.2517495175196,375.89352953548394,702.4087901285327,-0.16134094558896517,0.08244582018221003,0.14582863035986227
15,753.9828507315447,769.0504678157826,1034.9451262403288,688.6968631291527,439.88494178101746,702.4087901285327,-0.26994078635266994,0.0855373527788631,0.14582863035986227
16,802.1564216066234,862.9567936239986,844.6357299515523,587.0523592863507,544.6906695270917,477.885434655069,-0.05980449361792284,0.09068879580802974,0.15157786343136842
17,783.141779261504,879.0320689734564,844.6357299515523,623.1042395631927,559.2350231254413,477.885434655069,-0.13731581721210107,0.09610575313910741,0.15157786343136842
18,914.7595883346975,721.3385180994226,844.6357299515523,826.5762426872969,375.4765166195348,477.885434655069,-0.20563493680914302,0.09781845949968529,0.15157786343136842
19,776.8104097353278,943.4061792107548,844.6357299515523,638.9860489434587,632.2541469810875,477.885434655069,-0.16830202732285898,0.0980705914458122,0.15157786343136842
20,807.2772152294398,943.4061792107548,844.6357299515523,617.1174802616279,632.2541469810875,477.885434655069,-0.09203424904577268,0.0980705914458122,0.15157786343136842
