gen,pair,combined_abs,overlap,score
1,"[896, 854]",1158.442358689993,960.0327776066139,198.40958108337907
1,"[806, 930]",988.7920177730049,797.7523164071789,191.03970136582598
1,"[984, 547]",1354.8334973035023,1252.417242094295,102.41625520920729
1,"[946, 955]",1064.8555428837858,977.7110546702461,87.14448821353972
1,"[630, 929]",1148.5562151472097,1075.066075621665,73.49013952554469
1,"[423, 689]",1206.7887270319002,1144.0125886047454,62.77613842715482
1,"[42, 638]",1002.1727289051701,966.2788890834137,35.89383982175639
1,"[168, 974]",1123.7228589220947,1105.66683725759,18.05602166450467
1,"[933, 164]",1159.7953493528516,1145.736479313481,14.058870039370731
1,"[846, 526]",1114.7435059670051,1101.9349026910381,12.808603275967016
1,"[611, 612]",1100.2913169498074,1109.9425477172695,-9.651230767462039
1,"[112, 933]",1078.0293553278962,1099.990613283313,-21.96125795541684
1,"[213, 916]",1203.0021396298125,1231.7565808527665,-28.75444122295403
1,"[917, 594]",1153.105651426421,1211.7280099486616,-58.622358522240575
1,"[50, 881]",1386.945249259121,1447.9593627553036,-61.01411349618252
1,"[616, 217]",1157.0356613602712,1245.2500412707022,-88.21437991043103
1,"[919, 824]",1230.334508271078,1325.5444356475898,-95.20992737651181
1,"[989, 405]",1105.8130622754925,1204.9824906506835,-99.16942837519105
1,"[876, 142]",1296.4143995628933,1430.5778836703025,-134.1634841074092
1,"[204, 291]",1188.3397824316041,1328.1495049783832,-139.80972254677908
1,"[952, 292]",1125.108289821393,1271.6175002593504,-146.50921043795734
1,"[216, 824]",1389.5173554844596,1544.5754694878526,-155.05811400339303
1,"[540, 443]",1278.4684573192994,1509.5115806537447,-231.04312333444523
1,"[300, 218]",1259.0810192626795,1503.6503104064577,-244.56929114377817
1,"[483, 233]",1287.2695682150063,1552.460046505178,-265.19047829017177
1,"[170, 712]",1221.3304789760555,1520.5163030461918,-299.1858240701363
1,"[778, 202]",1429.471142286856,1741.094339187994,-311.6231969011378
1,"[456, 215]",1402.9158530087652,1729.2617375504697,-326.34588454170444
1,"[164, 87]",1316.691638350217,1646.2835539496314,-329.5919155994143
1,"[216, 417]",1433.2085828687627,1835.966525342178,-402.75794247341537
1,"[50, 414]",1314.064059042398,1760.1159161293288,-446.0518570869308
1,"[805, 555]",1464.2847377001108,2148.6372863364627,-684.3525486363519
2,"[896, 930]",1111.896162943716,847.7657562796396,264.1304066640764
2,"[806, 929]",1045.0089026727492,842.3255768647147,202.6833258080345
2,"[846, 930]",958.8474729326146,757.0777872545721,201.7696856780425
2,"[896, 854]",1158.442358689993,960.0327776066139,198.40958108337907
2,"[806, 930]",988.7920177730049,797.7523164071789,191.03970136582598
2,"[630, 933]",1115.003111005463,1012.2674594826651,102.73565152279798
