gen,max_abs,min_abs,med_abs,min_overlap,max_overlap,med_overlap,min_score,med_score,max_score
1,755.2160430190244,953.0206593071366,904.6960429687389,987.1511536765018,428.2397186227947,710.5126358336156,-34.13049436936524,194.18340713512328,326.97632439622964
2,754.007250515905,732.5758767339216,755.2160430190244,645.9333927447074,502.1843796947611,428.2397186227947,108.0738577711976,230.39149703916053,326.97632439622964
3,657.9051549945336,812.4324001946583,722.7546490801274,447.24053989367945,560.2773145447794,378.9183422530286,210.66461510085418,252.15508564987886,343.8363068270988
4,844.0781739165953,903.5071775100213,696.0188302704175,685.7901789740341,623.207204595609,352.12058532789206,158.28799494256123,280.29997291441225,343.8982449425255
5,791.7353438406111,793.6967245928806,761.8889019854453,588.9831843773522,500.4094019618952,408.0726244723752,202.75215946325886,293.28732263098544,353.8162775130701
6,799.2661911856162,888.3416722157614,761.8889019854453,678.2779627238021,592.9611688271629,408.0726244723752,120.98822846181406,295.3805033885985,353.8162775130701
7,832.8631713499767,746.7233966911854,761.8889019854453,703.927374000718,438.7945934998716,408.0726244723752,128.93579734925868,307.92880319131376,353.8162775130701
8,789.6721495545686,746.7233966911854,761.8889019854453,642.0375573749028,438.7945934998716,408.0726244723752,147.6345921796658,307.92880319131376,353.8162775130701
9,909.6541564877402,888.5389187766384,761.8889019854453,744.3011717813382,579.3150668316179,408.0726244723752,165.35298470640203,309.22385194502056,353.8162775130701
10,729.3576729142562,675.0032997617975,761.8889019854453,666.5772643699488,364.81151208491235,408.0726244723752,62.78040854430742,310.19178767688516,353.8162775130701
11,769.2255540763313,741.528338563742,761.8889019854453,618.6135856171759,417.92626156004235,408.0726244723752,150.61196845915538,323.6020770036996,353.8162775130701
12,926.9186639979337,775.178341838883,761.8889019854453,803.4066717747597,449.7486547515726,408.0726244723752,123.51199222317393,325.42968708731036,353.8162775130701
13,904.6114025297138,775.178341838883,761.8889019854453,767.904506144841,449.7486547515726,408.0726244723752,136.70689638487283,325.42968708731036,353.8162775130701
14,992.5679899110112,775.178341838883,761.8889019854453,842.7188312981807,449.7486547515726,408.0726244723752,149.84915861283048,325.42968708731036,353.8162775130701
15,844.1896884681835,775.178341838883,761.8889019854453,646.7163533584602,449.7486547515726,408.0726244723752,197.47333510972328,325.42968708731036,353.8162775130701
16,912.1767120142806,775.178341838883,761.8889019854453,791.3463442275745,449.7486547515726,408.0726244723752,120.83036778670612,325.42968708731036,353.8162775130701
17,843.858140773872,755.2160430190244,801.7879036861788,640.4196662894892,428.2397186227947,432.2559183638363,203.43847448438282,326.97632439622964,369.53198532234245
18,772.705945309582,787.4242760949448,801.7879036861788,570.7734881876955,456.9078411280101,432.2559183638363,201.9324571218865,330.51643496693475,369.53198532234245
19,865.4602108007109,787.4242760949448,801.7879036861788,662.2304479261552,456.9078411280101,432.2559183638363,203.22976287455572,330.51643496693475,369.53198532234245
20,929.054370076994,787.4242760949448,801.7879036861788,794.9744576143175,456.9078411280101,432.2559183638363,134.07991246267648,330.51643496693475,369.53198532234245
21,919.0297681639355,835.1192604098444,801.7879036861788,791.92656979519,503.89399658811493,432.2559183638363,127.10319836874555,331.22526382172947,369.53198532234245
22,914.0512637667177,1034.9451262403288,801.7879036861788,703.5123339529645,702.4087901285327,432.2559183638363,210.53892981375327,332.5363361117961,369.53198532234245
23,919.2846861547637,711.7487401590564,1027.5384462070679,789.9977038853635,375.89352953548394,634.2719231461385,129.28698226940014,335.8552106235725,393.26652306092933
24,754.3682380537786,711.7487401590564,1027.5384462070679,562.72840250372,375.89352953548394,634.2719231461385,191.6398355500586,335.8552106235725,393.26652306092933
25,912.1767120142806,703.0174544269763,1027.5384462070679,791.3463442275745,363.4251900278245,634.2719231461385,120.83036778670612,339.5922643991518,393.26652306092933
26,848.016311845275,870.4103267521062,837.2290499182914,624.9168039277155,530.198560500474,406.4412497859173,223.09950791755955,340.2117662516323,430.78780013237406
27,917.8279930313197,722.7546490801274,837.2290499182914,703.4817013758603,378.9183422530286,406.4412497859173,214.34629165545937,343.8363068270988,430.78780013237406
28,1032.5363956333715,809.4016836793627,909.2060202758394,863.33924067501,460.1853811794845,460.24242212574507,169.19715495836147,349.21630249987817,448.9635981500943
29,677.9589111604162,716.2291821603965,935.9994991774937,455.4704316998548,366.16448864183826,485.5662733601756,222.48847946056134,350.0646935185582,450.4332258173181
30,739.3680114537881,716.2291821603965,935.9994991774937,508.5173467135369,366.16448864183826,485.5662733601756,230.8506647402512,350.0646935185582,450.4332258173181
31,831.5501918884413,712.5122074959041,924.7606037045693,706.4168021476909,361.2762695232795,461.9643608696699,125.13338974075043,351.23593797262464,462.79624283489943
32,978.8279750631573,972.5258600666168,924.7606037045693,971.4806440588892,606.5729841435904,461.9643608696699,7.347331004268085,365.95287592302645,462.79624283489943
33,744.8016543956945,844.6357299515523,924.7606037045693,517.7299653323005,477.885434655069,461.9643608696699,227.07168906339405,366.75029529648333,462.79624283489943
34,827.5372192789554,844.6357299515523,924.7606037045693,628.7491629900728,477.885434655069,461.9643608696699,198.78805628888256,366.75029529648333,462.79624283489943
35,713.5735401492666,844.6357299515523,924.7606037045693,500.58529972827483,477.885434655069,461.9643608696699,212.98824042099176,366.75029529648333,462.79624283489943
36,671.399354849596,774.9944247845244,924.7606037045693,477.17275635894595,405.93702193632805,461.9643608696699,194.22659849065002,369.0574028481964,462.79624283489943
37,775.6844692379437,801.7879036861788,924.7606037045693,556.0765080804588,432.2559183638363,461.9643608696699,219.60796115748497,369.53198532234245,462.79624283489943
38,804.8338155206075,911.4035720872047,924.7606037045693,606.5846216913028,535.8843613687881,461.9643608696699,198.24919382930466,375.5192107184166,462.79624283489943
39,829.0316556942306,908.6283126734309,924.7606037045693,656.3039277609129,533.0808427925544,461.9643608696699,172.72772793331774,375.5474698808764,462.79624283489943
40,770.254485068499,968.9056518216131,924.7606037045693,581.0629454399027,592.5684289443137,461.9643608696699,189.19153962859627,376.3372228772994,462.79624283489943
41,799.2516979971487,849.3843391969448,924.7606037045693,606.7969111927137,454.32118517319964,461.9643608696699,192.454786804435,395.06315402374514,462.79624283489943
42,834.4277608389932,875.7399340550568,924.7606037045693,657.5484546599711,479.2896681912939,461.9643608696699,176.87930617902214,396.45026586376287,462.79624283489943
43,821.7104913523153,875.7399340550568,924.7606037045693,621.5209765169736,479.2896681912939,461.9643608696699,200.1895148353417,396.45026586376287,462.79624283489943
44,903.4519737383216,875.7399340550568,924.7606037045693,757.3575719423657,479.2896681912939,461.9643608696699,146.09440179595595,396.45026586376287,462.79624283489943
45,656.630338184764,875.7399340550568,924.7606037045693,480.46844256551424,479.2896681912939,461.9643608696699,176.16189561924978,396.45026586376287,462.79624283489943
46,707.12219534792,875.7399340550568,924.7606037045693,521.2459262148925,479.2896681912939,461.9643608696699,185.87626913302745,396.45026586376287,462.79624283489943
47,706.6277184340128,863.369484339594,924.7606037045693,498.8761662623331,466.6131396796641,461.9643608696699,207.7515521716797,396.75634465992994,462.79624283489943
48,752.31448332555,894.6641156947502,924.7606037045693,536.0160926267047,495.9119744850829,461.9643608696699,216.2983906988453,398.7521412096673,462.79624283489943
49,655.2241091686167,872.6164166144566,924.7606037045693,443.41066843802383,466.1562302851338,461.9643608696699,211.81344073059284,406.4601863293228,462.79624283489943
50,888.7025127103526,972.049796280599,924.7606037045693,754.6220583641361,563.8795328274191,461.9643608696699,134.08045434621647,408.1702634531799,462.79624283489943
51,832.9283048776796,972.049796280599,924.7606037045693,621.4772504349983,563.8795328274191,461.9643608696699,211.4510544426813,408.1702634531799,462.79624283489943
52,808.5585202618843,972.049796280599,924.7606037045693,604.4631625592378,563.8795328274191,461.9643608696699,204.09535770264642,408.1702634531799,462.79624283489943
53,673.5199493967485,972.049796280599,924.7606037045693,480.1874588527494,563.8795328274191,461.9643608696699,193.33249054399914,408.1702634531799,462.79624283489943
54,871.0871858418564,972.049796280599,924.7606037045693,700.6294832557213,563.8795328274191,461.9643608696699,170.45770258613504,408.1702634531799,462.79624283489943
55,890.8740092773413,882.400397713812,924.7606037045693,684.8460423241169,472.03203520979514,461.9643608696699,206.02796695322445,410.3683625040169,462.79624283489943
56,753.4253505749336,882.400397713812,924.7606037045693,563.9994644872723,472.03203520979514,461.9643608696699,189.4258860876613,410.3683625040169,462.79624283489943
57,721.713155432775,882.400397713812,924.7606037045693,529.3231751309305,472.03203520979514,461.9643608696699,192.3899803018445,410.3683625040169,462.79624283489943
58,741.049333544625,882.400397713812,924.7606037045693,526.7827218906257,472.03203520979514,461.9643608696699,214.26661165399935,410.3683625040169,462.79624283489943
59,873.0975495680906,882.400397713812,924.7606037045693,692.0175740330849,472.03203520979514,461.9643608696699,181.0799755350057,410.3683625040169,462.79624283489943
60,757.3424606292948,882.400397713812,924.7606037045693,576.0323292567618,472.03203520979514,461.9643608696699,181.31013137253296,410.3683625040169,462.79624283489943
61,744.3497815654734,882.400397713812,924.7606037045693,538.8948575731138,472.03203520979514,461.9643608696699,205.45492399235968,410.3683625040169,462.79624283489943
62,881.5367214192214,882.400397713812,924.7606037045693,655.5353385441374,472.03203520979514,461.9643608696699,226.001382875084,410.3683625040169,462.79624283489943
