gen,pair,combined_abs,overlap,score
1,"[896, 854]",755.2160430190244,428.2397186227947,326.97632439622964
1,"[984, 547]",883.146614088318,582.2177080123234,300.9289060759945
1,"[806, 930]",644.471377230514,358.74026842724174,285.73110880327226
1,"[423, 689]",786.7169687649146,518.1429484483452,268.5740203165693
1,"[630, 929]",748.369782637919,500.95373503289704,247.41604760502196
1,"[933, 164]",756.2799085177242,510.4868484181817,245.79306009954246
1,"[50, 881]",903.8879995567015,667.6957160781781,236.19228347852345
1,"[946, 955]",693.7507472319473,459.5551767506619,234.19557048128547
1,"[168, 974]",732.5758767339216,502.1843796947611,230.39149703916053
1,"[213, 916]",784.2410592700364,556.2702359889603,227.97082328107615
1,"[846, 526]",727.1817722471508,500.53604523214335,226.64572701500742
1,"[42, 638]",652.299947764733,443.22011819225753,209.0798295724755
1,"[611, 612]",717.3537636103107,509.78726147004926,207.56650214026143
1,"[917, 594]",751.2918791512727,550.3685648245756,200.9233143266971
1,"[112, 933]",702.5506443660591,508.19812934484276,194.3525150212164
1,"[216, 824]",904.6960429687389,710.5126358336156,194.18340713512328
1,"[876, 142]",844.0221964983815,651.9877127909723,192.0344837074092
1,"[919, 824]",801.7383819840725,611.4990612574653,190.23932072660716
1,"[616, 217]",753.8670206539266,566.4205927770463,187.4464278768803
1,"[204, 291]",774.9543100352197,594.5676440339514,180.38666600126828
1,"[989, 405]",720.1648082682573,551.7388787940696,168.42592947418768
1,"[952, 292]",733.8653074317226,589.7385533650505,144.1267540666721
1,"[540, 443]",831.0789304364248,696.6958003671875,134.38313006923727
1,"[300, 218]",819.504883162261,689.984823684312,129.52005947794896
1,"[778, 202]",931.005621451043,803.5669364588067,127.43868499223629
1,"[456, 215]",913.6315446059328,802.3323853200889,111.29915928584398
1,"[170, 712]",795.6194309212124,695.051506553733,100.56792436747935
1,"[483, 233]",838.125826921575,742.5587652864192,95.56706163515582
1,"[164, 87]",857.5814061149915,774.5973821718379,82.9840239431536
1,"[216, 417]",933.6807743645916,857.8607406611693,75.82003370342227
1,"[50, 414]",856.4644529225451,821.0603008075078,35.40415211503728
1,"[805, 555]",953.0206593071366,987.1511536765018,-34.13049436936524
2,"[896, 854]",755.2160430190244,428.2397186227947,326.97632439622964
2,"[896, 547]",741.528338563742,417.92626156004235,323.6020770036996
2,"[933, 881]",804.5086090191012,500.9199326128801,303.5886764062211
2,"[984, 547]",883.146614088318,582.2177080123234,300.9289060759945
2,"[806, 930]",644.471377230514,358.74026842724174,285.73110880327226
2,"[984, 929]",903.5071775100213,623.207204595609,280.29997291441225
2,"[423, 689]",786.7169687649146,518.1429484483452,268.5740203165693
2,"[423, 974]",741.9354647520709,477.34010368443944,264.5953610676314
2,"[423, 824]",812.4324001946583,560.2773145447794,252.15508564987886
2,"[630, 929]",748.369782637919,500.95373503289704,247.41604760502196
2,"[611, 854]",673.1638654437946,426.330262500554,246.83360294324063
2,"[102, 955]",777.6950869452677,531.3697546580695,246.3253322871982
2,"[933, 164]",756.2799085177242,510.4868484181817,245.79306009954246
2,"[50, 881]",903.8879995567015,667.6957160781781,236.19228347852345
2,"[946, 955]",693.7507472319473,459.5551767506619,234.19557048128547
2,"[168, 974]",732.5758767339216,502.1843796947611,230.39149703916053
2,"[213, 916]",784.2410592700364,556.2702359889603,227.97082328107615
2,"[846, 526]",727.1817722471508,500.53604523214335,226.64572701500742
2,"[630, 638]",747.600482273264,528.8489925482111,218.75148972505292
2,"[213, 547]",791.1087947026707,575.0101869666787,216.098607735992
2,"[423, 612]",794.6180092464259,579.5045475317551,215.11346171467085
2,"[42, 638]",652.299947764733,443.22011819225753,209.0798295724755
2,"[611, 612]",717.3537636103107,509.78726147004926,207.56650214026143
2,"[846, 395]",650.3943546668582,444.67771634614326,205.716638320715
2,"[917, 594]",751.2918791512727,550.3685648245756,200.9233143266971
2,"[216, 933]",827.5240053891492,629.5970033434932,197.92700204565608
2,"[112, 933]",702.5506443660591,508.19812934484276,194.3525150212164
2,"[216, 824]",904.6960429687389,710.5126358336156,194.18340713512328
2,"[50, 916]",745.2217519720566,559.0143945044558,186.2073574676008
