gen,pair,combined_abs,overlap,score
9,"[984, 209]",509.62702992452364,224.24819254243135,285.3788373820923
9,"[984, 234]",451.09107048584275,166.97440141459123,284.1166690712515
9,"[423, 881]",433.5459573157845,150.0884625052808,283.4574948105037
9,"[456, 378]",446.30120193280334,162.99810824756062,283.30309368524274
9,"[984, 807]",453.7907800683812,170.58012585261002,283.21065421577117
9,"[573, 881]",417.51478499218814,142.05095868389125,275.4638263082969
9,"[896, 516]",408.8772696792669,140.52586261387566,268.3514070653912
9,"[348, 209]",489.02695204737176,220.9413873134385,268.08556473393327
9,"[102, 778]",431.76358206850557,164.16857362327931,267.59500844522626
9,"[896, 167]",409.49718724278426,144.76758266316642,264.72960457961784
9,"[984, 442]",463.7053581263347,199.05984129047278,264.64551683586194
9,"[984, 856]",445.9596521547593,184.08987578419593,261.8697763705634
9,"[532, 378]",468.3929410499066,209.398383136936,258.9945579129706
9,"[213, 868]",419.7415700023334,166.19707698010853,253.54449302222486
9,"[456, 827]",418.74605878549147,166.70770679676423,252.03835198872724
9,"[450, 202]",455.36060885759395,211.393277094787,243.96733176280694
9,"[271, 202]",448.1406918924284,205.18556397019245,242.95512792223593
9,"[213, 209]",464.7461970091935,228.50244221385014,236.24375479534336
9,"[380, 847]",401.64114154755543,165.82690717708593,235.8142343704695
9,"[465, 233]",414.145476992207,181.79840150504734,232.34707548715969
10,"[984, 881]",505.42021976248935,169.15811732378234,336.262102438707
10,"[984, 378]",500.72160796108415,197.96617692401662,302.7554310370675
10,"[102, 881]",463.9943211808677,163.75717399839792,300.2371471824698
10,"[896, 881]",436.26362726904415,136.85073684782665,299.4128904212175
10,"[33, 881]",467.6061573978392,170.1614840993099,297.4446732985293
10,"[213, 881]",460.53938684715916,166.0201425224044,294.51924432475477
10,"[380, 881]",453.44040721419964,159.22864437976745,294.2117628344322
10,"[456, 881]",450.99981373420843,160.82905132486857,290.1707624093399
10,"[8, 881]",457.07544424490305,169.96166575129732,287.11377849360576
10,"[984, 202]",519.7152837671856,233.28534401766632,286.4299397495193
10,"[532, 881]",473.0915528513117,186.68573138993517,286.4058214613765
10,"[896, 202]",450.5586912737406,164.5022147833022,286.0564764904384
10,"[465, 881]",435.3785258352775,149.6049942147321,285.77353162054544
10,"[984, 209]",509.62702992452364,224.24819254243135,285.3788373820923
10,"[984, 234]",451.09107048584275,166.97440141459123,284.1166690712515
10,"[423, 881]",433.5459573157845,150.0884625052808,283.4574948105037
10,"[456, 378]",446.30120193280334,162.99810824756062,283.30309368524274
10,"[915, 378]",418.02013608968593,142.01175846710115,276.0083776225848
10,"[896, 234]",381.9344779923976,113.33754184883729,268.5969361435603
10,"[788, 881]",413.4162541456308,145.1643544436531,268.25189970197766
10,"[456, 202]",465.29487773890486,199.78625816416564,265.5086195747392
10,"[465, 705]",437.73481608728093,172.88127991839642,264.8535361688845
10,"[380, 202]",467.73547121889607,209.30102554575973,258.43444567313634
10,"[213, 202]",474.83445085185554,220.92842866211492,253.9060221897406
10,"[310, 378]",424.9876725682317,172.099243306326,252.88842926190569
10,"[456, 637]",355.48769676087346,105.16795214563088,250.3197446152426
10,"[532, 202]",487.3866168560081,242.99966736910238,244.38694948690573
10,"[532, 209]",477.2983630133461,236.84086295750924,240.45750005583685
10,"[741, 234]",407.0512402507211,168.8365185625371,238.214721688184
10,"[655, 209]",436.67374343336917,198.62618669822524,238.04755673514393
10,"[380, 234]",399.1112579375531,167.1820810546251,231.929176882928
10,"[652, 234]",395.0775865237439,174.98434015016875,220.09324637357514
11,"[984, 881]",505.42021976248935,169.15811732378234,336.262102438707
11,"[553, 881]",474.82808866273257,151.837508008156,322.99058065457655
11,"[984, 378]",500.72160796108415,197.96617692401662,302.7554310370675
11,"[102, 881]",463.9943211808677,163.75717399839792,300.2371471824698
11,"[896, 881]",436.26362726904415,136.85073684782665,299.4128904212175
11,"[33, 881]",467.6061573978392,170.1614840993099,297.4446732985293
11,"[213, 881]",460.53938684715916,166.0201425224044,294.51924432475477
11,"[380, 881]",453.44040721419964,159.22864437976745,294.2117628344322
11,"[456, 881]",450.99981373420843,160.82905132486857,290.1707624093399
11,"[8, 881]",457.07544424490305,169.96166575129732,287.11377849360576
11,"[984, 202]",519.7152837671856,233.28534401766632,286.4299397495193
11,"[532, 881]",473.0915528513117,186.68573138993517,286.4058214613765
11,"[166, 881]",426.0390396093633,139.78783261128004,286.25120699808326
11,"[896, 202]",450.5586912737406,164.5022147833022,286.0564764904384
11,"[465, 881]",435.3785258352775,149.6049942147321,285.77353162054544
11,"[984, 209]",509.62702992452364,224.24819254243135,285.3788373820923
11,"[174, 881]",425.8939299936098,141.06892310721247,284.8250068863973
11,"[984, 234]",451.09107048584275,166.97440141459123,284.1166690712515
11,"[75, 881]",453.5474847139442,169.87596919212226,283.6715155218219
11,"[423, 881]",433.5459573157845,150.0884625052808,283.4574948105037
11,"[456, 209]",455.2066238962427,187.18682758330817,268.01979631293455
11,"[456, 202]",465.29487773890486,199.78625816416564,265.5086195747392
11,"[490, 881]",391.6622289254983,126.62962803766156,265.03260088783674
11,"[896, 209]",440.4704374310785,175.60095978243373,264.86947764864476
11,"[995, 881]",401.49079269362323,138.2248436938583,263.26594899976493
11,"[896, 97]",407.8527612582315,146.52569444520503,261.3270668130265
11,"[456, 549]",362.6676712367442,116.24792980467527,246.41974143206892
11,"[213, 209]",464.7461970091935,228.50244221385014,236.24375479534336
11,"[423, 768]",358.3047303877165,123.24246318994179,235.06226719777473
11,"[371, 234]",418.42657552346225,187.82424491250887,230.60233061095337
11,"[621, 234]",340.69178609525494,111.37777703884916,229.31400905640578
11,"[411, 209]",454.9477352693784,233.9101224752806,221.03761279409784
12,"[984, 881]",505.42021976248935,169.15811732378234,336.262102438707
12,"[553, 881]",474.82808866273257,151.837508008156,322.99058065457655
12,"[984, 378]",500.72160796108415,197.96617692401662,302.7554310370675
12,"[102, 881]",463.9943211808677,163.75717399839792,300.2371471824698
12,"[896, 881]",436.26362726904415,136.85073684782665,299.4128904212175
12,"[33, 881]",467.6061573978392,170.1614840993099,297.4446732985293
12,"[213, 881]",460.53938684715916,166.0201425224044,294.51924432475477
12,"[380, 881]",453.44040721419964,159.22864437976745,294.2117628344322
12,"[456, 881]",450.99981373420843,160.82905132486857,290.1707624093399
12,"[8, 881]",457.07544424490305,169.96166575129732,287.11377849360576
12,"[984, 202]",519.7152837671856,233.28534401766632,286.4299397495193
12,"[532, 881]",473.0915528513117,186.68573138993517,286.4058214613765
12,"[166, 881]",426.0390396093633,139.78783261128004,286.25120699808326
12,"[896, 202]",450.5586912737406,164.5022147833022,286.0564764904384
12,"[878, 881]",412.7870841973905,126.9410624727255,285.84602172466504
12,"[465, 881]",435.3785258352775,149.6049942147321,285.77353162054544
12,"[984, 209]",509.62702992452364,224.24819254243135,285.3788373820923
12,"[543, 881]",470.27624409742464,184.99514447077325,285.2810996266514
12,"[760, 881]",427.75906958328176,144.32649557036703,283.43257401291476
12,"[984, 514]",460.4526176802402,179.42092762504646,281.03169005519374
12,"[546, 881]",375.52421081722224,108.20708791360583,267.3171229036164
12,"[689, 881]",477.8903622903205,214.20327723088207,263.68708505943846
12,"[380, 202]",467.73547121889607,209.30102554575973,258.43444567313634
12,"[966, 202]",468.7573292398126,211.31167951070603,257.44564972910655
12,"[923, 202]",398.23922610443225,151.14618701638634,247.0930390880459
12,"[8, 209]",461.2822544069374,215.4847884209958,245.79746598594159
12,"[396, 202]",414.95982213547904,169.73463534910297,245.22518678637607
12,"[465, 683]",352.6007679009737,107.78237239775974,244.818395503214
12,"[89, 202]",431.617752676177,188.24435106388984,243.37340161228718
12,"[465, 7]",430.7428920434917,190.13062352305496,240.61226852043671
12,"[166, 209]",430.2458497713976,191.35702738813725,238.88882238326036
12,"[836, 209]",443.8954029068469,205.82613644557006,238.06926646127687
13,"[984, 881]",505.42021976248935,169.15811732378234,336.262102438707
13,"[553, 881]",474.82808866273257,151.837508008156,322.99058065457655
13,"[740, 881]",483.1185291185295,170.8703597294592,312.2481693890703
13,"[984, 378]",500.72160796108415,197.96617692401662,302.7554310370675
13,"[102, 881]",463.9943211808677,163.75717399839792,300.2371471824698
13,"[896, 881]",436.26362726904415,136.85073684782665,299.4128904212175
13,"[33, 881]",467.6061573978392,170.1614840993099,297.4446732985293
13,"[213, 881]",460.53938684715916,166.0201425224044,294.51924432475477
13,"[380, 881]",453.44040721419964,159.22864437976745,294.2117628344322
13,"[984, 386]",437.7959606751272,145.5823843663677,292.2135763087595
13,"[713, 881]",456.9530047487183,164.79051514414604,292.1624896045722
13,"[456, 881]",450.99981373420843,160.82905132486857,290.1707624093399
13,"[900, 881]",429.26567556694056,140.91903844001024,288.3466371269303
13,"[8, 881]",457.07544424490305,169.96166575129732,287.11377849360576
13,"[984, 202]",519.7152837671856,233.28534401766632,286.4299397495193
13,"[532, 881]",473.0915528513117,186.68573138993517,286.4058214613765
13,"[166, 881]",426.0390396093633,139.78783261128004,286.25120699808326
13,"[896, 202]",450.5586912737406,164.5022147833022,286.0564764904384
13,"[878, 881]",412.7870841973905,126.9410624727255,285.84602172466504
13,"[465, 881]",435.3785258352775,149.6049942147321,285.77353162054544
13,"[760, 881]",427.75906958328176,144.32649557036703,283.43257401291476
13,"[334, 881]",437.056187502534,166.13898791074308,270.9171995917909
13,"[465, 202]",449.673589839974,192.4749906553936,257.1985991845804
13,"[878, 202]",427.08214820208696,172.93399287270273,254.14815532938422
13,"[213, 568]",392.47408913256277,142.90604061141627,249.5680485211465
13,"[8, 378]",452.37683244349796,204.98498471542823,247.39184772806973
