gen,filename,PCE,donor
12,1_71_86_71_25,16.838377,PBCT-2F,
12,35_50_86_50_9,16.832923,PBCT-2F,
12,15_50_86_12_15,16.729488,PBCT-2F,
12,65_71_86_24_56,16.682961,PBCT-2F,
12,15_6_126_6_65,16.649006,PBCT-2F,
12,65_50_86_10_34,16.615583,PBCT-2F,
12,15_6_86_6_9,16.384977,PBCT-2F,
12,35_89_86_89_9,16.198323,PBCT-2F,
12,65_26_86_26_9,15.574945,PBCT-2F,
12,9_50_20_50_15,14.379527,PBB-F,
12,9_50_79_50_35,14.229833,PBB-F,
13,39_71_86_153_39,19.788300,PBCT-2F,
13,39_50_86_49_39,19.784145,PBCT-2F,
13,39_71_86_6_39,19.485053,PBCT-2F,
13,39_50_86_50_9,18.642794,PBCT-2F,
13,9_50_86_50_39,18.622402,PBCT-2F,
13,9_71_86_71_39,18.346017,PBCT-2F,
13,43_50_86_50_39,18.169347,PBCT-2F,
13,39_71_86_71_9,18.169247,PBCT-2F,
13,9_6_86_6_39,18.000768,PBCT-2F,
13,43_71_86_71_39,17.838729,PBCT-2F,
13,25_50_86_50_25,17.239766,PBCT-2F,
13,15_50_86_50_65,17.194716,PBCT-2F,
13,1_50_86_50_25,17.160265,PBCT-2F,
13,65_50_86_50_15,17.108966,PBCT-2F,
13,15_50_86_50_9,17.096493,PBCT-2F,
13,9_50_86_50_15,17.076714,PBCT-2F,
13,25_50_86_4_25,17.062537,PBCT-2F,
13,25_50_86_50_15,17.045109,PBCT-2F,
13,28_50_86_50_25,17.043974,PBCT-2F,
13,9_50_86_50_32,17.037596,PBCT-2F,
13,25_71_86_71_25,17.029265,PBCT-2F,
13,33_50_86_50_33,17.028344,PBCT-2F,
13,32_50_86_50_9,16.996221,PBCT-2F,
13,21_50_86_50_65,16.951604,PBCT-2F,
13,25_6_86_0_26,16.602663,PBCT-2F,
13,15_6_86_6_65,16.586259,PBCT-2F,
13,28_50_86_77_28,16.527924,PBCT-2F,
13,25_50_86_160_24,16.509690,PBCT-2F,
13,9_6_86_6_35,16.338863,PBCT-2F,
13,32_50_86_145_32,16.231177,PBCT-2F,
13,59_6_86_6_59,15.880053,PBCT-2F,
13,15_50_86_2_67,15.796734,PBCT-2F,
14,39_50_86_153_39,19.812644,PBCT-2F,
14,39_71_86_153_39,19.788300,PBCT-2F,
14,39_50_86_49_39,19.784145,PBCT-2F,
14,39_153_86_71_39,19.729310,PBCT-2F,
14,39_71_86_6_39,19.485053,PBCT-2F,
14,39_50_86_50_9,18.642794,PBCT-2F,
14,9_50_86_50_39,18.622402,PBCT-2F,
14,39_50_86_50_47,18.356090,PBCT-2F,
14,9_71_86_71_39,18.346017,PBCT-2F,
14,43_50_86_50_39,18.169347,PBCT-2F,
14,39_71_86_71_9,18.169247,PBCT-2F,
14,9_6_86_6_39,18.000768,PBCT-2F,
14,43_71_86_71_39,17.838729,PBCT-2F,
14,9_101_86_101_39,17.513354,PBCT-2F,
14,25_50_86_50_25,17.239766,PBCT-2F,
14,15_50_86_50_65,17.194716,PBCT-2F,
14,25_50_86_71_25,17.166647,PBCT-2F,
14,1_50_86_50_25,17.160265,PBCT-2F,
14,65_50_86_50_15,17.108966,PBCT-2F,
14,15_50_86_50_9,17.096493,PBCT-2F,
14,25_50_86_50_1,17.076741,PBCT-2F,
14,9_50_86_50_15,17.076714,PBCT-2F,
14,1_71_86_71_25,16.838377,PBCT-2F,
14,9_71_86_77_9,16.751982,PBCT-2F,
14,25_6_86_6_25,16.750361,PBCT-2F,
14,1_6_86_6_25,16.682660,PBCT-2F,
14,39_104_86_104_43,16.608019,PBCT-2F,
14,15_71_86_71_12,16.526466,PBCT-2F,
14,43_71_86_71_43,16.141900,PBCT-2F,
14,43_79_86_50_43,16.092665,PBCT-2F,
14,57_50_86_50_43,16.014843,PBCT-2F,
14,9_71_124_71_39,15.476365,PBB-F,
15,39_50_86_50_39,19.875595,PBCT-2F,
15,39_49_86_50_39,19.820371,PBCT-2F,
